'sample interval','MLII','V1'
403,1.200,-0.480
404,0.815,-0.820
405,0.255,-1.045
406,-0.450,-1.160
407,-1.105,-1.220
408,-1.430,-1.220
409,-1.350,-1.095
410,-1.000,-0.905
411,-0.625,-0.675
412,-0.340,-0.445
413,-0.200,-0.240
414,-0.155,-0.090
415,-0.195,-0.035
416,-0.230,-0.010
417,-0.245,-0.005
418,-0.250,0.015
419,-0.225,0.045
420,-0.195,0.080
421,-0.180,0.105
422,-0.175,0.110
423,-0.180,0.115
424,-0.180,0.125
425,-0.185,0.130
426,-0.170,0.145
427,-0.180,0.145
428,-0.165,0.160
429,-0.150,0.165
430,-0.135,0.190
431,-0.135,0.210
432,-0.130,0.225
433,-0.140,0.225
434,-0.130,0.235
435,-0.120,0.245
436,-0.125,0.260
437,-0.110,0.280
438,-0.095,0.295
439,-0.090,0.310
440,-0.065,0.330
441,-0.045,0.350
442,-0.030,0.365
443,-0.035,0.385
444,-0.030,0.420
445,-0.010,0.455
446,0.010,0.490
447,0.040,0.520
448,0.055,0.535
449,0.080,0.570
450,0.085,0.580
451,0.090,0.625
452,0.090,0.660
453,0.125,0.685
454,0.155,0.725
455,0.175,0.755
456,0.185,0.780
457,0.200,0.800
458,0.185,0.805
459,0.175,0.815
460,0.180,0.820
461,0.180,0.830
462,0.190,0.840
463,0.195,0.845
464,0.200,0.835
465,0.185,0.820
466,0.180,0.790
467,0.160,0.765
468,0.155,0.720
469,0.135,0.680
470,0.120,0.620
471,0.105,0.565
472,0.070,0.505
473,0.040,0.455
474,0.020,0.385
475,0.015,0.360
476,-0.045,0.260
477,-0.090,0.215
478,-0.120,0.185
479,-0.135,0.135
480,-0.145,0.115
481,-0.150,0.070
482,-0.175,0.040
483,-0.205,0.010
484,-0.230,-0.010
485,-0.250,-0.025
486,-0.260,-0.030
487,-0.255,-0.030
488,-0.240,-0.030
489,-0.225,-0.025
490,-0.225,-0.025
491,-0.230,-0.030
492,-0.235,-0.045
493,-0.245,-0.055
494,-0.250,-0.035
495,-0.240,-0.030
496,-0.220,-0.015
497,-0.210,-0.010
498,-0.205,-0.020
499,-0.205,-0.020
500,-0.210,-0.025
501,-0.210,-0.025
502,-0.210,-0.030
503,-0.200,-0.020
504,-0.190,-0.020
505,-0.195,-0.005
506,-0.210,-0.005
507,-0.205,-0.015
508,-0.200,-0.030
509,-0.215,-0.040
510,-0.220,-0.050
511,-0.215,-0.055
512,-0.210,-0.040
513,-0.215,-0.030
514,-0.205,-0.025
515,-0.215,-0.030
516,-0.220,-0.055
517,-0.230,-0.060
518,-0.245,-0.075
519,-0.250,-0.080
520,-0.250,-0.080
521,-0.255,-0.070
522,-0.245,-0.075
523,-0.245,-0.085
524,-0.245,-0.095
525,-0.250,-0.100
526,-0.275,-0.105
527,-0.285,-0.110
528,-0.280,-0.110
529,-0.270,-0.110
530,-0.255,-0.110
531,-0.250,-0.110
532,-0.255,-0.110
533,-0.275,-0.125
534,-0.290,-0.125
535,-0.305,-0.125
536,-0.305,-0.130
537,-0.285,-0.115
538,-0.285,-0.105
539,-0.290,-0.110
540,-0.290,-0.125
541,-0.295,-0.130
542,-0.305,-0.150
543,-0.305,-0.160
544,-0.315,-0.160
545,-0.305,-0.160
546,-0.290,-0.160
547,-0.290,-0.140
548,-0.295,-0.135
549,-0.300,-0.145
550,-0.305,-0.145
551,-0.305,-0.160
552,-0.295,-0.155
553,-0.300,-0.150
554,-0.290,-0.135
555,-0.290,-0.135
556,-0.295,-0.135
557,-0.280,-0.130
558,-0.285,-0.155
559,-0.285,-0.165
560,-0.295,-0.165
561,-0.305,-0.155
562,-0.320,-0.160
563,-0.310,-0.150
564,-0.300,-0.145
565,-0.275,-0.145
566,-0.285,-0.150
567,-0.300,-0.170
568,-0.310,-0.165
569,-0.320,-0.160
570,-0.310,-0.155
571,-0.295,-0.150
572,-0.290,-0.145
573,-0.290,-0.155
574,-0.300,-0.165
575,-0.300,-0.175
576,-0.330,-0.190
577,-0.335,-0.180
578,-0.325,-0.175
579,-0.300,-0.160
580,-0.290,-0.170
581,-0.295,-0.165
582,-0.300,-0.185
583,-0.310,-0.185
584,-0.320,-0.195
585,-0.320,-0.190
586,-0.315,-0.175
587,-0.315,-0.165
588,-0.290,-0.150
589,-0.280,-0.130
590,-0.260,-0.125
591,-0.255,-0.115
592,-0.235,-0.120
593,-0.225,-0.115
594,-0.215,-0.110
595,-0.205,-0.075
596,-0.180,-0.055
597,-0.160,-0.050
598,-0.160,-0.045
599,-0.165,-0.055
600,-0.165,-0.060
601,-0.190,-0.090
602,-0.215,-0.100
603,-0.220,-0.115
604,-0.240,-0.125
605,-0.250,-0.130
606,-0.260,-0.145
607,-0.265,-0.150
608,-0.270,-0.155
609,-0.285,-0.180
610,-0.325,-0.180
611,-0.335,-0.200
612,-0.345,-0.205
613,-0.355,-0.205
614,-0.340,-0.205
615,-0.330,-0.215
616,-0.325,-0.220
617,-0.340,-0.230
618,-0.340,-0.225
619,-0.355,-0.220
620,-0.350,-0.205
621,-0.340,-0.200
622,-0.330,-0.190
623,-0.325,-0.210
624,-0.320,-0.205
625,-0.330,-0.205
626,-0.335,-0.205
627,-0.345,-0.195
628,-0.340,-0.185
629,-0.325,-0.170
630,-0.305,-0.160
631,-0.290,-0.160
632,-0.275,-0.165
633,-0.280,-0.145
634,-0.275,-0.120
635,-0.245,-0.055
636,-0.165,0.020
637,0.005,0.140
638,0.235,0.280
639,0.520,0.430
640,0.830,0.525
641,1.105,0.505
642,1.260,0.280
643,1.210,-0.040
644,0.885,-0.385
645,0.360,-0.655
646,-0.280,-0.845
647,-0.895,-0.955
648,-1.285,-1.030
649,-1.345,-1.030
650,-1.310,-1.030
651,-0.855,-0.825
652,-0.580,-0.625
653,-0.395,-0.395
654,-0.290,-0.205
655,-0.255,-0.085
656,-0.245,-0.045
657,-0.260,-0.035
658,-0.255,-0.040
659,-0.265,-0.040
660,-0.260,-0.035
661,-0.240,-0.015
662,-0.235,0.025
663,-0.225,0.020
664,-0.210,0.050
665,-0.185,0.050
666,-0.195,0.055
667,-0.200,0.060
668,-0.190,0.060
669,-0.205,0.080
670,-0.190,0.100
671,-0.175,0.115
672,-0.150,0.125
673,-0.135,0.140
674,-0.130,0.135
675,-0.125,0.140
676,-0.130,0.155
677,-0.115,0.170
678,-0.100,0.180
679,-0.080,0.210
680,-0.055,0.235
681,-0.055,0.255
682,-0.055,0.275
683,-0.045,0.285
684,-0.045,0.295
685,-0.030,0.320
686,-0.015,0.335
687,0.005,0.365
688,0.030,0.405
689,0.040,0.430
690,0.070,0.450
691,0.075,0.475
692,0.075,0.490
693,0.095,0.525
694,0.115,0.555
695,0.140,0.595
696,0.150,0.610
697,0.175,0.630
698,0.185,0.620
699,0.195,0.630
700,0.200,0.630
701,0.190,0.635
702,0.185,0.655
703,0.175,0.660
704,0.170,0.660
705,0.170,0.650
706,0.170,0.640
707,0.160,0.630
708,0.165,0.600
709,0.145,0.565
710,0.120,0.535
711,0.110,0.495
712,0.095,0.470
713,0.065,0.430
714,0.040,0.380
715,0.035,0.320
716,-0.010,0.265
717,-0.050,0.205
718,-0.100,0.160
719,-0.140,0.125
720,-0.175,0.085
721,-0.185,0.060
722,-0.200,0.040
723,-0.215,0.025
724,-0.240,-0.005
725,-0.255,-0.020
726,-0.295,-0.065
727,-0.305,-0.075
728,-0.310,-0.075
729,-0.295,-0.085
730,-0.280,-0.090
731,-0.285,-0.095
732,-0.300,-0.105
733,-0.300,-0.100
734,-0.300,-0.105
735,-0.300,-0.105
736,-0.300,-0.095
737,-0.285,-0.080
738,-0.275,-0.065
739,-0.265,-0.070
740,-0.275,-0.075
741,-0.275,-0.090
742,-0.275,-0.100
743,-0.280,-0.110
744,-0.265,-0.105
745,-0.265,-0.095
746,-0.260,-0.085
747,-0.245,-0.080
748,-0.245,-0.075
749,-0.245,-0.080
750,-0.240,-0.085
751,-0.270,-0.105
752,-0.280,-0.105
753,-0.280,-0.105
754,-0.275,-0.095
755,-0.260,-0.085
756,-0.260,-0.095
757,-0.265,-0.095
758,-0.275,-0.115
759,-0.280,-0.125
760,-0.305,-0.135
761,-0.310,-0.125
762,-0.300,-0.130
763,-0.295,-0.120
764,-0.285,-0.120
765,-0.295,-0.125
766,-0.305,-0.140
767,-0.320,-0.140
768,-0.330,-0.155
769,-0.345,-0.165
770,-0.335,-0.160
771,-0.320,-0.160
772,-0.325,-0.155
773,-0.330,-0.165
774,-0.325,-0.160
775,-0.330,-0.170
776,-0.335,-0.185
777,-0.335,-0.180
778,-0.345,-0.190
779,-0.335,-0.175
780,-0.320,-0.155
781,-0.320,-0.165
782,-0.330,-0.170
783,-0.335,-0.170
784,-0.340,-0.180
785,-0.340,-0.195
786,-0.350,-0.190
787,-0.345,-0.195
788,-0.350,-0.180
789,-0.340,-0.170
790,-0.340,-0.185
791,-0.340,-0.185
792,-0.345,-0.195
793,-0.355,-0.200
794,-0.360,-0.200
795,-0.355,-0.200
796,-0.350,-0.180
797,-0.340,-0.180
798,-0.330,-0.180
799,-0.330,-0.185
800,-0.340,-0.185
801,-0.360,-0.200
802,-0.365,-0.195
803,-0.365,-0.185
804,-0.360,-0.175
805,-0.340,-0.160
806,-0.340,-0.160
807,-0.335,-0.170
808,-0.340,-0.180
809,-0.355,-0.185
810,-0.355,-0.195
811,-0.340,-0.175
812,-0.320,-0.155
813,-0.290,-0.135
814,-0.275,-0.110
815,-0.250,-0.110
816,-0.245,-0.105
817,-0.250,-0.105
818,-0.245,-0.095
819,-0.235,-0.080
820,-0.220,-0.070
821,-0.205,-0.070
822,-0.205,-0.065
823,-0.210,-0.070
824,-0.230,-0.095
825,-0.235,-0.110
826,-0.260,-0.145
827,-0.275,-0.145
828,-0.290,-0.155
829,-0.305,-0.145
830,-0.310,-0.130
831,-0.320,-0.145
832,-0.330,-0.150
833,-0.345,-0.160
834,-0.365,-0.175
835,-0.395,-0.185
836,-0.405,-0.180
837,-0.405,-0.175
838,-0.395,-0.180
839,-0.380,-0.185
840,-0.370,-0.185
841,-0.380,-0.215
842,-0.385,-0.200
843,-0.390,-0.200
844,-0.395,-0.195
845,-0.400,-0.190
846,-0.390,-0.190
847,-0.375,-0.170
848,-0.375,-0.160
849,-0.360,-0.160
850,-0.360,-0.170
851,-0.375,-0.185
852,-0.380,-0.180
853,-0.375,-0.165
854,-0.350,-0.145
855,-0.335,-0.125
856,-0.310,-0.110
857,-0.300,-0.070
858,-0.245,-0.025
859,-0.170,0.045
860,-0.020,0.150
861,0.185,0.290
862,0.440,0.450
863,0.725,0.550
864,0.935,0.515
865,1.055,0.285
866,0.970,-0.055
867,0.635,-0.400
868,0.150,-0.680
869,-0.430,-0.850
870,-0.910,-0.955
871,-1.155,-1.025
872,-1.150,-1.025
873,-1.000,-0.950
874,-0.770,-0.800
875,-0.700,-0.740
876,-0.440,-0.385
877,-0.355,-0.205
878,-0.325,-0.085
879,-0.305,-0.035
880,-0.305,-0.015
881,-0.305,-0.010
882,-0.285,0.010
883,-0.290,0.015
884,-0.275,0.025
885,-0.280,0.040
886,-0.275,0.050
887,-0.265,0.065
888,-0.250,0.090
889,-0.235,0.095
890,-0.225,0.105
891,-0.225,0.105
892,-0.225,0.095
893,-0.215,0.100
894,-0.230,0.115
895,-0.225,0.130
896,-0.200,0.170
897,-0.170,0.200
898,-0.155,0.200
899,-0.150,0.220
900,-0.145,0.215
901,-0.155,0.230
902,-0.155,0.255
903,-0.145,0.270
904,-0.110,0.275
905,-0.090,0.305
906,-0.065,0.320
907,-0.055,0.340
908,-0.040,0.345
909,-0.035,0.370
910,-0.025,0.385
911,0.000,0.415
912,0.025,0.440
913,0.045,0.475
914,0.070,0.510
915,0.080,0.530
916,0.080,0.550
917,0.110,0.575
918,0.115,0.585
919,0.120,0.615
920,0.135,0.640
921,0.155,0.660
922,0.155,0.680
923,0.160,0.685
924,0.170,0.700
925,0.175,0.690
926,0.160,0.685
927,0.150,0.675
928,0.150,0.675
929,0.145,0.670
930,0.135,0.665
931,0.140,0.650
932,0.125,0.615
933,0.115,0.575
934,0.095,0.540
935,0.070,0.495
936,0.050,0.455
937,0.015,0.410
938,-0.010,0.365
939,-0.015,0.340
940,-0.055,0.275
941,-0.075,0.230
942,-0.110,0.180
943,-0.145,0.135
944,-0.180,0.110
945,-0.200,0.090
946,-0.215,0.065
947,-0.230,0.055
948,-0.240,0.030
949,-0.245,0.015
950,-0.255,0.000
951,-0.285,-0.030
952,-0.300,-0.045
953,-0.315,-0.035
954,-0.310,-0.045
955,-0.305,-0.040
956,-0.295,-0.040
957,-0.290,-0.040
958,-0.290,-0.055
959,-0.325,-0.060
960,-0.330,-0.060
961,-0.320,-0.065
962,-0.300,-0.045
963,-0.285,-0.040
964,-0.275,-0.020
965,-0.270,-0.030
966,-0.275,-0.030
967,-0.275,-0.035
968,-0.290,-0.030
969,-0.285,-0.035
970,-0.285,-0.025
971,-0.275,-0.030
972,-0.260,-0.025
973,-0.260,-0.045
974,-0.265,-0.040
975,-0.275,-0.050
976,-0.280,-0.060
977,-0.280,-0.055
978,-0.275,-0.050
979,-0.275,-0.055
980,-0.280,-0.045
981,-0.275,-0.055
982,-0.265,-0.055
983,-0.265,-0.075
984,-0.280,-0.085
985,-0.290,-0.080
986,-0.300,-0.080
987,-0.310,-0.075
988,-0.295,-0.070
989,-0.290,-0.070
990,-0.295,-0.080
991,-0.295,-0.090
992,-0.295,-0.110
993,-0.320,-0.125
994,-0.330,-0.110
995,-0.325,-0.105
996,-0.320,-0.090
997,-0.320,-0.090
998,-0.305,-0.100
999,-0.310,-0.110
1000,-0.315,-0.110
1001,-0.325,-0.135
1002,-0.340,-0.140
1003,-0.345,-0.125
1004,-0.340,-0.115
1005,-0.340,-0.110
1006,-0.320,-0.115
1007,-0.320,-0.120
1008,-0.330,-0.135
1009,-0.335,-0.130
1010,-0.340,-0.140
1011,-0.340,-0.140
1012,-0.330,-0.140
1013,-0.325,-0.125
1014,-0.325,-0.120
1015,-0.325,-0.135
1016,-0.330,-0.130
1017,-0.335,-0.150
1018,-0.340,-0.150
1019,-0.350,-0.145
1020,-0.345,-0.135
1021,-0.345,-0.125
1022,-0.335,-0.115
1023,-0.345,-0.120
1024,-0.340,-0.125
1025,-0.335,-0.120
1026,-0.330,-0.150
1027,-0.340,-0.150
1028,-0.345,-0.135
1029,-0.340,-0.130
1030,-0.345,-0.120
1031,-0.335,-0.110
1032,-0.315,-0.110
1033,-0.320,-0.115
1034,-0.325,-0.120
1035,-0.340,-0.125
1036,-0.330,-0.120
1037,-0.310,-0.100
1038,-0.295,-0.080
1039,-0.265,-0.060
1040,-0.240,-0.050
1041,-0.220,-0.045
1042,-0.225,-0.045
1043,-0.225,-0.045
1044,-0.225,-0.020
1045,-0.215,-0.005
1046,-0.200,-0.005
1047,-0.195,-0.010
1048,-0.200,-0.040
1049,-0.210,-0.045
1050,-0.215,-0.055
1051,-0.260,-0.100
1052,-0.285,-0.115
1053,-0.285,-0.120
1054,-0.300,-0.105
1055,-0.305,-0.110
1056,-0.310,-0.095
1057,-0.330,-0.105
1058,-0.340,-0.120
1059,-0.375,-0.145
1060,-0.385,-0.155
1061,-0.385,-0.155
1062,-0.375,-0.150
1063,-0.350,-0.130
1064,-0.340,-0.105
1065,-0.325,-0.095
1066,-0.305,-0.090
1067,-0.305,-0.080
1068,-0.285,-0.060
1069,-0.260,-0.040
1070,-0.240,0.000
1071,-0.220,0.030
1072,-0.175,0.080
1073,-0.135,0.115
1074,-0.090,0.145
1075,-0.070,0.160
1076,0.010,0.185
1077,0.080,0.215
1078,0.145,0.245
1079,0.210,0.290
1080,0.250,0.350
1081,0.315,0.435
1082,0.415,0.560
1083,0.590,0.720
1084,0.805,0.905
1085,1.090,1.055
1086,1.355,1.090
1087,1.520,0.925
1088,1.510,0.620
1089,1.265,0.285
1090,0.795,0.035
1091,0.150,-0.125
1092,-0.525,-0.285
1093,-1.015,-0.415
1094,-1.140,-0.470
1095,-0.980,-0.465
1096,-0.720,-0.390
1097,-0.495,-0.270
1098,-0.365,-0.185
1099,-0.320,-0.115
1100,-0.330,-0.100
1101,-0.370,-0.105
1102,-0.395,-0.105
1103,-0.400,-0.105
1104,-0.390,-0.100
1105,-0.380,-0.065
1106,-0.365,-0.065
1107,-0.360,-0.065
1108,-0.355,-0.060
1109,-0.365,-0.075
1110,-0.370,-0.075
1111,-0.370,-0.075
1112,-0.370,-0.060
1113,-0.365,-0.040
1114,-0.360,-0.030
1115,-0.345,-0.050
1116,-0.335,-0.050
1117,-0.340,-0.055
1118,-0.350,-0.065
1119,-0.360,-0.055
1120,-0.360,-0.050
1121,-0.350,-0.040
1122,-0.345,-0.030
1123,-0.325,-0.020
1124,-0.325,-0.025
1125,-0.330,-0.030
1126,-0.335,-0.025
1127,-0.345,-0.025
1128,-0.340,-0.015
1129,-0.335,0.000
1130,-0.320,0.010
1131,-0.310,0.030
1132,-0.310,0.035
1133,-0.315,0.040
1134,-0.315,0.035
1135,-0.325,0.045
1136,-0.305,0.070
1137,-0.295,0.085
1138,-0.275,0.100
1139,-0.255,0.120
1140,-0.265,0.130
1141,-0.270,0.155
1142,-0.275,0.150
1143,-0.265,0.165
1144,-0.265,0.185
1145,-0.260,0.185
1146,-0.250,0.195
1147,-0.250,0.205
1148,-0.240,0.230
1149,-0.245,0.230
1150,-0.240,0.235
1151,-0.245,0.225
1152,-0.240,0.200
1153,-0.235,0.190
1154,-0.230,0.190
1155,-0.225,0.190
1156,-0.205,0.180
1157,-0.200,0.165
1158,-0.210,0.120
1159,-0.220,0.110
1160,-0.245,0.070
1161,-0.265,0.065
1162,-0.270,0.045
1163,-0.265,0.045
1164,-0.255,0.040
1165,-0.260,0.025
1166,-0.265,0.000
1167,-0.280,-0.025
1168,-0.305,-0.045
1169,-0.310,-0.055
1170,-0.315,-0.065
1171,-0.305,-0.065
1172,-0.295,-0.055
1173,-0.285,-0.050
1174,-0.295,-0.060
1175,-0.300,-0.065
1176,-0.320,-0.090
1177,-0.325,-0.095
1178,-0.315,-0.085
1179,-0.300,-0.065
1180,-0.290,-0.055
1181,-0.290,-0.050
1182,-0.285,-0.055
1183,-0.295,-0.050
1184,-0.295,-0.055
1185,-0.295,-0.065
1186,-0.295,-0.060
1187,-0.280,-0.040
