'sample interval','MLII','V5'
92,-0.285,-0.090
93,0.140,0.180
94,0.590,0.395
95,1.040,0.495
96,1.405,0.500
97,1.465,0.425
98,1.120,0.260
99,0.365,-0.045
100,0.085,-0.160
101,-1.380,-0.960
102,-1.795,-1.340
103,-1.770,-1.445
104,-1.530,-1.315
105,-1.310,-1.100
106,-1.180,-0.900
107,-1.120,-0.775
108,-1.055,-0.700
109,-1.000,-0.670
110,-0.935,-0.620
111,-0.890,-0.585
112,-0.885,-0.590
113,-0.890,-0.580
114,-0.925,-0.575
115,-0.925,-0.570
116,-0.925,-0.575
117,-0.920,-0.570
118,-0.905,-0.550
119,-0.875,-0.540
120,-0.865,-0.525
121,-0.860,-0.535
122,-0.875,-0.545
123,-0.915,-0.540
124,-0.905,-0.545
125,-0.910,-0.550
126,-0.915,-0.525
127,-0.895,-0.530
128,-0.895,-0.530
129,-0.895,-0.535
130,-0.890,-0.525
131,-0.895,-0.545
132,-0.910,-0.560
133,-0.900,-0.530
134,-0.900,-0.530
135,-0.875,-0.515
136,-0.875,-0.505
137,-0.870,-0.525
138,-0.880,-0.525
139,-0.900,-0.540
140,-0.900,-0.545
141,-0.895,-0.530
142,-0.885,-0.525
143,-0.885,-0.510
144,-0.875,-0.490
145,-0.870,-0.505
146,-0.860,-0.520
147,-0.850,-0.515
148,-0.850,-0.545
149,-0.860,-0.525
150,-0.855,-0.530
151,-0.835,-0.515
152,-0.820,-0.480
153,-0.785,-0.480
154,-0.785,-0.480
155,-0.765,-0.470
156,-0.780,-0.475
157,-0.775,-0.490
158,-0.775,-0.470
159,-0.740,-0.450
160,-0.710,-0.420
161,-0.680,-0.405
162,-0.655,-0.395
163,-0.645,-0.390
164,-0.645,-0.385
165,-0.625,-0.400
166,-0.605,-0.375
167,-0.600,-0.360
168,-0.555,-0.335
169,-0.520,-0.325
170,-0.480,-0.320
171,-0.470,-0.305
172,-0.470,-0.310
173,-0.470,-0.325
174,-0.455,-0.310
175,-0.455,-0.300
176,-0.415,-0.290
177,-0.385,-0.265
178,-0.375,-0.265
179,-0.360,-0.265
180,-0.395,-0.275
181,-0.420,-0.310
182,-0.440,-0.340
183,-0.475,-0.340
184,-0.490,-0.360
185,-0.510,-0.370
186,-0.510,-0.380
187,-0.555,-0.415
188,-0.605,-0.450
189,-0.660,-0.475
190,-0.685,-0.520
191,-0.715,-0.545
192,-0.735,-0.550
193,-0.735,-0.540
194,-0.750,-0.550
195,-0.765,-0.550
196,-0.780,-0.580
197,-0.790,-0.600
198,-0.815,-0.600
199,-0.840,-0.620
200,-0.845,-0.620
201,-0.840,-0.610
202,-0.845,-0.595
203,-0.825,-0.585
204,-0.830,-0.605
205,-0.835,-0.610
206,-0.850,-0.630
207,-0.850,-0.640
208,-0.860,-0.640
209,-0.850,-0.630
210,-0.835,-0.630
211,-0.835,-0.615
212,-0.825,-0.620
213,-0.840,-0.620
214,-0.850,-0.635
215,-0.850,-0.655
216,-0.855,-0.645
217,-0.855,-0.645
218,-0.850,-0.610
219,-0.830,-0.610
220,-0.810,-0.600
221,-0.805,-0.620
222,-0.825,-0.615
223,-0.840,-0.635
224,-0.840,-0.625
225,-0.830,-0.625
226,-0.825,-0.615
227,-0.815,-0.605
228,-0.790,-0.600
229,-0.800,-0.585
230,-0.790,-0.590
231,-0.810,-0.610
232,-0.810,-0.605
233,-0.815,-0.605
234,-0.810,-0.605
235,-0.795,-0.570
236,-0.785,-0.560
237,-0.780,-0.565
238,-0.770,-0.580
239,-0.790,-0.585
240,-0.800,-0.610
241,-0.810,-0.595
242,-0.820,-0.600
243,-0.810,-0.580
244,-0.795,-0.555
245,-0.790,-0.575
246,-0.800,-0.575
247,-0.815,-0.585
248,-0.825,-0.605
249,-0.845,-0.615
250,-0.860,-0.605
251,-0.845,-0.605
252,-0.840,-0.595
253,-0.825,-0.590
254,-0.825,-0.600
255,-0.845,-0.605
256,-0.865,-0.625
257,-0.875,-0.630
258,-0.885,-0.630
259,-0.885,-0.615
260,-0.870,-0.620
261,-0.850,-0.610
262,-0.845,-0.610
263,-0.855,-0.610
264,-0.880,-0.635
265,-0.890,-0.640
266,-0.885,-0.650
267,-0.900,-0.645
268,-0.895,-0.635
269,-0.885,-0.610
270,-0.875,-0.620
271,-0.870,-0.635
272,-0.880,-0.635
273,-0.895,-0.660
274,-0.895,-0.655
275,-0.895,-0.650
276,-0.905,-0.640
277,-0.895,-0.615
278,-0.885,-0.615
279,-0.900,-0.635
280,-0.895,-0.640
281,-0.910,-0.655
282,-0.920,-0.655
283,-0.925,-0.650
284,-0.930,-0.635
285,-0.910,-0.625
286,-0.900,-0.610
287,-0.890,-0.625
288,-0.890,-0.625
289,-0.905,-0.630
290,-0.925,-0.640
291,-0.935,-0.640
292,-0.925,-0.635
293,-0.910,-0.620
294,-0.905,-0.625
295,-0.895,-0.610
296,-0.905,-0.610
297,-0.900,-0.640
298,-0.920,-0.640
299,-0.915,-0.650
300,-0.915,-0.640
301,-0.915,-0.630
302,-0.910,-0.625
303,-0.890,-0.600
304,-0.890,-0.615
305,-0.895,-0.620
306,-0.915,-0.630
307,-0.935,-0.645
308,-0.940,-0.630
309,-0.930,-0.625
310,-0.915,-0.600
311,-0.895,-0.590
312,-0.880,-0.600
313,-0.885,-0.610
314,-0.915,-0.615
315,-0.925,-0.635
316,-0.925,-0.635
317,-0.925,-0.625
318,-0.915,-0.630
319,-0.905,-0.600
320,-0.915,-0.605
321,-0.905,-0.610
322,-0.915,-0.615
323,-0.910,-0.640
324,-0.920,-0.635
325,-0.925,-0.625
326,-0.920,-0.590
327,-0.905,-0.580
328,-0.890,-0.580
329,-0.885,-0.590
330,-0.890,-0.605
331,-0.905,-0.615
332,-0.900,-0.610
333,-0.910,-0.640
334,-0.910,-0.635
335,-0.895,-0.610
336,-0.890,-0.580
337,-0.880,-0.590
338,-0.885,-0.595
339,-0.885,-0.620
340,-0.910,-0.615
341,-0.905,-0.635
342,-0.910,-0.610
343,-0.895,-0.595
344,-0.875,-0.580
345,-0.880,-0.585
346,-0.865,-0.585
347,-0.880,-0.600
348,-0.920,-0.615
349,-0.895,-0.620
350,-0.895,-0.620
351,-0.900,-0.610
352,-0.875,-0.590
353,-0.855,-0.595
354,-0.860,-0.585
355,-0.865,-0.590
356,-0.890,-0.600
357,-0.910,-0.625
358,-0.905,-0.610
359,-0.895,-0.605
360,-0.880,-0.600
361,-0.870,-0.590
362,-0.865,-0.590
363,-0.875,-0.585
364,-0.865,-0.600
365,-0.885,-0.615
366,-0.890,-0.615
367,-0.880,-0.615
368,-0.860,-0.595
369,-0.825,-0.590
370,-0.800,-0.590
371,-0.775,-0.585
372,-0.750,-0.595
373,-0.740,-0.600
374,-0.740,-0.600
375,-0.740,-0.605
376,-0.735,-0.575
377,-0.710,-0.555
378,-0.690,-0.515
379,-0.685,-0.535
380,-0.705,-0.560
381,-0.735,-0.585
382,-0.775,-0.590
383,-0.785,-0.580
384,-0.795,-0.555
385,-0.775,-0.525
386,-0.755,-0.510
387,-0.755,-0.505
388,-0.790,-0.535
389,-0.815,-0.565
390,-0.875,-0.595
391,-0.900,-0.615
392,-0.925,-0.610
393,-0.915,-0.585
394,-0.925,-0.585
395,-0.920,-0.585
396,-0.920,-0.590
397,-0.940,-0.600
398,-0.950,-0.595
399,-0.960,-0.620
400,-0.950,-0.625
401,-0.945,-0.600
402,-0.930,-0.595
403,-0.925,-0.575
404,-0.925,-0.595
405,-0.920,-0.590
406,-0.930,-0.610
407,-0.930,-0.620
408,-0.930,-0.610
409,-0.925,-0.590
410,-0.900,-0.595
411,-0.890,-0.570
412,-0.895,-0.580
413,-0.895,-0.570
414,-0.900,-0.585
415,-0.895,-0.590
416,-0.890,-0.590
417,-0.885,-0.570
418,-0.855,-0.555
419,-0.820,-0.535
420,-0.795,-0.505
421,-0.730,-0.455
422,-0.600,-0.360
423,-0.330,-0.185
424,0.045,0.060
425,0.175,0.140
426,0.910,0.335
427,1.340,0.390
428,1.590,0.395
429,1.485,0.380
430,0.935,0.225
431,0.065,-0.115
432,-0.855,-0.615
433,-1.520,-1.100
434,-1.680,-1.355
435,-1.415,-1.250
436,-1.095,-0.995
437,-0.910,-0.775
438,-0.885,-0.675
439,-0.945,-0.665
440,-0.965,-0.685
441,-0.950,-0.675
442,-0.910,-0.635
443,-0.865,-0.610
444,-0.850,-0.565
445,-0.865,-0.545
446,-0.875,-0.555
447,-0.880,-0.565
448,-0.890,-0.565
449,-0.885,-0.580
450,-0.890,-0.575
451,-0.880,-0.550
452,-0.870,-0.530
453,-0.850,-0.530
454,-0.855,-0.530
455,-0.855,-0.535
456,-0.860,-0.545
457,-0.870,-0.555
458,-0.885,-0.545
459,-0.880,-0.545
460,-0.865,-0.530
461,-0.850,-0.510
462,-0.855,-0.505
463,-0.845,-0.515
464,-0.870,-0.530
465,-0.885,-0.535
466,-0.880,-0.535
467,-0.885,-0.530
468,-0.875,-0.515
469,-0.860,-0.500
470,-0.850,-0.495
471,-0.855,-0.495
472,-0.850,-0.510
473,-0.865,-0.515
474,-0.865,-0.510
475,-0.870,-0.515
476,-0.855,-0.490
477,-0.835,-0.470
478,-0.830,-0.475
479,-0.820,-0.470
480,-0.810,-0.465
481,-0.820,-0.475
482,-0.815,-0.495
483,-0.815,-0.465
484,-0.805,-0.445
485,-0.775,-0.430
486,-0.760,-0.420
487,-0.735,-0.405
488,-0.725,-0.390
489,-0.725,-0.400
490,-0.715,-0.390
491,-0.695,-0.390
492,-0.680,-0.365
493,-0.635,-0.340
494,-0.610,-0.320
495,-0.570,-0.285
496,-0.555,-0.285
497,-0.525,-0.295
498,-0.510,-0.290
499,-0.505,-0.280
500,-0.500,-0.275
501,-0.450,-0.230
502,-0.430,-0.205
503,-0.385,-0.185
504,-0.370,-0.170
505,-0.345,-0.175
506,-0.325,-0.170
507,-0.320,-0.180
508,-0.315,-0.175
509,-0.310,-0.160
510,-0.295,-0.150
511,-0.305,-0.155
512,-0.315,-0.170
513,-0.340,-0.190
514,-0.380,-0.225
515,-0.420,-0.270
516,-0.465,-0.285
517,-0.495,-0.310
518,-0.530,-0.325
519,-0.560,-0.330
520,-0.595,-0.345
521,-0.620,-0.375
522,-0.645,-0.420
523,-0.670,-0.440
524,-0.705,-0.485
525,-0.710,-0.490
526,-0.750,-0.465
527,-0.765,-0.465
528,-0.765,-0.455
529,-0.760,-0.480
530,-0.755,-0.490
531,-0.775,-0.505
532,-0.780,-0.525
533,-0.805,-0.530
534,-0.790,-0.525
535,-0.785,-0.495
536,-0.780,-0.490
537,-0.775,-0.495
538,-0.770,-0.495
539,-0.780,-0.485
540,-0.795,-0.520
541,-0.810,-0.515
542,-0.805,-0.505
543,-0.790,-0.495
544,-0.775,-0.485
545,-0.760,-0.475
546,-0.760,-0.490
547,-0.780,-0.485
548,-0.780,-0.530
549,-0.775,-0.520
550,-0.780,-0.520
551,-0.790,-0.505
552,-0.780,-0.485
553,-0.765,-0.470
554,-0.770,-0.480
555,-0.765,-0.480
556,-0.765,-0.495
557,-0.780,-0.510
558,-0.780,-0.500
559,-0.795,-0.485
560,-0.780,-0.480
561,-0.770,-0.460
562,-0.750,-0.460
563,-0.750,-0.460
564,-0.765,-0.475
565,-0.780,-0.490
566,-0.800,-0.490
567,-0.800,-0.495
568,-0.790,-0.480
569,-0.775,-0.475
570,-0.755,-0.465
571,-0.745,-0.465
572,-0.765,-0.475
573,-0.790,-0.485
574,-0.795,-0.490
575,-0.800,-0.490
576,-0.795,-0.475
577,-0.790,-0.475
578,-0.780,-0.470
579,-0.775,-0.470
580,-0.785,-0.485
581,-0.800,-0.495
582,-0.810,-0.505
583,-0.815,-0.510
584,-0.825,-0.505
585,-0.815,-0.495
586,-0.800,-0.490
587,-0.805,-0.490
588,-0.805,-0.495
589,-0.835,-0.505
590,-0.835,-0.510
591,-0.830,-0.525
592,-0.845,-0.510
593,-0.845,-0.495
594,-0.825,-0.495
595,-0.825,-0.490
596,-0.815,-0.490
597,-0.820,-0.505
598,-0.855,-0.515
599,-0.845,-0.520
600,-0.845,-0.525
601,-0.850,-0.505
602,-0.835,-0.510
603,-0.815,-0.500
604,-0.815,-0.495
605,-0.815,-0.505
606,-0.840,-0.520
607,-0.855,-0.540
608,-0.860,-0.530
609,-0.860,-0.520
610,-0.835,-0.500
611,-0.830,-0.490
612,-0.820,-0.500
613,-0.825,-0.490
614,-0.825,-0.510
615,-0.845,-0.520
616,-0.870,-0.520
617,-0.855,-0.510
618,-0.855,-0.515
619,-0.845,-0.500
620,-0.825,-0.490
621,-0.825,-0.495
622,-0.835,-0.510
623,-0.860,-0.520
624,-0.855,-0.520
625,-0.860,-0.515
626,-0.850,-0.510
627,-0.840,-0.500
628,-0.830,-0.480
629,-0.825,-0.490
630,-0.830,-0.495
631,-0.840,-0.510
632,-0.860,-0.530
633,-0.860,-0.530
634,-0.850,-0.510
635,-0.845,-0.495
636,-0.835,-0.490
637,-0.820,-0.490
638,-0.830,-0.500
639,-0.825,-0.505
640,-0.850,-0.515
641,-0.860,-0.530
642,-0.860,-0.530
643,-0.855,-0.510
644,-0.840,-0.495
645,-0.825,-0.485
646,-0.840,-0.480
647,-0.840,-0.505
648,-0.865,-0.525
649,-0.865,-0.515
650,-0.860,-0.510
651,-0.850,-0.505
652,-0.860,-0.490
653,-0.845,-0.480
654,-0.830,-0.470
655,-0.830,-0.495
656,-0.840,-0.515
657,-0.845,-0.520
658,-0.855,-0.515
659,-0.860,-0.495
660,-0.845,-0.490
661,-0.835,-0.480
662,-0.825,-0.460
663,-0.820,-0.475
664,-0.845,-0.490
665,-0.855,-0.505
666,-0.875,-0.495
667,-0.855,-0.520
668,-0.845,-0.485
669,-0.830,-0.480
670,-0.815,-0.465
671,-0.825,-0.470
672,-0.830,-0.490
673,-0.830,-0.500
674,-0.840,-0.505
675,-0.840,-0.510
676,-0.845,-0.490
677,-0.825,-0.475
678,-0.815,-0.470
679,-0.805,-0.460
680,-0.805,-0.485
681,-0.825,-0.495
682,-0.835,-0.515
683,-0.830,-0.495
684,-0.820,-0.495
685,-0.790,-0.480
686,-0.760,-0.470
687,-0.720,-0.450
688,-0.705,-0.470
689,-0.700,-0.480
690,-0.695,-0.485
691,-0.700,-0.470
692,-0.685,-0.465
693,-0.670,-0.460
694,-0.630,-0.430
695,-0.615,-0.410
696,-0.625,-0.420
697,-0.640,-0.430
698,-0.680,-0.450
699,-0.700,-0.450
700,-0.700,-0.445
701,-0.705,-0.415
702,-0.685,-0.410
703,-0.685,-0.385
704,-0.700,-0.395
705,-0.725,-0.425
706,-0.775,-0.450
707,-0.820,-0.465
708,-0.860,-0.475
709,-0.875,-0.495
710,-0.865,-0.480
711,-0.860,-0.460
712,-0.860,-0.465
713,-0.865,-0.470
714,-0.885,-0.485
715,-0.895,-0.490
716,-0.910,-0.500
717,-0.920,-0.485
718,-0.900,-0.475
719,-0.895,-0.465
720,-0.900,-0.460
721,-0.885,-0.475
722,-0.880,-0.470
723,-0.885,-0.490
724,-0.890,-0.480
725,-0.895,-0.485
726,-0.895,-0.470
727,-0.875,-0.470
728,-0.850,-0.455
729,-0.835,-0.445
730,-0.850,-0.455
731,-0.855,-0.465
732,-0.855,-0.470
733,-0.835,-0.465
734,-0.840,-0.445
735,-0.810,-0.420
736,-0.780,-0.390
737,-0.740,-0.350
738,-0.620,-0.285
739,-0.410,-0.140
740,-0.085,0.090
741,0.290,0.300
742,0.695,0.455
743,1.125,0.520
744,1.425,0.545
745,1.430,0.510
746,1.005,0.350
747,0.235,0.050
748,-0.650,-0.390
749,-1.325,-0.880
750,-1.485,-1.025
751,-1.485,-1.200
752,-1.220,-0.965
753,-1.010,-0.725
754,-0.955,-0.580
755,-0.960,-0.550
756,-0.965,-0.550
757,-0.925,-0.565
758,-0.895,-0.525
759,-0.870,-0.480
760,-0.865,-0.455
761,-0.865,-0.430
762,-0.855,-0.425
763,-0.860,-0.450
764,-0.870,-0.460
765,-0.875,-0.455
766,-0.885,-0.435
767,-0.885,-0.440
768,-0.865,-0.430
769,-0.850,-0.420
770,-0.835,-0.395
771,-0.845,-0.400
772,-0.840,-0.415
773,-0.865,-0.435
774,-0.870,-0.430
775,-0.870,-0.430
776,-0.875,-0.415
777,-0.865,-0.405
778,-0.845,-0.410
779,-0.830,-0.415
780,-0.825,-0.405
781,-0.845,-0.415
782,-0.865,-0.420
783,-0.875,-0.425
784,-0.885,-0.410
785,-0.870,-0.385
786,-0.865,-0.375
787,-0.860,-0.370
788,-0.850,-0.385
789,-0.855,-0.410
790,-0.865,-0.405
791,-0.860,-0.400
792,-0.865,-0.400
793,-0.860,-0.375
794,-0.840,-0.365
795,-0.815,-0.345
796,-0.810,-0.350
797,-0.800,-0.360
798,-0.795,-0.375
799,-0.815,-0.380
800,-0.805,-0.375
801,-0.795,-0.360
802,-0.760,-0.320
803,-0.750,-0.320
804,-0.720,-0.305
805,-0.725,-0.300
806,-0.705,-0.310
807,-0.700,-0.310
808,-0.690,-0.285
809,-0.660,-0.270
810,-0.645,-0.245
811,-0.615,-0.230
812,-0.585,-0.215
813,-0.565,-0.210
814,-0.540,-0.205
815,-0.515,-0.200
816,-0.510,-0.190
817,-0.490,-0.185
818,-0.475,-0.170
819,-0.445,-0.140
820,-0.415,-0.125
821,-0.395,-0.135
822,-0.375,-0.110
823,-0.370,-0.120
824,-0.365,-0.125
825,-0.365,-0.130
826,-0.365,-0.125
827,-0.355,-0.105
828,-0.340,-0.085
829,-0.340,-0.100
830,-0.355,-0.130
831,-0.400,-0.150
832,-0.435,-0.185
833,-0.485,-0.210
834,-0.530,-0.225
835,-0.545,-0.245
836,-0.585,-0.255
837,-0.595,-0.275
838,-0.615,-0.310
839,-0.655,-0.330
840,-0.680,-0.360
841,-0.725,-0.390
842,-0.740,-0.380
843,-0.755,-0.385
844,-0.765,-0.380
845,-0.765,-0.380
846,-0.775,-0.380
847,-0.785,-0.410
848,-0.810,-0.420
849,-0.825,-0.455
850,-0.830,-0.465
851,-0.830,-0.450
852,-0.825,-0.430
853,-0.805,-0.425
854,-0.820,-0.430
855,-0.820,-0.435
856,-0.820,-0.450
857,-0.830,-0.455
858,-0.845,-0.475
859,-0.855,-0.470
860,-0.855,-0.450
861,-0.830,-0.440
862,-0.810,-0.445
863,-0.800,-0.445
864,-0.810,-0.435
865,-0.840,-0.450
866,-0.860,-0.465
867,-0.860,-0.480
868,-0.860,-0.460
869,-0.835,-0.445
870,-0.820,-0.405
871,-0.820,-0.400
872,-0.830,-0.410
873,-0.835,-0.440
874,-0.860,-0.455
875,-0.855,-0.460
876,-0.845,-0.465
877,-0.835,-0.425
878,-0.795,-0.410
879,-0.805,-0.400
880,-0.800,-0.415
881,-0.810,-0.405
882,-0.830,-0.430
883,-0.840,-0.435
884,-0.840,-0.420
885,-0.820,-0.400
886,-0.810,-0.390
887,-0.815,-0.380
888,-0.825,-0.405
889,-0.840,-0.430
890,-0.835,-0.425
891,-0.850,-0.445
892,-0.850,-0.425
893,-0.840,-0.410
894,-0.825,-0.400
895,-0.825,-0.400
896,-0.825,-0.395
897,-0.840,-0.390
898,-0.850,-0.395
899,-0.880,-0.405
900,-0.885,-0.420
901,-0.880,-0.440
902,-0.880,-0.425
903,-0.865,-0.410
904,-0.855,-0.395
905,-0.845,-0.385
906,-0.855,-0.425
907,-0.860,-0.440
908,-0.880,-0.435
909,-0.890,-0.445
910,-0.900,-0.415
911,-0.890,-0.405
912,-0.880,-0.415
913,-0.875,-0.430
914,-0.880,-0.435
915,-0.900,-0.445
916,-0.905,-0.455
917,-0.925,-0.455
918,-0.905,-0.435
919,-0.885,-0.425
920,-0.880,-0.405
921,-0.885,-0.410
922,-0.900,-0.425
923,-0.915,-0.440
924,-0.915,-0.445
925,-0.915,-0.435
926,-0.895,-0.435
927,-0.895,-0.425
928,-0.880,-0.425
929,-0.880,-0.435
930,-0.870,-0.450
931,-0.890,-0.450
932,-0.905,-0.450
933,-0.920,-0.450
934,-0.925,-0.450
935,-0.915,-0.425
936,-0.890,-0.430
937,-0.880,-0.415
938,-0.880,-0.430
939,-0.885,-0.440
940,-0.890,-0.450
941,-0.905,-0.460
942,-0.920,-0.455
943,-0.930,-0.450
944,-0.900,-0.425
945,-0.875,-0.405
946,-0.880,-0.450
947,-0.870,-0.455
948,-0.880,-0.470
949,-0.905,-0.475
950,-0.910,-0.485
951,-0.895,-0.465
952,-0.880,-0.450
953,-0.860,-0.425
954,-0.845,-0.425
955,-0.830,-0.450
956,-0.815,-0.445
957,-0.820,-0.465
958,-0.810,-0.470
959,-0.795,-0.465
960,-0.785,-0.440
961,-0.745,-0.410
962,-0.705,-0.395
963,-0.665,-0.395
964,-0.660,-0.410
965,-0.705,-0.440
966,-0.745,-0.445
967,-0.760,-0.425
968,-0.770,-0.405
969,-0.760,-0.375
970,-0.730,-0.345
971,-0.755,-0.360
972,-0.800,-0.395
973,-0.850,-0.435
974,-0.885,-0.460
975,-0.900,-0.470
976,-0.930,-0.465
977,-0.925,-0.450
978,-0.930,-0.425
979,-0.940,-0.445
980,-0.950,-0.455
981,-0.955,-0.485
982,-0.955,-0.505
983,-0.985,-0.500
984,-0.990,-0.495
985,-0.965,-0.480
986,-0.950,-0.465
987,-0.950,-0.460
988,-0.950,-0.475
989,-0.955,-0.485
990,-0.960,-0.505
991,-0.960,-0.505
992,-0.960,-0.480
993,-0.955,-0.480
994,-0.940,-0.465
995,-0.930,-0.455
996,-0.925,-0.470
997,-0.925,-0.480
998,-0.930,-0.485
999,-0.935,-0.505
1000,-0.930,-0.500
1001,-0.930,-0.490
1002,-0.890,-0.470
1003,-0.880,-0.430
1004,-0.845,-0.390
1005,-0.760,-0.315
1006,-0.530,-0.180
1007,-0.180,0.030
1008,0.280,0.300
1009,0.770,0.480
1010,1.230,0.565
1011,1.500,0.555
1012,1.360,0.430
1013,0.765,0.150
1014,-0.105,-0.250
1015,-1.025,-0.760
1016,-1.690,-1.200
1017,-1.855,-1.435
1018,-1.725,-1.390
1019,-1.470,-1.155
1020,-1.275,-0.925
1021,-1.170,-0.770
1022,-1.105,-0.675
1023,-1.045,-0.630
1024,-0.995,-0.615
1025,-0.975,-0.610
1026,-0.945,-0.565
1027,-0.945,-0.525
1028,-0.955,-0.515
1029,-0.950,-0.510
1030,-0.925,-0.500
1031,-0.940,-0.510
1032,-0.935,-0.515
1033,-0.955,-0.525
1034,-0.950,-0.515
1035,-0.935,-0.500
1036,-0.925,-0.475
1037,-0.920,-0.470
1038,-0.920,-0.485
1039,-0.935,-0.490
1040,-0.935,-0.500
1041,-0.945,-0.495
1042,-0.940,-0.505
1043,-0.945,-0.485
1044,-0.930,-0.480
1045,-0.920,-0.475
1046,-0.910,-0.465
1047,-0.920,-0.480
1048,-0.905,-0.485
1049,-0.930,-0.510
1050,-0.925,-0.505
1051,-0.945,-0.500
1052,-0.940,-0.490
1053,-0.925,-0.480
1054,-0.910,-0.475
1055,-0.900,-0.470
1056,-0.910,-0.480
1057,-0.925,-0.505
1058,-0.930,-0.490
1059,-0.935,-0.490
1060,-0.920,-0.470
1061,-0.890,-0.445
1062,-0.885,-0.450
1063,-0.865,-0.435
1064,-0.875,-0.435
1065,-0.875,-0.445
1066,-0.880,-0.450
1067,-0.865,-0.445
1068,-0.835,-0.440
1069,-0.820,-0.405
1070,-0.790,-0.390
1071,-0.760,-0.385
1072,-0.760,-0.380
1073,-0.770,-0.375
1074,-0.740,-0.375
1075,-0.730,-0.375
1076,-0.700,-0.345
1077,-0.660,-0.320
1078,-0.630,-0.305
1079,-0.600,-0.290
1080,-0.585,-0.295
1081,-0.570,-0.290
1082,-0.555,-0.300
1083,-0.545,-0.295
1084,-0.535,-0.275
1085,-0.495,-0.250
1086,-0.465,-0.230
1087,-0.435,-0.205
1088,-0.435,-0.230
1089,-0.445,-0.230
1090,-0.445,-0.250
1091,-0.470,-0.270
1092,-0.470,-0.275
1093,-0.485,-0.285
1094,-0.500,-0.280
1095,-0.520,-0.285
1096,-0.545,-0.315
1097,-0.585,-0.355
1098,-0.645,-0.395
1099,-0.685,-0.430
1100,-0.705,-0.445
1101,-0.745,-0.455
1102,-0.760,-0.465
1103,-0.765,-0.480
1104,-0.800,-0.500
1105,-0.830,-0.535
1106,-0.835,-0.535
1107,-0.860,-0.560
1108,-0.870,-0.590
1109,-0.880,-0.580
1110,-0.890,-0.575
1111,-0.885,-0.555
1112,-0.890,-0.560
1113,-0.880,-0.560
1114,-0.905,-0.590
1115,-0.915,-0.590
1116,-0.925,-0.600
1117,-0.930,-0.615
1118,-0.925,-0.615
1119,-0.905,-0.595
1120,-0.895,-0.590
1121,-0.890,-0.590
1122,-0.905,-0.610
1123,-0.910,-0.620
1124,-0.930,-0.625
1125,-0.940,-0.625
1126,-0.920,-0.625
1127,-0.900,-0.605
1128,-0.890,-0.595
1129,-0.875,-0.580
1130,-0.885,-0.605
1131,-0.890,-0.605
1132,-0.890,-0.620
1133,-0.900,-0.620
1134,-0.895,-0.600
1135,-0.890,-0.590
1136,-0.875,-0.585
1137,-0.870,-0.580
1138,-0.860,-0.585
1139,-0.870,-0.590
1140,-0.880,-0.595
1141,-0.885,-0.610
1142,-0.885,-0.615
1143,-0.875,-0.600
1144,-0.870,-0.595
1145,-0.855,-0.590
1146,-0.855,-0.585
1147,-0.855,-0.585
1148,-0.870,-0.590
1149,-0.880,-0.605
1150,-0.880,-0.600
1151,-0.890,-0.605
1152,-0.880,-0.580
1153,-0.880,-0.590
