'sample interval','V4'
249,-2.510
250,-2.515
251,-2.510
252,-2.505
253,-2.500
254,-2.495
255,-2.500
256,-2.495
257,-2.505
258,-2.495
259,-2.490
260,-2.485
261,-2.480
262,-2.475
263,-2.480
264,-2.480
265,-2.470
266,-2.455
267,-2.450
268,-2.450
269,-2.445
270,-2.445
271,-2.435
272,-2.425
273,-2.420
274,-2.400
275,-2.395
276,-2.385
277,-2.385
278,-2.365
279,-2.355
280,-2.335
281,-2.325
282,-2.310
283,-2.285
284,-2.265
285,-2.260
286,-2.235
287,-2.215
288,-2.200
289,-2.175
290,-2.165
291,-2.145
292,-2.120
293,-2.095
294,-2.080
295,-2.080
296,-2.095
297,-2.130
298,-2.165
299,-2.210
300,-2.255
301,-2.300
302,-2.335
303,-2.375
304,-2.400
305,-2.420
306,-2.445
307,-2.450
308,-2.460
309,-2.465
310,-2.470
311,-2.475
312,-2.475
313,-2.475
314,-2.465
315,-2.470
316,-2.455
317,-2.470
318,-2.470
319,-2.465
320,-2.465
321,-2.470
322,-2.455
323,-2.450
324,-2.450
325,-2.450
326,-2.450
327,-2.450
328,-2.455
329,-2.455
330,-2.455
331,-2.470
332,-2.450
333,-2.455
334,-2.450
335,-2.450
336,-2.460
337,-2.455
338,-2.465
339,-2.455
340,-2.455
341,-2.465
342,-2.460
343,-2.465
344,-2.465
345,-2.470
346,-2.465
347,-2.470
348,-2.455
349,-2.450
350,-2.445
351,-2.435
352,-2.420
353,-2.405
354,-2.385
355,-2.385
356,-2.370
357,-2.370
358,-2.370
359,-2.355
360,-2.335
361,-2.325
362,-2.310
363,-2.310
364,-2.310
365,-2.315
366,-2.330
367,-2.350
368,-2.385
369,-2.400
370,-2.435
371,-2.460
372,-2.485
373,-2.510
374,-2.515
375,-2.520
376,-2.520
377,-2.520
378,-2.530
379,-2.525
380,-2.525
381,-2.520
382,-2.525
383,-2.525
384,-2.520
385,-2.520
386,-2.520
387,-2.520
388,-2.520
389,-2.520
390,-2.520
391,-2.510
392,-2.480
393,-2.395
394,-2.205
395,-1.880
396,-1.450
397,-1.060
398,-0.875
399,-1.015
400,-1.420
401,-1.940
402,-2.400
403,-2.645
404,-2.670
405,-2.595
406,-2.525
407,-2.480
408,-2.475
409,-2.495
410,-2.505
411,-2.510
412,-2.515
413,-2.520
414,-2.525
415,-2.535
416,-2.520
417,-2.520
418,-2.515
419,-2.505
420,-2.520
421,-2.495
422,-2.495
423,-2.500
424,-2.495
425,-2.495
426,-2.495
427,-2.495
428,-2.480
429,-2.485
430,-2.480
431,-2.475
432,-2.465
433,-2.465
434,-2.470
435,-2.455
436,-2.455
437,-2.450
438,-2.450
439,-2.445
440,-2.445
441,-2.425
442,-2.420
443,-2.405
444,-2.400
445,-2.385
446,-2.385
447,-2.370
448,-2.365
449,-2.350
450,-2.335
451,-2.315
452,-2.295
453,-2.280
454,-2.260
455,-2.245
456,-2.230
457,-2.205
458,-2.185
459,-2.165
460,-2.140
461,-2.120
462,-2.090
463,-2.085
464,-2.075
465,-2.095
466,-2.110
467,-2.135
468,-2.195
469,-2.235
470,-2.280
471,-2.325
472,-2.355
473,-2.395
474,-2.415
475,-2.435
476,-2.445
477,-2.455
478,-2.455
479,-2.460
480,-2.460
481,-2.465
482,-2.465
483,-2.470
484,-2.475
485,-2.465
486,-2.460
487,-2.455
488,-2.460
489,-2.455
490,-2.455
491,-2.460
492,-2.455
493,-2.450
494,-2.450
495,-2.450
496,-2.450
497,-2.445
498,-2.450
499,-2.445
500,-2.445
501,-2.450
502,-2.450
503,-2.450
504,-2.465
505,-2.455
506,-2.450
507,-2.450
508,-2.455
509,-2.465
510,-2.450
511,-2.450
512,-2.450
513,-2.450
514,-2.460
515,-2.465
516,-2.460
517,-2.455
518,-2.445
519,-2.435
520,-2.420
521,-2.415
522,-2.400
523,-2.385
524,-2.370
525,-2.365
526,-2.365
527,-2.355
528,-2.340
529,-2.330
530,-2.310
531,-2.300
532,-2.300
533,-2.300
534,-2.310
535,-2.315
536,-2.335
537,-2.365
538,-2.390
539,-2.420
540,-2.450
541,-2.480
542,-2.495
543,-2.500
544,-2.500
545,-2.505
546,-2.515
547,-2.510
548,-2.520
549,-2.510
550,-2.510
551,-2.525
552,-2.520
553,-2.525
554,-2.520
555,-2.515
556,-2.505
557,-2.500
558,-2.500
559,-2.505
560,-2.495
561,-2.435
562,-2.275
563,-1.975
564,-1.555
565,-1.130
566,-0.895
567,-1.000
568,-1.365
569,-1.850
570,-2.300
571,-2.575
572,-2.635
573,-2.590
574,-2.525
575,-2.485
576,-2.460
577,-2.475
578,-2.495
579,-2.505
580,-2.505
581,-2.515
582,-2.515
583,-2.510
584,-2.505
585,-2.500
586,-2.495
587,-2.505
588,-2.495
589,-2.495
590,-2.495
591,-2.495
592,-2.495
593,-2.505
594,-2.495
595,-2.490
596,-2.480
597,-2.485
598,-2.485
599,-2.475
600,-2.470
601,-2.470
602,-2.460
603,-2.460
604,-2.455
605,-2.450
606,-2.450
607,-2.445
608,-2.430
609,-2.420
610,-2.405
611,-2.400
612,-2.385
613,-2.385
614,-2.370
615,-2.365
616,-2.355
617,-2.345
618,-2.320
619,-2.305
620,-2.290
621,-2.265
622,-2.250
623,-2.245
624,-2.215
625,-2.205
626,-2.180
627,-2.160
628,-2.140
629,-2.115
630,-2.090
631,-2.075
632,-2.060
633,-2.090
634,-2.115
635,-2.135
636,-2.195
637,-2.240
638,-2.300
639,-2.330
640,-2.355
641,-2.410
642,-2.425
643,-2.435
644,-2.450
645,-2.460
646,-2.465
647,-2.470
648,-2.465
649,-2.470
650,-2.480
651,-2.480
652,-2.485
653,-2.480
654,-2.475
655,-2.475
656,-2.475
657,-2.475
658,-2.470
659,-2.470
660,-2.465
661,-2.465
662,-2.470
663,-2.465
664,-2.465
665,-2.470
666,-2.470
667,-2.455
668,-2.460
669,-2.460
670,-2.465
671,-2.475
672,-2.475
673,-2.475
674,-2.475
675,-2.470
676,-2.475
677,-2.480
678,-2.480
679,-2.485
680,-2.480
681,-2.485
682,-2.500
683,-2.490
684,-2.480
685,-2.480
686,-2.465
687,-2.460
688,-2.440
689,-2.435
690,-2.420
691,-2.415
692,-2.400
693,-2.390
694,-2.385
695,-2.385
696,-2.365
697,-2.340
698,-2.330
699,-2.315
700,-2.315
701,-2.330
702,-2.335
703,-2.355
704,-2.385
705,-2.420
706,-2.450
707,-2.480
708,-2.505
709,-2.515
710,-2.525
711,-2.535
712,-2.540
713,-2.540
714,-2.540
715,-2.545
716,-2.555
717,-2.555
718,-2.555
719,-2.545
720,-2.555
721,-2.555
722,-2.555
723,-2.555
724,-2.555
725,-2.545
726,-2.540
727,-2.545
728,-2.535
729,-2.480
730,-2.330
731,-2.055
732,-1.660
733,-1.265
734,-0.995
735,-1.055
736,-1.410
737,-1.925
738,-2.445
739,-2.740
740,-2.775
741,-2.695
742,-2.600
743,-2.540
744,-2.520
745,-2.530
746,-2.535
747,-2.545
748,-2.555
749,-2.555
750,-2.555
751,-2.555
752,-2.550
753,-2.535
754,-2.535
755,-2.530
756,-2.525
757,-2.535
758,-2.535
759,-2.535
760,-2.525
761,-2.520
762,-2.510
763,-2.510
764,-2.510
765,-2.505
766,-2.520
767,-2.500
768,-2.495
769,-2.485
770,-2.490
771,-2.500
772,-2.480
773,-2.480
774,-2.475
775,-2.470
776,-2.450
777,-2.435
778,-2.420
779,-2.415
780,-2.400
781,-2.400
782,-2.385
783,-2.380
784,-2.365
785,-2.350
786,-2.335
787,-2.320
788,-2.295
789,-2.275
790,-2.265
791,-2.245
792,-2.220
793,-2.205
794,-2.180
795,-2.150
796,-2.125
797,-2.095
798,-2.080
799,-2.080
800,-2.090
801,-2.115
802,-2.155
803,-2.215
804,-2.265
805,-2.320
806,-2.365
807,-2.400
808,-2.435
809,-2.455
810,-2.485
811,-2.495
812,-2.505
813,-2.520
814,-2.500
815,-2.505
816,-2.495
817,-2.500
818,-2.510
819,-2.510
820,-2.510
821,-2.505
822,-2.505
823,-2.505
824,-2.505
825,-2.505
826,-2.505
827,-2.505
828,-2.505
829,-2.495
830,-2.495
831,-2.500
832,-2.495
833,-2.495
834,-2.495
835,-2.500
836,-2.495
837,-2.500
838,-2.495
839,-2.500
840,-2.505
841,-2.505
842,-2.510
843,-2.515
844,-2.520
845,-2.520
846,-2.520
847,-2.515
848,-2.505
849,-2.495
850,-2.485
851,-2.485
852,-2.480
853,-2.470
854,-2.455
855,-2.455
856,-2.435
857,-2.420
858,-2.425
859,-2.425
860,-2.425
861,-2.400
862,-2.370
863,-2.365
864,-2.350
865,-2.360
866,-2.365
867,-2.385
868,-2.395
869,-2.420
870,-2.450
871,-2.490
872,-2.520
873,-2.550
874,-2.570
875,-2.570
876,-2.570
877,-2.570
878,-2.570
879,-2.570
880,-2.555
881,-2.560
882,-2.570
883,-2.585
884,-2.585
885,-2.590
886,-2.590
887,-2.570
888,-2.570
889,-2.570
890,-2.560
891,-2.570
892,-2.570
893,-2.535
894,-2.435
895,-2.225
896,-1.910
897,-1.495
898,-1.160
899,-1.020
900,-1.195
901,-1.620
902,-2.165
903,-2.660
904,-2.895
905,-2.895
906,-2.790
907,-2.675
908,-2.585
909,-2.560
910,-2.545
911,-2.555
912,-2.570
913,-2.570
914,-2.570
915,-2.570
916,-2.555
917,-2.555
918,-2.555
919,-2.555
920,-2.555
921,-2.550
922,-2.550
923,-2.545
924,-2.555
925,-2.550
926,-2.540
927,-2.530
928,-2.525
929,-2.525
930,-2.520
931,-2.520
932,-2.505
933,-2.515
934,-2.505
935,-2.505
936,-2.495
937,-2.485
938,-2.480
939,-2.475
940,-2.470
941,-2.470
942,-2.455
943,-2.450
944,-2.450
945,-2.420
946,-2.405
947,-2.395
948,-2.385
949,-2.365
950,-2.365
951,-2.345
952,-2.335
953,-2.300
954,-2.280
955,-2.255
956,-2.245
957,-2.220
958,-2.200
959,-2.180
960,-2.165
961,-2.140
962,-2.120
963,-2.095
964,-2.095
965,-2.110
966,-2.130
967,-2.180
968,-2.215
969,-2.265
970,-2.310
971,-2.355
972,-2.400
973,-2.435
974,-2.455
975,-2.480
976,-2.495
977,-2.510
978,-2.510
979,-2.510
980,-2.505
981,-2.510
982,-2.510
983,-2.515
984,-2.520
985,-2.520
986,-2.525
987,-2.510
988,-2.510
989,-2.505
990,-2.495
991,-2.510
992,-2.505
993,-2.500
994,-2.495
995,-2.500
996,-2.500
997,-2.505
998,-2.505
999,-2.500
1000,-2.495
1001,-2.495
1002,-2.495
1003,-2.495
1004,-2.495
1005,-2.495
1006,-2.495
1007,-2.505
1008,-2.505
1009,-2.495
1010,-2.500
1011,-2.500
1012,-2.500
1013,-2.500
1014,-2.500
1015,-2.505
1016,-2.490
1017,-2.480
1018,-2.450
1019,-2.445
1020,-2.435
1021,-2.420
1022,-2.415
1023,-2.415
1024,-2.415
1025,-2.405
1026,-2.385
1027,-2.370
1028,-2.340
1029,-2.350
1030,-2.350
1031,-2.355
1032,-2.355
1033,-2.355
1034,-2.385
1035,-2.415
1036,-2.435
1037,-2.475
1038,-2.510
1039,-2.525
1040,-2.540
1041,-2.545
1042,-2.550
1043,-2.555
1044,-2.555
1045,-2.550
1046,-2.555
1047,-2.555
1048,-2.555
1049,-2.555
1050,-2.550
1051,-2.540
1052,-2.540
1053,-2.545
1054,-2.535
1055,-2.530
1056,-2.535
1057,-2.535
1058,-2.505
1059,-2.435
1060,-2.260
1061,-1.925
1062,-1.505
1063,-1.090
1064,-0.915
1065,-1.095
1066,-1.510
1067,-2.080
1068,-2.570
1069,-2.805
1070,-2.810
1071,-2.705
1072,-2.585
1073,-2.520
1074,-2.500
1075,-2.520
1076,-2.520
1077,-2.530
1078,-2.525
1079,-2.525
1080,-2.535
1081,-2.525
1082,-2.520
1083,-2.520
1084,-2.510
1085,-2.515
1086,-2.495
1087,-2.495
1088,-2.490
1089,-2.495
1090,-2.495
1091,-2.500
1092,-2.495
1093,-2.485
1094,-2.485
1095,-2.480
1096,-2.475
1097,-2.465
1098,-2.470
1099,-2.470
1100,-2.465
1101,-2.465
1102,-2.455
1103,-2.445
1104,-2.435
1105,-2.425
1106,-2.420
1107,-2.405
1108,-2.400
1109,-2.390
1110,-2.385
1111,-2.370
1112,-2.360
1113,-2.345
1114,-2.335
1115,-2.330
1116,-2.310
1117,-2.280
1118,-2.265
1119,-2.250
1120,-2.230
1121,-2.215
1122,-2.180
1123,-2.165
1124,-2.140
1125,-2.115
1126,-2.095
1127,-2.080
1128,-2.075
1129,-2.080
1130,-2.095
1131,-2.130
1132,-2.170
1133,-2.215
1134,-2.260
1135,-2.305
1136,-2.340
1137,-2.375
1138,-2.400
1139,-2.420
1140,-2.435
1141,-2.450
1142,-2.450
1143,-2.455
1144,-2.455
1145,-2.450
1146,-2.450
1147,-2.455
1148,-2.465
1149,-2.465
1150,-2.470
1151,-2.460
1152,-2.450
1153,-2.450
1154,-2.450
1155,-2.445
1156,-2.445
1157,-2.435
1158,-2.445
1159,-2.445
1160,-2.450
1161,-2.450
1162,-2.445
1163,-2.445
1164,-2.450
1165,-2.440
1166,-2.445
1167,-2.445
1168,-2.445
1169,-2.450
1170,-2.445
1171,-2.445
1172,-2.445
1173,-2.445
1174,-2.445
1175,-2.445
1176,-2.445
1177,-2.450
1178,-2.450
1179,-2.450
1180,-2.450
1181,-2.445
1182,-2.435
1183,-2.425
1184,-2.400
1185,-2.385
1186,-2.375
1187,-2.370
1188,-2.365
1189,-2.360
1190,-2.350
1191,-2.340
1192,-2.325
1193,-2.300
1194,-2.290
1195,-2.280
1196,-2.290
1197,-2.300
1198,-2.300
1199,-2.315
1200,-2.340
1201,-2.365
1202,-2.400
1203,-2.440
1204,-2.455
1205,-2.475
1206,-2.495
1207,-2.485
1208,-2.485
1209,-2.485
1210,-2.495
1211,-2.510
1212,-2.495
1213,-2.500
1214,-2.500
1215,-2.505
1216,-2.505
1217,-2.500
1218,-2.490
1219,-2.490
1220,-2.485
1221,-2.485
1222,-2.490
1223,-2.470
1224,-2.385
1225,-2.205
1226,-1.875
1227,-1.430
1228,-1.010
1229,-0.810
1230,-0.935
1231,-1.335
1232,-1.880
1233,-2.385
1234,-2.655
1235,-2.680
1236,-2.585
1237,-2.505
1238,-2.445
1239,-2.450
1240,-2.460
1241,-2.475
1242,-2.485
1243,-2.485
1244,-2.480
1245,-2.485
1246,-2.480
1247,-2.480
1248,-2.495
1249,-2.480
1250,-2.475
1251,-2.475
1252,-2.465
1253,-2.475
1254,-2.460
1255,-2.455
1256,-2.450
1257,-2.455
1258,-2.455
1259,-2.450
1260,-2.450
1261,-2.445
1262,-2.445
1263,-2.445
1264,-2.435
1265,-2.435
1266,-2.420
1267,-2.415
1268,-2.400
1269,-2.400
1270,-2.400
1271,-2.395
1272,-2.385
1273,-2.385
1274,-2.370
1275,-2.365
1276,-2.350
1277,-2.335
1278,-2.325
1279,-2.305
1280,-2.290
1281,-2.280
1282,-2.260
1283,-2.240
1284,-2.220
1285,-2.205
1286,-2.190
1287,-2.165
1288,-2.140
1289,-2.115
1290,-2.090
1291,-2.060
1292,-2.045
1293,-2.045
1294,-2.055
1295,-2.080
1296,-2.125
1297,-2.165
1298,-2.210
1299,-2.250
1300,-2.285
1301,-2.335
1302,-2.365
1303,-2.390
1304,-2.400
1305,-2.420
1306,-2.425
1307,-2.435
1308,-2.430
1309,-2.435
1310,-2.440
1311,-2.435
1312,-2.440
1313,-2.435
1314,-2.435
1315,-2.435
1316,-2.435
1317,-2.430
1318,-2.435
1319,-2.435
1320,-2.420
1321,-2.425
1322,-2.425
1323,-2.430
1324,-2.425
1325,-2.420
1326,-2.420
1327,-2.425
1328,-2.425
1329,-2.425
1330,-2.420
1331,-2.420
1332,-2.420
1333,-2.415
1334,-2.420
1335,-2.420
1336,-2.420
1337,-2.445
1338,-2.425
1339,-2.430
1340,-2.430
1341,-2.425
1342,-2.435
1343,-2.430
1344,-2.430
1345,-2.420
1346,-2.420
1347,-2.405
1348,-2.385
1349,-2.375
1350,-2.365
1351,-2.350
1352,-2.340
1353,-2.340
1354,-2.340
1355,-2.315
1356,-2.300
1357,-2.280
1358,-2.275
1359,-2.275
1360,-2.280
1361,-2.280
1362,-2.290
1363,-2.305
1364,-2.335
1365,-2.365
1366,-2.400
1367,-2.430
1368,-2.450
1369,-2.450
1370,-2.475
1371,-2.480
1372,-2.480
1373,-2.485
1374,-2.485
1375,-2.480
1376,-2.490
1377,-2.490
1378,-2.500
1379,-2.505
1380,-2.495
1381,-2.495
1382,-2.485
1383,-2.485
1384,-2.495
1385,-2.480
1386,-2.465
1387,-2.430
1388,-2.325
1389,-2.080
1390,-1.700
1391,-1.250
1392,-0.900
1393,-0.840
1394,-1.115
1395,-1.595
1396,-2.120
1397,-2.505
1398,-2.640
1399,-2.610
1400,-2.525
1401,-2.465
1402,-2.440
1403,-2.445
1404,-2.455
1405,-2.475
1406,-2.480
1407,-2.485
1408,-2.480
1409,-2.480
1410,-2.480
1411,-2.475
1412,-2.470
1413,-2.470
1414,-2.470
1415,-2.475
1416,-2.475
1417,-2.470
1418,-2.465
1419,-2.455
1420,-2.450
1421,-2.450
1422,-2.445
1423,-2.445
1424,-2.445
1425,-2.445
1426,-2.450
1427,-2.435
1428,-2.425
1429,-2.420
1430,-2.420
1431,-2.430
1432,-2.415
1433,-2.400
1434,-2.390
1435,-2.385
1436,-2.385
1437,-2.370
1438,-2.365
1439,-2.350
1440,-2.335
1441,-2.315
1442,-2.305
1443,-2.290
1444,-2.280
1445,-2.260
1446,-2.250
1447,-2.230
1448,-2.215
1449,-2.200
1450,-2.180
1451,-2.160
1452,-2.135
1453,-2.105
1454,-2.090
1455,-2.080
1456,-2.075
1457,-2.070
1458,-2.090
1459,-2.120
1460,-2.165
1461,-2.220
1462,-2.265
1463,-2.305
1464,-2.340
1465,-2.370
1466,-2.405
1467,-2.420
1468,-2.445
1469,-2.440
1470,-2.450
1471,-2.455
1472,-2.465
1473,-2.470
1474,-2.460
1475,-2.465
1476,-2.455
1477,-2.455
1478,-2.450
1479,-2.450
1480,-2.450
1481,-2.450
1482,-2.445
1483,-2.450
1484,-2.445
1485,-2.450
1486,-2.450
1487,-2.445
1488,-2.435
1489,-2.435
1490,-2.435
1491,-2.445
1492,-2.445
1493,-2.445
1494,-2.445
1495,-2.445
1496,-2.445
1497,-2.445
1498,-2.445
1499,-2.450
1500,-2.445
1501,-2.450
1502,-2.450
1503,-2.450
1504,-2.450
1505,-2.460
1506,-2.460
1507,-2.460
1508,-2.450
1509,-2.445
1510,-2.430
1511,-2.420
1512,-2.400
1513,-2.395
1514,-2.385
1515,-2.365
1516,-2.370
1517,-2.365
1518,-2.355
1519,-2.345
1520,-2.315
1521,-2.305
1522,-2.295
1523,-2.300
1524,-2.305
1525,-2.315
1526,-2.335
1527,-2.360
1528,-2.385
1529,-2.415
1530,-2.450
1531,-2.480
1532,-2.505
1533,-2.515
1534,-2.520
1535,-2.520
1536,-2.525
1537,-2.525
1538,-2.520
1539,-2.525
1540,-2.525
1541,-2.535
1542,-2.535
1543,-2.530
1544,-2.525
1545,-2.515
1546,-2.515
1547,-2.510
1548,-2.520
1549,-2.520
1550,-2.505
1551,-2.450
1552,-2.315
1553,-2.045
1554,-1.650
1555,-1.215
1556,-0.940
1557,-0.970
1558,-1.315
1559,-1.825
1560,-2.325
1561,-2.605
1562,-2.675
1563,-2.605
1564,-2.530
1565,-2.480
1566,-2.475
1567,-2.490
1568,-2.510
1569,-2.525
1570,-2.525
1571,-2.530
1572,-2.525
1573,-2.520
1574,-2.520
1575,-2.520
1576,-2.520
1577,-2.515
1578,-2.505
1579,-2.505
1580,-2.495
1581,-2.500
1582,-2.495
1583,-2.505
1584,-2.505
1585,-2.495
1586,-2.490
1587,-2.475
1588,-2.475
1589,-2.465
1590,-2.475
1591,-2.480
1592,-2.470
1593,-2.470
1594,-2.450
1595,-2.450
1596,-2.445
1597,-2.435
1598,-2.435
1599,-2.435
1600,-2.405
1601,-2.400
1602,-2.385
1603,-2.375
1604,-2.345
1605,-2.350
1606,-2.335
1607,-2.330
1608,-2.305
1609,-2.280
1610,-2.260
1611,-2.250
1612,-2.230
1613,-2.215
1614,-2.190
1615,-2.165
1616,-2.130
1617,-2.115
1618,-2.095
1619,-2.090
1620,-2.085
1621,-2.105
1622,-2.135
1623,-2.180
1624,-2.230
1625,-2.275
1626,-2.320
1627,-2.370
1628,-2.415
1629,-2.435
1630,-2.450
1631,-2.465
1632,-2.475
1633,-2.485
1634,-2.500
1635,-2.500
1636,-2.495
1637,-2.490
1638,-2.490
1639,-2.480
1640,-2.490
1641,-2.485
1642,-2.495
1643,-2.490
1644,-2.485
1645,-2.480
1646,-2.485
1647,-2.475
1648,-2.475
1649,-2.475
1650,-2.475
1651,-2.490
1652,-2.480
1653,-2.480
1654,-2.475
1655,-2.475
1656,-2.480
1657,-2.475
1658,-2.480
1659,-2.480
1660,-2.480
1661,-2.485
1662,-2.485
1663,-2.480
1664,-2.480
1665,-2.485
1666,-2.485
1667,-2.490
1668,-2.495
1669,-2.490
1670,-2.500
1671,-2.490
1672,-2.480
1673,-2.475
1674,-2.460
1675,-2.450
1676,-2.435
1677,-2.435
1678,-2.425
1679,-2.415
1680,-2.400
1681,-2.395
1682,-2.385
1683,-2.365
1684,-2.350
1685,-2.340
1686,-2.340
1687,-2.345
1688,-2.340
1689,-2.355
1690,-2.370
1691,-2.400
1692,-2.445
1693,-2.500
1694,-2.520
1695,-2.535
1696,-2.540
1697,-2.550
1698,-2.555
1699,-2.550
1700,-2.555
1701,-2.560
1702,-2.555
1703,-2.575
1704,-2.570
1705,-2.575
1706,-2.570
1707,-2.570
1708,-2.555
1709,-2.555
1710,-2.550
1711,-2.555
1712,-2.570
1713,-2.555
1714,-2.495
1715,-2.350
1716,-2.060
1717,-1.655
1718,-1.235
1719,-1.000
1720,-1.100
1721,-1.500
1722,-2.060
1723,-2.585
1724,-2.845
1725,-2.865
1726,-2.775
1727,-2.655
1728,-2.570
1729,-2.540
1730,-2.545
1731,-2.545
1732,-2.555
1733,-2.555
1734,-2.565
1735,-2.580
1736,-2.560
1737,-2.555
1738,-2.555
1739,-2.545
1740,-2.555
1741,-2.545
1742,-2.540
1743,-2.540
1744,-2.535
1745,-2.535
1746,-2.535
1747,-2.535
1748,-2.535
1749,-2.535
1750,-2.525
1751,-2.515
1752,-2.505
1753,-2.505
1754,-2.500
1755,-2.495
1756,-2.490
1757,-2.485
1758,-2.480
1759,-2.485
1760,-2.465
1761,-2.460
1762,-2.445
1763,-2.435
1764,-2.425
1765,-2.420
1766,-2.400
1767,-2.390
1768,-2.370
1769,-2.355
1770,-2.350
1771,-2.325
1772,-2.310
1773,-2.285
1774,-2.265
1775,-2.245
1776,-2.230
1777,-2.200
1778,-2.180
1779,-2.155
1780,-2.135
1781,-2.110
1782,-2.085
1783,-2.090
1784,-2.110
1785,-2.150
1786,-2.190
1787,-2.235
1788,-2.290
1789,-2.335
1790,-2.385
1791,-2.420
1792,-2.450
1793,-2.470
1794,-2.490
1795,-2.500
1796,-2.510
1797,-2.515
1798,-2.525
1799,-2.530
1800,-2.535
1801,-2.530
1802,-2.525
1803,-2.520
1804,-2.520
1805,-2.525
1806,-2.525
1807,-2.520
1808,-2.510
1809,-2.505
1810,-2.505
1811,-2.505
1812,-2.510
1813,-2.515
1814,-2.510
1815,-2.510
1816,-2.510
1817,-2.510
1818,-2.510
1819,-2.520
1820,-2.520
1821,-2.520
1822,-2.520
1823,-2.515
1824,-2.525
1825,-2.510
1826,-2.510
1827,-2.515
1828,-2.520
1829,-2.535
1830,-2.525
1831,-2.520
1832,-2.520
1833,-2.505
1834,-2.495
1835,-2.485
1836,-2.480
1837,-2.465
1838,-2.450
1839,-2.435
1840,-2.435
1841,-2.425
1842,-2.430
1843,-2.420
1844,-2.400
1845,-2.385
1846,-2.365
1847,-2.355
1848,-2.355
1849,-2.370
1850,-2.385
1851,-2.410
1852,-2.435
1853,-2.470
1854,-2.500
1855,-2.535
1856,-2.555
1857,-2.570
1858,-2.570
1859,-2.570
1860,-2.570
1861,-2.575
1862,-2.585
1863,-2.585
1864,-2.580
1865,-2.580
1866,-2.585
1867,-2.575
1868,-2.580
1869,-2.570
1870,-2.570
