'sample interval','V4'
267,6.915
268,6.905
269,6.915
270,6.870
271,6.920
272,6.915
273,6.915
274,6.920
275,6.920
276,6.930
277,6.920
278,6.930
279,6.940
280,6.945
281,6.970
282,6.945
283,6.955
284,6.940
285,6.990
286,7.105
287,7.245
288,7.420
289,7.635
290,7.830
291,7.870
292,7.855
293,7.835
294,7.720
295,7.330
296,6.810
297,6.590
298,6.690
299,6.770
300,6.800
301,6.835
302,6.855
303,6.915
304,6.945
305,6.945
306,6.940
307,6.955
308,6.970
309,6.965
310,6.965
311,6.970
312,6.970
313,6.965
314,6.965
315,6.965
316,6.970
317,6.990
318,6.965
319,6.965
320,6.970
321,6.990
322,6.970
323,6.990
324,6.980
325,6.970
326,6.970
327,6.970
328,6.970
329,7.025
330,6.995
331,6.995
332,6.990
333,6.990
334,7.005
335,7.005
336,6.995
337,7.005
338,6.995
339,7.005
340,7.015
341,7.015
342,7.015
343,7.025
344,7.015
345,7.055
346,7.050
347,7.050
348,7.050
349,7.050
350,7.050
351,7.055
352,7.080
353,7.075
354,7.080
355,7.080
356,7.100
357,7.090
358,7.115
359,7.105
360,7.105
361,7.115
362,7.125
363,7.125
364,7.125
365,7.135
366,7.115
367,7.125
368,7.115
369,7.115
370,7.100
371,7.090
372,7.115
373,7.090
374,7.055
375,7.050
376,7.030
377,7.015
378,6.995
379,6.980
380,6.965
381,6.945
382,6.930
383,6.915
384,6.895
385,6.880
386,6.870
387,6.870
388,6.830
389,6.860
390,6.860
391,6.860
392,6.880
393,6.885
394,6.895
395,6.895
396,6.905
397,6.905
398,6.915
399,6.920
400,6.920
401,6.945
402,6.930
403,6.945
404,6.920
405,6.945
406,6.945
407,6.945
408,6.955
409,6.945
410,6.955
411,6.955
412,6.965
413,6.945
414,6.955
415,6.945
416,6.965
417,6.940
418,6.945
419,6.945
420,6.945
421,6.955
422,6.955
423,6.940
424,6.965
425,6.955
426,6.955
427,6.945
428,6.940
429,6.945
430,6.955
431,6.915
432,6.940
433,6.920
434,6.930
435,6.920
436,6.905
437,6.905
438,6.915
439,6.920
440,6.905
441,6.915
442,6.945
443,6.915
444,6.895
445,6.915
446,6.905
447,6.860
448,6.885
449,6.885
450,6.880
451,6.885
452,6.880
453,6.885
454,6.870
455,6.880
456,6.880
457,6.880
458,6.870
459,6.870
460,6.870
461,6.860
462,6.870
463,6.855
464,6.880
465,6.880
466,6.880
467,6.885
468,6.880
469,6.870
470,6.860
471,6.870
472,6.860
473,6.860
474,6.860
475,6.870
476,6.870
477,6.870
478,6.860
479,6.855
480,6.855
481,6.860
482,6.860
483,6.855
484,6.860
485,6.860
486,6.855
487,6.860
488,6.860
489,6.870
490,6.830
491,6.855
492,6.860
493,6.870
494,6.860
495,6.860
496,6.855
497,6.855
498,6.860
499,6.855
500,6.855
501,6.855
502,6.860
503,6.870
504,6.855
505,6.855
506,6.830
507,6.855
508,6.855
509,6.860
510,6.860
511,6.860
512,6.880
513,6.870
514,6.870
515,6.870
516,6.860
517,6.870
518,6.870
519,6.880
520,6.870
521,6.880
522,6.860
523,6.870
524,6.855
525,6.860
526,6.870
527,6.860
528,6.855
529,6.860
530,6.870
531,6.860
532,6.870
533,6.860
534,6.860
535,6.855
536,6.855
537,6.860
538,6.855
539,6.870
540,6.870
541,6.870
542,6.860
543,6.870
544,6.855
545,6.855
546,6.870
547,6.855
548,6.880
549,6.830
550,6.860
551,6.855
552,6.855
553,6.860
554,6.855
555,6.860
556,6.855
557,6.870
558,6.860
559,6.860
560,6.855
561,6.860
562,6.860
563,6.870
564,6.870
565,6.845
566,6.880
567,6.880
568,6.860
569,6.880
570,6.870
571,6.880
572,6.870
573,6.880
574,6.880
575,6.880
576,6.870
577,6.880
578,6.880
579,6.870
580,6.870
581,6.860
582,6.880
583,6.870
584,6.880
585,6.880
586,6.870
587,6.880
588,6.880
589,6.870
590,6.880
591,6.880
592,6.835
593,6.880
594,6.885
595,6.885
596,6.880
597,6.880
598,6.880
599,6.880
600,6.880
601,6.895
602,6.895
603,6.930
604,6.895
605,6.905
606,6.885
607,6.895
608,6.855
609,6.885
610,6.895
611,6.905
612,6.895
613,6.915
614,6.915
615,6.915
616,6.905
617,6.895
618,6.915
619,6.915
620,6.905
621,6.905
622,6.915
623,6.920
624,6.885
625,6.905
626,6.905
627,6.915
628,6.920
629,6.930
630,6.940
631,6.930
632,6.945
633,6.955
634,6.955
635,6.955
636,6.955
637,6.945
638,6.945
639,6.945
640,6.930
641,6.945
642,6.945
643,6.945
644,6.940
645,6.945
646,6.940
647,6.940
648,6.930
649,6.920
650,6.920
651,6.885
652,6.920
653,6.930
654,6.920
655,6.930
656,6.930
657,6.940
658,6.930
659,6.945
660,6.945
661,6.945
662,6.945
663,6.955
664,6.965
665,6.965
666,6.970
667,6.955
668,7.005
669,7.055
670,7.160
671,7.320
672,7.465
673,7.700
674,7.855
675,7.885
676,7.835
677,7.770
678,7.575
679,7.190
680,6.745
681,6.640
682,6.720
683,6.770
684,6.830
685,6.855
686,6.885
687,6.930
688,6.945
689,6.970
690,6.965
691,6.980
692,6.990
693,6.990
694,7.015
695,6.995
696,6.995
697,6.995
698,6.990
699,7.015
700,7.015
701,7.015
702,7.015
703,6.995
704,7.005
705,7.015
706,7.015
707,7.015
708,7.015
709,7.015
710,7.065
711,7.030
712,7.025
713,7.025
714,7.025
715,7.050
716,7.040
717,7.050
718,7.050
719,7.055
720,7.040
721,7.055
722,7.055
723,7.065
724,7.075
725,7.065
726,7.105
727,7.090
728,7.100
729,7.100
730,7.115
731,7.105
732,7.115
733,7.115
734,7.125
735,7.140
736,7.150
737,7.160
738,7.165
739,7.185
740,7.175
741,7.185
742,7.190
743,7.200
744,7.210
745,7.200
746,7.220
747,7.210
748,7.220
749,7.220
750,7.220
751,7.220
752,7.210
753,7.235
754,7.200
755,7.190
756,7.175
757,7.160
758,7.150
759,7.125
760,7.105
761,7.090
762,7.065
763,7.040
764,7.030
765,7.015
766,6.990
767,6.965
768,6.945
769,6.885
770,6.915
771,6.885
772,6.895
773,6.885
774,6.895
775,6.885
776,6.885
777,6.895
778,6.915
779,6.915
780,6.915
781,6.930
782,6.930
783,6.930
784,6.965
785,6.945
786,6.965
787,6.955
788,6.965
789,6.965
790,6.965
791,6.965
792,6.970
793,6.970
794,6.970
795,6.970
796,6.980
797,6.980
798,6.970
799,6.970
800,6.980
801,6.970
802,6.980
803,6.990
804,6.990
805,6.970
806,6.970
807,6.970
808,6.970
809,6.970
810,6.970
811,6.965
812,7.015
813,6.980
814,6.970
815,6.970
816,6.970
817,6.955
818,6.965
819,6.965
820,6.965
821,6.955
822,6.955
823,6.940
824,6.965
825,6.945
826,6.945
827,6.955
828,6.905
829,6.945
830,6.945
831,6.940
832,6.930
833,6.930
834,6.940
835,6.930
836,6.930
837,6.940
838,6.930
839,6.920
840,6.930
841,6.930
842,6.915
843,6.920
844,6.905
845,6.915
846,6.915
847,6.915
848,6.920
849,6.915
850,6.905
851,6.915
852,6.915
853,6.915
854,6.915
855,6.895
856,6.895
857,6.895
858,6.895
859,6.905
860,6.885
861,6.895
862,6.895
863,6.885
864,6.885
865,6.915
866,6.915
867,6.895
868,6.885
869,6.895
870,6.895
871,6.860
872,6.885
873,6.885
874,6.885
875,6.885
876,6.885
877,6.885
878,6.885
879,6.885
880,6.880
881,6.885
882,6.885
883,6.885
884,6.880
885,6.885
886,6.885
887,6.860
888,6.880
889,6.880
890,6.860
891,6.885
892,6.885
893,6.885
894,6.885
895,6.880
896,6.880
897,6.880
898,6.880
899,6.870
900,6.880
901,6.880
902,6.885
903,6.870
904,6.880
905,6.880
906,6.880
907,6.880
908,6.880
909,6.870
910,6.880
911,6.880
912,6.880
913,6.885
914,6.835
915,6.870
916,6.860
917,6.880
918,6.880
919,6.860
920,6.880
921,6.880
922,6.880
923,6.880
924,6.880
925,6.915
926,6.880
927,6.880
928,6.880
929,6.870
930,6.835
931,6.880
932,6.880
933,6.880
934,6.885
935,6.895
936,6.905
937,6.915
938,6.915
939,6.915
940,6.920
941,6.915
942,6.920
943,6.930
944,6.945
945,6.940
946,6.920
947,6.945
948,6.945
949,6.940
950,6.920
951,6.920
952,6.905
953,6.915
954,6.885
955,6.885
956,6.885
957,6.880
958,6.885
959,6.880
960,6.870
961,6.870
962,6.855
963,6.880
964,6.880
965,6.880
966,6.880
967,6.885
968,6.880
969,6.885
970,6.895
971,6.885
972,6.895
973,6.870
974,6.895
975,6.905
976,6.905
977,6.930
978,6.965
979,7.100
980,7.285
981,7.480
982,7.700
983,7.830
984,7.830
985,7.830
986,7.785
987,7.640
988,7.235
989,6.685
990,6.555
991,6.650
992,6.710
993,6.775
994,6.800
995,6.835
996,6.860
997,6.895
998,6.895
999,6.915
1000,6.930
1001,6.940
1002,6.930
1003,6.920
1004,6.945
1005,6.920
1006,6.930
1007,6.940
1008,6.945
1009,6.930
1010,6.945
1011,6.940
1012,6.945
1013,6.945
1014,6.955
1015,6.955
1016,6.940
1017,6.955
1018,6.955
1019,6.955
1020,6.965
1021,6.955
1022,6.965
1023,6.965
1024,6.955
1025,6.970
1026,6.965
1027,6.980
1028,6.970
1029,6.970
1030,6.970
1031,6.970
1032,7.015
1033,6.995
1034,6.990
1035,6.990
1036,6.990
1037,6.995
1038,7.005
1039,7.015
1040,7.015
1041,7.030
1042,7.030
1043,7.040
1044,7.040
1045,7.065
1046,7.065
1047,7.065
1048,7.105
1049,7.100
1050,7.105
1051,7.100
1052,7.105
1053,7.105
1054,7.115
1055,7.125
1056,7.125
1057,7.135
1058,7.125
1059,7.135
1060,7.125
1061,7.125
1062,7.125
1063,7.115
1064,7.115
1065,7.100
1066,7.090
1067,7.065
1068,7.050
1069,7.030
1070,7.025
1071,6.995
1072,6.970
1073,6.955
1074,6.955
1075,6.895
1076,6.930
1077,6.915
1078,6.895
1079,6.885
1080,6.880
1081,6.880
1082,6.860
1083,6.870
1084,6.880
1085,6.885
1086,6.915
1087,6.885
1088,6.885
1089,6.895
1090,6.915
1091,6.880
1092,6.905
1093,6.915
1094,6.920
1095,6.915
1096,6.920
1097,6.920
1098,6.930
1099,6.920
1100,6.920
1101,6.930
1102,6.920
1103,6.930
1104,6.930
1105,6.920
1106,6.930
1107,6.920
1108,6.930
1109,6.915
1110,6.920
1111,6.930
1112,6.930
1113,6.915
1114,6.930
1115,6.930
1116,6.905
1117,6.930
1118,6.905
1119,6.920
1120,6.905
1121,6.915
1122,6.905
1123,6.915
1124,6.895
1125,6.895
1126,6.885
1127,6.895
1128,6.895
1129,6.880
1130,6.880
1131,6.880
1132,6.880
1133,6.880
1134,6.845
1135,6.870
1136,6.855
1137,6.860
1138,6.860
1139,6.855
1140,6.860
1141,6.860
1142,6.860
1143,6.860
1144,6.855
1145,6.845
1146,6.855
1147,6.855
1148,6.855
1149,6.860
1150,6.830
1151,6.855
1152,6.845
1153,6.845
1154,6.845
1155,6.845
1156,6.845
1157,6.845
1158,6.835
1159,6.845
1160,6.855
1161,6.835
1162,6.845
1163,6.845
1164,6.845
1165,6.835
1166,6.845
1167,6.845
1168,6.845
1169,6.835
1170,6.845
1171,6.845
1172,6.835
1173,6.845
1174,6.855
1175,6.845
1176,6.860
1177,6.830
1178,6.855
1179,6.835
1180,6.845
1181,6.845
1182,6.830
1183,6.835
1184,6.845
1185,6.845
1186,6.835
1187,6.855
1188,6.855
1189,6.845
1190,6.835
1191,6.835
1192,6.845
1193,6.820
1194,6.845
1195,6.855
1196,6.835
1197,6.845
1198,6.845
1199,6.855
1200,6.845
1201,6.845
1202,6.845
1203,6.855
1204,6.845
1205,6.855
1206,6.845
1207,6.845
1208,6.845
1209,6.810
1210,6.835
1211,6.835
1212,6.845
1213,6.845
1214,6.845
1215,6.835
1216,6.845
1217,6.845
1218,6.845
1219,6.855
1220,6.845
1221,6.845
1222,6.835
1223,6.845
1224,6.855
1225,6.835
1226,6.845
1227,6.855
1228,6.845
1229,6.855
1230,6.855
1231,6.845
1232,6.845
1233,6.845
1234,6.855
1235,6.855
1236,6.810
1237,6.855
1238,6.845
1239,6.855
1240,6.855
1241,6.835
1242,6.855
1243,6.855
1244,6.855
1245,6.845
1246,6.855
1247,6.870
1248,6.845
1249,6.855
1250,6.855
1251,6.855
1252,6.820
1253,6.860
1254,6.860
1255,6.855
1256,6.855
1257,6.860
1258,6.860
1259,6.855
1260,6.855
1261,6.860
1262,6.855
1263,6.855
1264,6.855
1265,6.855
1266,6.860
1267,6.860
1268,6.845
1269,6.860
1270,6.860
1271,6.860
1272,6.860
1273,6.860
1274,6.860
1275,6.870
1276,6.870
1277,6.880
1278,6.885
1279,6.880
1280,6.880
1281,6.880
1282,6.870
1283,6.870
1284,6.860
1285,6.870
1286,6.880
1287,6.880
1288,6.880
1289,6.870
1290,6.880
1291,6.870
1292,6.880
1293,6.870
1294,6.885
1295,6.835
1296,6.885
1297,6.880
1298,6.885
1299,6.885
1300,6.880
1301,6.880
1302,6.885
1303,6.870
1304,6.880
1305,6.880
1306,6.880
1307,6.915
1308,6.885
1309,6.895
1310,6.885
1311,6.855
1312,6.895
1313,6.885
1314,6.885
1315,6.885
1316,6.885
1317,6.885
1318,6.885
1319,6.885
1320,6.880
1321,6.895
1322,6.895
1323,6.895
1324,6.895
1325,6.905
1326,6.895
1327,6.885
1328,6.895
1329,6.885
1330,6.895
1331,6.895
1332,6.895
1333,6.915
1334,6.915
1335,6.915
1336,6.905
1337,6.905
1338,6.880
1339,6.915
1340,6.915
1341,6.920
1342,6.920
1343,6.915
1344,6.915
1345,6.915
1346,6.930
1347,6.930
1348,6.930
1349,6.955
1350,6.945
1351,6.940
1352,6.945
1353,6.955
1354,6.915
1355,6.940
1356,6.965
1357,6.970
1358,6.990
1359,6.990
1360,6.970
1361,6.970
1362,6.970
1363,6.990
1364,6.970
1365,6.965
1366,6.955
1367,6.955
1368,6.965
1369,6.930
1370,6.915
1371,6.920
1372,6.930
1373,6.930
1374,6.915
1375,6.915
1376,6.915
1377,6.915
1378,6.920
1379,6.920
1380,6.930
1381,6.920
1382,6.930
1383,6.920
1384,6.920
1385,6.930
1386,6.930
1387,6.940
1388,6.945
1389,6.955
1390,6.945
1391,6.970
1392,7.025
1393,7.185
1394,7.360
1395,7.540
1396,7.745
1397,7.880
1398,7.845
1399,7.830
1400,7.770
1401,7.565
1402,7.090
1403,6.660
1404,6.640
1405,6.735
1406,6.785
1407,6.835
1408,6.870
1409,6.885
1410,6.905
1411,6.920
1412,6.945
1413,6.930
1414,6.970
1415,6.970
1416,6.965
1417,6.965
1418,6.965
1419,6.970
1420,6.970
1421,6.970
1422,6.970
1423,6.970
1424,6.970
1425,6.970
1426,6.990
1427,6.990
1428,6.980
1429,6.970
1430,6.970
1431,6.970
1432,6.990
1433,6.980
1434,6.990
1435,6.990
1436,6.995
1437,6.990
1438,6.990
1439,6.990
1440,6.995
1441,7.015
1442,7.015
1443,7.015
1444,7.015
1445,7.025
1446,7.025
1447,7.025
1448,7.025
1449,7.030
1450,7.030
1451,7.050
1452,7.050
1453,7.065
1454,7.055
1455,7.055
1456,7.100
1457,7.080
1458,7.080
1459,7.090
1460,7.100
1461,7.115
1462,7.105
1463,7.115
1464,7.125
1465,7.125
1466,7.135
1467,7.150
1468,7.150
1469,7.160
1470,7.150
1471,7.160
1472,7.185
1473,7.150
1474,7.140
1475,7.135
1476,7.135
1477,7.135
1478,7.125
1479,7.125
1480,7.115
1481,7.100
1482,7.075
1483,7.075
1484,7.050
1485,7.030
1486,6.995
1487,6.970
1488,6.965
1489,6.955
1490,6.940
1491,6.920
1492,6.920
1493,6.915
1494,6.885
1495,6.885
1496,6.895
1497,6.885
1498,6.895
1499,6.860
1500,6.905
1501,6.905
1502,6.905
1503,6.920
1504,6.915
1505,6.930
1506,6.945
1507,6.955
1508,6.955
1509,6.965
1510,6.995
1511,6.965
1512,6.965
1513,6.965
1514,6.970
1515,6.940
1516,6.980
1517,6.990
1518,6.990
1519,6.980
1520,6.995
1521,6.990
1522,6.990
1523,6.990
1524,6.980
1525,6.970
1526,6.990
1527,6.970
1528,6.970
1529,6.965
1530,6.970
1531,6.940
1532,6.965
1533,6.955
1534,6.955
1535,6.945
1536,6.965
1537,6.945
1538,6.945
1539,6.940
1540,6.945
1541,6.930
1542,6.930
1543,6.930
1544,6.930
1545,6.930
1546,6.920
1547,6.915
1548,6.905
1549,6.915
1550,6.905
1551,6.915
1552,6.905
1553,6.915
1554,6.915
1555,6.915
1556,6.895
1557,6.895
1558,6.860
1559,6.895
1560,6.885
1561,6.895
1562,6.915
1563,6.880
1564,6.880
1565,6.880
1566,6.885
1567,6.885
1568,6.895
1569,6.895
1570,6.885
1571,6.880
1572,6.880
1573,6.880
1574,6.845
1575,6.870
1576,6.880
1577,6.870
1578,6.880
1579,6.880
1580,6.870
1581,6.870
1582,6.870
1583,6.860
1584,6.880
1585,6.860
1586,6.860
1587,6.860
1588,6.870
1589,6.880
1590,6.860
1591,6.860
1592,6.880
1593,6.880
1594,6.860
1595,6.860
1596,6.860
1597,6.860
1598,6.870
1599,6.870
1600,6.880
1601,6.860
1602,6.860
1603,6.860
1604,6.860
1605,6.860
1606,6.855
1607,6.860
1608,6.855
1609,6.855
1610,6.860
1611,6.860
1612,6.855
1613,6.870
1614,6.860
1615,6.860
1616,6.860
1617,6.820
1618,6.860
1619,6.855
1620,6.855
1621,6.860
1622,6.855
1623,6.855
1624,6.860
1625,6.855
1626,6.855
1627,6.855
1628,6.855
1629,6.845
1630,6.855
1631,6.855
1632,6.860
1633,6.835
1634,6.855
1635,6.860
1636,6.860
1637,6.860
1638,6.860
1639,6.855
1640,6.855
1641,6.855
1642,6.860
1643,6.860
1644,6.845
1645,6.860
1646,6.855
1647,6.860
1648,6.860
1649,6.855
1650,6.860
1651,6.860
1652,6.855
1653,6.860
1654,6.860
1655,6.855
1656,6.855
1657,6.860
1658,6.855
1659,6.870
1660,6.835
1661,6.860
1662,6.860
1663,6.860
1664,6.860
1665,6.855
1666,6.860
1667,6.855
1668,6.855
1669,6.860
1670,6.855
1671,6.885
1672,6.860
1673,6.870
1674,6.860
1675,6.860
1676,6.820
1677,6.860
1678,6.860
1679,6.870
1680,6.860
1681,6.860
1682,6.860
1683,6.870
1684,6.860
1685,6.860
1686,6.860
1687,6.855
1688,6.845
1689,6.860
1690,6.855
1691,6.870
1692,6.835
1693,6.855
1694,6.860
1695,6.860
1696,6.860
1697,6.860
1698,6.855
1699,6.870
1700,6.860
1701,6.870
1702,6.880
1703,6.870
1704,6.860
1705,6.860
1706,6.860
1707,6.860
1708,6.860
1709,6.860
1710,6.880
1711,6.870
1712,6.870
1713,6.870
1714,6.870
1715,6.870
1716,6.870
1717,6.880
1718,6.880
1719,6.845
1720,6.880
1721,6.880
1722,6.885
1723,6.880
1724,6.880
1725,6.880
1726,6.885
1727,6.885
1728,6.880
1729,6.885
1730,6.895
1731,6.885
1732,6.885
1733,6.885
1734,6.895
1735,6.870
1736,6.885
1737,6.905
1738,6.915
1739,6.915
1740,6.905
1741,6.915
1742,6.930
1743,6.930
1744,6.915
1745,6.930
1746,6.945
1747,6.955
1748,6.955
1749,6.955
1750,6.955
1751,6.930
1752,6.965
1753,6.970
1754,6.955
1755,6.955
1756,6.940
1757,6.930
1758,6.920
1759,6.915
1760,6.915
1761,6.905
1762,6.905
1763,6.915
1764,6.905
1765,6.895
1766,6.905
1767,6.915
1768,6.905
1769,6.905
1770,6.915
1771,6.915
1772,6.920
1773,6.930
1774,6.930
1775,6.940
1776,6.930
1777,6.955
1778,6.915
1779,6.955
1780,6.970
1781,6.995
1782,7.075
1783,7.190
1784,7.355
1785,7.525
1786,7.710
1787,7.845
1788,7.845
1789,7.800
1790,7.735
1791,7.580
1792,7.185
1793,6.750
1794,6.600
1795,6.700
1796,6.750
1797,6.800
1798,6.845
1799,6.870
1800,6.915
1801,6.930
1802,6.955
1803,6.955
1804,6.970
1805,6.970
1806,6.970
1807,6.970
1808,6.980
1809,6.970
1810,6.970
1811,6.980
1812,6.995
1813,6.990
1814,6.990
1815,6.990
1816,6.990
1817,6.990
1818,6.995
1819,6.995
1820,6.990
1821,7.030
1822,6.995
1823,7.005
1824,7.005
1825,6.995
1826,7.015
1827,7.025
1828,7.025
1829,7.030
1830,7.025
1831,7.015
1832,7.025
1833,7.040
1834,7.030
1835,7.040
1836,7.040
1837,7.080
1838,7.055
1839,7.075
1840,7.065
1841,7.065
1842,7.080
1843,7.080
1844,7.080
1845,7.090
1846,7.100
1847,7.100
1848,7.115
1849,7.115
1850,7.115
1851,7.125
1852,7.115
1853,7.165
1854,7.135
1855,7.150
1856,7.150
1857,7.160
1858,7.165
1859,7.175
1860,7.175
1861,7.175
1862,7.165
1863,7.165
1864,7.165
1865,7.160
1866,7.165
1867,7.160
1868,7.125
1869,7.135
1870,7.135
1871,7.100
1872,7.090
1873,7.065
1874,7.040
1875,7.030
1876,7.015
1877,6.980
1878,6.970
1879,6.945
1880,6.885
1881,6.915
1882,6.895
1883,6.885
1884,6.880
1885,6.860
1886,6.860
1887,6.880
1888,6.880
1889,6.880
1890,6.895
1891,6.895
1892,6.895
1893,6.915
1894,6.920
1895,6.930
1896,6.895
1897,6.930
1898,6.930
1899,6.945
1900,6.955
1901,6.965
1902,6.965
1903,6.970
1904,6.965
1905,6.965
1906,6.965
1907,6.955
1908,6.970
1909,6.970
1910,6.965
1911,6.970
1912,6.955
1913,6.970
1914,6.965
1915,6.970
1916,6.990
1917,6.970
1918,6.965
1919,6.970
1920,6.970
1921,6.970
1922,6.970
1923,6.970
1924,6.965
1925,6.965
1926,6.965
1927,6.955
1928,6.940
1929,6.965
1930,6.965
1931,6.945
1932,6.955
1933,6.945
1934,6.945
1935,6.930
1936,6.930
1937,6.945
1938,6.930
1939,6.915
1940,6.930
1941,6.940
1942,6.930
1943,6.920
1944,6.905
1945,6.915
1946,6.915
1947,6.915
1948,6.905
1949,6.905
1950,6.895
1951,6.915
1952,6.895
1953,6.895
1954,6.915
1955,6.870
1956,6.885
1957,6.895
1958,6.895
1959,6.885
1960,6.885
1961,6.885
1962,6.880
1963,6.880
1964,6.880
1965,6.885
1966,6.880
1967,6.885
1968,6.895
1969,6.885
1970,6.880
1971,6.870
1972,6.880
1973,6.880
1974,6.880
1975,6.885
1976,6.860
1977,6.870
1978,6.860
1979,6.870
1980,6.870
1981,6.880
1982,6.845
1983,6.870
1984,6.860
1985,6.880
1986,6.880
1987,6.860
1988,6.870
1989,6.880
1990,6.870
1991,6.870
1992,6.880
1993,6.915
1994,6.860
1995,6.870
1996,6.860
1997,6.880
1998,6.835
1999,6.870
2000,6.855
2001,6.860
2002,6.860
2003,6.860
2004,6.855
2005,6.860
2006,6.860
2007,6.860
2008,6.855
2009,6.855
2010,6.860
2011,6.855
2012,6.855
2013,6.860
2014,6.835
2015,6.855
2016,6.845
2017,6.855
2018,6.855
2019,6.855
2020,6.845
2021,6.845
2022,6.855
2023,6.855
2024,6.855
2025,6.845
2026,6.855
2027,6.855
2028,6.835
2029,6.845
2030,6.845
2031,6.855
2032,6.855
2033,6.855
2034,6.855
2035,6.855
2036,6.845
2037,6.855
2038,6.845
2039,6.845
2040,6.860
2041,6.820
2042,6.835
2043,6.855
2044,6.855
2045,6.855
2046,6.845
2047,6.845
2048,6.845
2049,6.855
2050,6.855
2051,6.855
2052,6.860
2053,6.855
2054,6.855
2055,6.845
2056,6.855
2057,6.830
2058,6.860
2059,6.860
2060,6.860
2061,6.860
2062,6.855
2063,6.860
2064,6.855
2065,6.860
2066,6.870
2067,6.870
2068,6.855
2069,6.860
2070,6.870
2071,6.860
2072,6.855
2073,6.855
2074,6.870
2075,6.870
2076,6.870
2077,6.860
2078,6.860
2079,6.870
2080,6.855
2081,6.870
2082,6.860
2083,6.870
2084,6.860
2085,6.860
2086,6.860
2087,6.870
2088,6.870
2089,6.870
2090,6.860
2091,6.870
2092,6.860
2093,6.870
2094,6.885
2095,6.880
2096,6.885
2097,6.880
2098,6.880
2099,6.870
2100,6.835
2101,6.870
2102,6.880
2103,6.880
2104,6.885
2105,6.880
2106,6.880
2107,6.880
2108,6.880
2109,6.880
2110,6.885
2111,6.880
2112,6.880
2113,6.885
2114,6.885
2115,6.895
2116,6.855
2117,6.885
2118,6.880
2119,6.885
2120,6.885
2121,6.885
2122,6.885
2123,6.895
2124,6.885
2125,6.895
2126,6.915
2127,6.905
2128,6.885
2129,6.905
2130,6.915
2131,6.915
2132,6.905
2133,6.930
2134,6.945
2135,6.930
2136,6.940
2137,6.945
