'sample interval','MLII','V2'
99,-0.825,-0.380
100,-0.830,-0.385
101,-0.830,-0.385
102,-0.835,-0.370
103,-0.820,-0.360
104,-0.815,-0.340
105,-0.800,-0.345
106,-0.810,-0.350
107,-0.820,-0.360
108,-0.830,-0.375
109,-0.840,-0.380
110,-0.845,-0.380
111,-0.840,-0.365
112,-0.830,-0.360
113,-0.820,-0.350
114,-0.825,-0.360
115,-0.820,-0.385
116,-0.825,-0.375
117,-0.830,-0.395
118,-0.840,-0.385
119,-0.835,-0.370
120,-0.835,-0.365
121,-0.825,-0.350
122,-0.820,-0.365
123,-0.810,-0.360
124,-0.815,-0.380
125,-0.820,-0.380
126,-0.830,-0.400
127,-0.845,-0.385
128,-0.825,-0.380
129,-0.800,-0.355
130,-0.785,-0.360
131,-0.775,-0.375
132,-0.770,-0.395
133,-0.770,-0.405
134,-0.775,-0.405
135,-0.770,-0.390
136,-0.765,-0.380
137,-0.740,-0.370
138,-0.715,-0.340
139,-0.680,-0.330
140,-0.690,-0.315
141,-0.695,-0.300
142,-0.700,-0.290
143,-0.720,-0.285
144,-0.720,-0.275
145,-0.720,-0.260
146,-0.710,-0.255
147,-0.705,-0.265
148,-0.730,-0.275
149,-0.770,-0.310
150,-0.785,-0.315
151,-0.830,-0.345
152,-0.855,-0.350
153,-0.840,-0.360
154,-0.840,-0.360
155,-0.820,-0.355
156,-0.835,-0.370
157,-0.845,-0.400
158,-0.865,-0.400
159,-0.860,-0.410
160,-0.895,-0.415
161,-0.885,-0.405
162,-0.865,-0.390
163,-0.850,-0.395
164,-0.870,-0.405
165,-0.845,-0.400
166,-0.870,-0.420
167,-0.875,-0.435
168,-0.865,-0.430
169,-0.870,-0.415
170,-0.860,-0.400
171,-0.850,-0.390
172,-0.840,-0.400
173,-0.800,-0.415
174,-0.720,-0.410
175,-0.695,-0.390
176,-0.440,-0.115
177,-0.265,0.165
178,-0.115,0.450
179,-0.070,0.720
180,-0.160,0.885
181,-0.390,0.875
182,-0.695,0.655
183,-1.020,0.260
184,-1.290,-0.220
185,-1.385,-0.560
186,-1.300,-0.645
187,-1.155,-0.530
188,-1.020,-0.390
189,-0.950,-0.300
190,-0.905,-0.320
191,-0.855,-0.370
192,-0.835,-0.385
193,-0.820,-0.385
194,-0.825,-0.385
195,-0.820,-0.365
196,-0.800,-0.360
197,-0.795,-0.360
198,-0.790,-0.380
199,-0.795,-0.385
200,-0.790,-0.395
201,-0.795,-0.380
202,-0.795,-0.385
203,-0.780,-0.370
204,-0.780,-0.365
205,-0.755,-0.360
206,-0.760,-0.380
207,-0.755,-0.390
208,-0.770,-0.390
209,-0.780,-0.390
210,-0.775,-0.390
211,-0.765,-0.360
212,-0.745,-0.360
213,-0.730,-0.345
214,-0.725,-0.345
215,-0.725,-0.335
216,-0.720,-0.350
217,-0.720,-0.355
218,-0.745,-0.335
219,-0.735,-0.320
220,-0.705,-0.285
221,-0.705,-0.280
222,-0.685,-0.265
223,-0.690,-0.270
224,-0.695,-0.265
225,-0.685,-0.265
226,-0.700,-0.270
227,-0.695,-0.265
228,-0.680,-0.230
229,-0.650,-0.215
230,-0.620,-0.195
231,-0.615,-0.195
232,-0.610,-0.195
233,-0.615,-0.195
234,-0.610,-0.200
235,-0.610,-0.175
236,-0.590,-0.155
237,-0.565,-0.115
238,-0.535,-0.090
239,-0.520,-0.095
240,-0.520,-0.085
241,-0.500,-0.080
242,-0.495,-0.065
243,-0.490,-0.030
244,-0.455,-0.015
245,-0.430,0.015
246,-0.405,0.040
247,-0.380,0.050
248,-0.380,0.065
249,-0.365,0.080
250,-0.355,0.085
251,-0.345,0.080
252,-0.340,0.100
253,-0.320,0.120
254,-0.310,0.140
255,-0.275,0.140
256,-0.290,0.135
257,-0.290,0.135
258,-0.315,0.100
259,-0.340,0.065
260,-0.385,0.050
261,-0.395,0.040
262,-0.410,0.010
263,-0.420,-0.020
264,-0.460,-0.065
265,-0.505,-0.115
266,-0.540,-0.150
267,-0.585,-0.195
268,-0.620,-0.220
269,-0.660,-0.265
270,-0.685,-0.285
271,-0.695,-0.310
272,-0.720,-0.325
273,-0.730,-0.360
274,-0.760,-0.375
275,-0.770,-0.380
276,-0.815,-0.415
277,-0.815,-0.430
278,-0.825,-0.415
279,-0.820,-0.420
280,-0.795,-0.420
281,-0.810,-0.445
282,-0.820,-0.455
283,-0.845,-0.470
284,-0.860,-0.475
285,-0.870,-0.470
286,-0.865,-0.460
287,-0.855,-0.445
288,-0.845,-0.450
289,-0.830,-0.440
290,-0.840,-0.460
291,-0.845,-0.485
292,-0.845,-0.470
293,-0.850,-0.455
294,-0.845,-0.450
295,-0.835,-0.435
296,-0.820,-0.420
297,-0.815,-0.430
298,-0.825,-0.425
299,-0.830,-0.450
300,-0.835,-0.450
301,-0.840,-0.460
302,-0.850,-0.450
303,-0.840,-0.445
304,-0.820,-0.420
305,-0.800,-0.425
306,-0.805,-0.425
307,-0.805,-0.435
308,-0.825,-0.445
309,-0.840,-0.445
310,-0.855,-0.445
311,-0.850,-0.435
312,-0.840,-0.435
313,-0.825,-0.420
314,-0.820,-0.425
315,-0.835,-0.440
316,-0.840,-0.460
317,-0.860,-0.455
318,-0.860,-0.450
319,-0.885,-0.445
320,-0.865,-0.440
321,-0.855,-0.435
322,-0.855,-0.445
323,-0.855,-0.440
324,-0.860,-0.455
325,-0.865,-0.465
326,-0.880,-0.485
327,-0.900,-0.475
328,-0.905,-0.460
329,-0.890,-0.450
330,-0.855,-0.455
331,-0.865,-0.460
332,-0.875,-0.470
333,-0.905,-0.495
334,-0.905,-0.490
335,-0.910,-0.490
336,-0.900,-0.475
337,-0.900,-0.470
338,-0.885,-0.460
339,-0.875,-0.475
340,-0.885,-0.475
341,-0.900,-0.495
342,-0.905,-0.510
343,-0.910,-0.500
344,-0.915,-0.490
345,-0.905,-0.470
346,-0.900,-0.465
347,-0.880,-0.475
348,-0.895,-0.460
349,-0.910,-0.485
350,-0.905,-0.490
351,-0.930,-0.500
352,-0.920,-0.495
353,-0.910,-0.465
354,-0.900,-0.460
355,-0.880,-0.465
356,-0.885,-0.490
357,-0.890,-0.480
358,-0.905,-0.510
359,-0.910,-0.515
360,-0.935,-0.500
361,-0.925,-0.495
362,-0.900,-0.490
363,-0.885,-0.475
364,-0.895,-0.480
365,-0.890,-0.495
366,-0.905,-0.495
367,-0.930,-0.510
368,-0.945,-0.515
369,-0.935,-0.500
370,-0.915,-0.490
371,-0.895,-0.470
372,-0.895,-0.485
373,-0.885,-0.480
374,-0.905,-0.505
375,-0.910,-0.505
376,-0.905,-0.500
377,-0.920,-0.485
378,-0.925,-0.485
379,-0.895,-0.470
380,-0.865,-0.475
381,-0.890,-0.470
382,-0.885,-0.500
383,-0.900,-0.500
384,-0.910,-0.505
385,-0.915,-0.500
386,-0.915,-0.490
387,-0.910,-0.495
388,-0.875,-0.480
389,-0.880,-0.485
390,-0.895,-0.495
391,-0.915,-0.500
392,-0.910,-0.510
393,-0.920,-0.520
394,-0.920,-0.510
395,-0.905,-0.505
396,-0.895,-0.490
397,-0.890,-0.485
398,-0.890,-0.495
399,-0.905,-0.510
400,-0.900,-0.515
401,-0.920,-0.525
402,-0.930,-0.515
403,-0.920,-0.495
404,-0.895,-0.485
405,-0.880,-0.480
406,-0.880,-0.485
407,-0.885,-0.485
408,-0.900,-0.480
409,-0.900,-0.480
410,-0.920,-0.480
411,-0.910,-0.480
412,-0.890,-0.460
413,-0.880,-0.460
414,-0.885,-0.475
415,-0.895,-0.470
416,-0.905,-0.480
417,-0.905,-0.505
418,-0.910,-0.500
419,-0.910,-0.490
420,-0.895,-0.470
421,-0.875,-0.455
422,-0.850,-0.480
423,-0.845,-0.480
424,-0.850,-0.495
425,-0.855,-0.495
426,-0.840,-0.520
427,-0.845,-0.505
428,-0.825,-0.470
429,-0.810,-0.460
430,-0.785,-0.455
431,-0.770,-0.440
432,-0.755,-0.440
433,-0.755,-0.435
434,-0.750,-0.410
435,-0.785,-0.375
436,-0.785,-0.365
437,-0.785,-0.345
438,-0.770,-0.330
439,-0.765,-0.345
440,-0.790,-0.350
441,-0.835,-0.375
442,-0.855,-0.395
443,-0.875,-0.405
444,-0.885,-0.415
445,-0.875,-0.405
446,-0.880,-0.430
447,-0.890,-0.450
448,-0.885,-0.445
449,-0.900,-0.465
450,-0.905,-0.465
451,-0.940,-0.490
452,-0.945,-0.475
453,-0.935,-0.475
454,-0.920,-0.460
455,-0.890,-0.480
456,-0.890,-0.490
457,-0.900,-0.495
458,-0.920,-0.505
459,-0.925,-0.510
460,-0.935,-0.505
461,-0.925,-0.495
462,-0.905,-0.470
463,-0.895,-0.465
464,-0.885,-0.465
465,-0.850,-0.500
466,-0.785,-0.475
467,-0.650,-0.365
468,-0.500,-0.185
469,-0.320,0.075
470,-0.150,0.345
471,-0.030,0.665
472,-0.035,0.930
473,-0.195,1.030
474,-0.470,0.895
475,-0.565,0.820
476,-1.130,0.110
477,-1.320,-0.315
478,-1.335,-0.520
479,-1.225,-0.525
480,-1.075,-0.415
481,-1.000,-0.350
482,-0.955,-0.360
483,-0.930,-0.395
484,-0.910,-0.435
485,-0.895,-0.435
486,-0.890,-0.445
487,-0.880,-0.430
488,-0.870,-0.440
489,-0.865,-0.435
490,-0.875,-0.460
491,-0.880,-0.455
492,-0.885,-0.475
493,-0.895,-0.475
494,-0.880,-0.460
495,-0.865,-0.445
496,-0.845,-0.440
497,-0.825,-0.430
498,-0.850,-0.435
499,-0.850,-0.440
500,-0.850,-0.450
501,-0.855,-0.460
502,-0.860,-0.450
503,-0.840,-0.430
504,-0.820,-0.410
505,-0.805,-0.385
506,-0.820,-0.400
507,-0.810,-0.425
508,-0.820,-0.425
509,-0.820,-0.430
510,-0.820,-0.425
511,-0.810,-0.395
512,-0.800,-0.385
513,-0.775,-0.375
514,-0.760,-0.370
515,-0.755,-0.375
516,-0.755,-0.395
517,-0.765,-0.410
518,-0.785,-0.390
519,-0.770,-0.380
520,-0.755,-0.360
521,-0.745,-0.340
522,-0.715,-0.320
523,-0.705,-0.335
524,-0.705,-0.325
525,-0.705,-0.325
526,-0.705,-0.295
527,-0.695,-0.275
528,-0.675,-0.235
529,-0.640,-0.210
530,-0.620,-0.195
531,-0.605,-0.190
532,-0.600,-0.195
533,-0.600,-0.185
534,-0.590,-0.170
535,-0.570,-0.155
536,-0.555,-0.115
537,-0.520,-0.090
538,-0.485,-0.065
539,-0.460,-0.045
540,-0.445,-0.055
541,-0.435,-0.065
542,-0.460,-0.055
543,-0.445,-0.035
544,-0.425,-0.005
545,-0.415,0.000
546,-0.390,0.025
547,-0.365,0.035
548,-0.365,0.025
549,-0.370,0.015
550,-0.380,0.005
551,-0.395,0.000
552,-0.405,-0.015
553,-0.415,-0.010
554,-0.445,-0.025
555,-0.455,-0.045
556,-0.490,-0.085
557,-0.525,-0.130
558,-0.585,-0.175
559,-0.620,-0.205
560,-0.680,-0.240
561,-0.700,-0.250
562,-0.720,-0.250
563,-0.730,-0.280
564,-0.750,-0.310
565,-0.770,-0.345
566,-0.795,-0.395
567,-0.830,-0.405
568,-0.850,-0.410
569,-0.865,-0.420
570,-0.855,-0.410
571,-0.865,-0.420
572,-0.870,-0.415
573,-0.875,-0.435
574,-0.870,-0.460
575,-0.880,-0.470
576,-0.905,-0.475
577,-0.895,-0.470
578,-0.895,-0.460
579,-0.870,-0.450
580,-0.885,-0.435
581,-0.870,-0.455
582,-0.885,-0.455
583,-0.890,-0.480
584,-0.900,-0.475
585,-0.915,-0.485
586,-0.905,-0.465
587,-0.895,-0.445
588,-0.875,-0.430
589,-0.890,-0.435
590,-0.875,-0.440
591,-0.890,-0.445
592,-0.895,-0.450
593,-0.900,-0.465
594,-0.900,-0.445
595,-0.880,-0.430
596,-0.865,-0.430
597,-0.855,-0.420
598,-0.870,-0.435
599,-0.865,-0.440
600,-0.875,-0.440
601,-0.885,-0.435
602,-0.890,-0.435
603,-0.880,-0.420
604,-0.870,-0.405
605,-0.850,-0.420
606,-0.860,-0.420
607,-0.865,-0.430
608,-0.875,-0.440
609,-0.880,-0.440
610,-0.895,-0.440
611,-0.900,-0.420
612,-0.900,-0.420
613,-0.885,-0.410
614,-0.880,-0.415
615,-0.900,-0.430
616,-0.920,-0.430
617,-0.920,-0.460
618,-0.930,-0.465
619,-0.935,-0.460
620,-0.920,-0.440
621,-0.920,-0.420
622,-0.910,-0.420
623,-0.915,-0.435
624,-0.920,-0.440
625,-0.930,-0.440
626,-0.935,-0.455
627,-0.940,-0.445
628,-0.935,-0.425
629,-0.920,-0.415
630,-0.910,-0.410
631,-0.910,-0.430
632,-0.920,-0.415
633,-0.930,-0.445
634,-0.940,-0.450
635,-0.935,-0.455
636,-0.945,-0.455
637,-0.950,-0.435
638,-0.925,-0.410
639,-0.915,-0.430
640,-0.925,-0.425
641,-0.945,-0.450
642,-0.945,-0.450
643,-0.960,-0.455
644,-0.955,-0.440
645,-0.940,-0.425
646,-0.925,-0.430
647,-0.905,-0.420
648,-0.910,-0.425
649,-0.930,-0.440
650,-0.930,-0.455
651,-0.935,-0.455
652,-0.950,-0.440
653,-0.935,-0.420
654,-0.925,-0.410
655,-0.925,-0.405
656,-0.915,-0.415
657,-0.925,-0.430
658,-0.935,-0.435
659,-0.940,-0.435
660,-0.945,-0.415
661,-0.945,-0.420
662,-0.945,-0.410
663,-0.915,-0.400
664,-0.930,-0.420
665,-0.930,-0.420
666,-0.940,-0.435
667,-0.955,-0.445
668,-0.960,-0.455
669,-0.955,-0.435
670,-0.955,-0.420
671,-0.945,-0.400
672,-0.920,-0.405
673,-0.910,-0.415
674,-0.935,-0.435
675,-0.940,-0.440
676,-0.965,-0.450
677,-0.970,-0.440
678,-0.960,-0.420
679,-0.935,-0.405
680,-0.925,-0.405
681,-0.940,-0.400
682,-0.935,-0.395
683,-0.935,-0.420
684,-0.940,-0.415
685,-0.950,-0.400
686,-0.935,-0.390
687,-0.930,-0.370
688,-0.915,-0.375
689,-0.910,-0.390
690,-0.915,-0.410
691,-0.925,-0.400
692,-0.925,-0.425
693,-0.940,-0.430
694,-0.935,-0.405
695,-0.930,-0.395
696,-0.905,-0.385
697,-0.910,-0.375
698,-0.930,-0.395
699,-0.920,-0.410
700,-0.925,-0.405
701,-0.940,-0.435
702,-0.950,-0.420
703,-0.930,-0.385
704,-0.910,-0.385
705,-0.910,-0.385
706,-0.910,-0.380
707,-0.920,-0.395
708,-0.920,-0.395
709,-0.920,-0.415
710,-0.945,-0.400
711,-0.930,-0.390
712,-0.925,-0.385
713,-0.895,-0.365
714,-0.885,-0.380
715,-0.875,-0.390
716,-0.880,-0.395
717,-0.880,-0.430
718,-0.885,-0.430
719,-0.870,-0.405
720,-0.870,-0.375
721,-0.835,-0.365
722,-0.800,-0.355
723,-0.770,-0.335
724,-0.765,-0.325
725,-0.775,-0.310
726,-0.805,-0.295
727,-0.810,-0.285
728,-0.820,-0.265
729,-0.830,-0.250
730,-0.805,-0.240
731,-0.820,-0.250
732,-0.865,-0.290
733,-0.910,-0.315
734,-0.925,-0.340
735,-0.940,-0.360
736,-0.940,-0.360
737,-0.925,-0.355
738,-0.915,-0.340
739,-0.915,-0.360
740,-0.910,-0.365
741,-0.930,-0.400
742,-0.945,-0.405
743,-0.960,-0.415
744,-0.965,-0.405
745,-0.965,-0.390
746,-0.955,-0.380
747,-0.935,-0.375
748,-0.930,-0.375
749,-0.945,-0.390
750,-0.950,-0.400
751,-0.950,-0.410
752,-0.955,-0.415
753,-0.940,-0.395
754,-0.930,-0.385
755,-0.920,-0.370
756,-0.905,-0.375
757,-0.870,-0.390
758,-0.775,-0.330
759,-0.660,-0.205
760,-0.515,0.025
761,-0.355,0.270
762,-0.290,0.545
763,-0.340,0.740
764,-0.510,0.810
765,-0.775,0.680
766,-1.075,0.360
767,-1.365,-0.110
768,-1.530,-0.525
769,-1.525,-0.755
770,-1.390,-0.725
771,-1.245,-0.560
772,-1.140,-0.410
773,-1.075,-0.355
774,-1.025,-0.365
775,-1.010,-0.375
776,-0.940,-0.385
777,-0.920,-0.375
778,-0.905,-0.340
779,-0.900,-0.335
780,-0.900,-0.330
781,-0.885,-0.360
782,-0.875,-0.370
783,-0.880,-0.380
784,-0.880,-0.385
785,-0.895,-0.370
786,-0.890,-0.350
787,-0.880,-0.345
788,-0.875,-0.340
789,-0.860,-0.335
790,-0.855,-0.325
791,-0.855,-0.335
792,-0.850,-0.335
793,-0.870,-0.345
794,-0.870,-0.350
795,-0.855,-0.330
796,-0.835,-0.300
797,-0.820,-0.290
798,-0.810,-0.295
799,-0.835,-0.305
800,-0.830,-0.305
801,-0.835,-0.300
802,-0.835,-0.270
803,-0.845,-0.255
804,-0.800,-0.245
805,-0.780,-0.215
806,-0.795,-0.230
807,-0.775,-0.240
808,-0.775,-0.225
809,-0.780,-0.235
810,-0.790,-0.225
811,-0.755,-0.190
812,-0.745,-0.175
813,-0.725,-0.160
814,-0.720,-0.145
815,-0.705,-0.155
816,-0.720,-0.145
817,-0.695,-0.145
818,-0.685,-0.120
819,-0.660,-0.095
820,-0.615,-0.065
821,-0.600,-0.040
822,-0.570,-0.020
823,-0.550,-0.015
824,-0.540,-0.015
825,-0.535,-0.015
826,-0.530,0.010
827,-0.515,0.030
828,-0.480,0.065
829,-0.450,0.105
830,-0.420,0.150
831,-0.425,0.155
832,-0.425,0.150
833,-0.435,0.165
834,-0.415,0.180
835,-0.410,0.185
836,-0.390,0.200
837,-0.390,0.205
838,-0.375,0.210
839,-0.380,0.195
840,-0.390,0.180
841,-0.405,0.160
842,-0.435,0.130
843,-0.470,0.095
844,-0.485,0.055
845,-0.505,0.025
846,-0.540,-0.015
847,-0.550,-0.050
848,-0.590,-0.110
849,-0.635,-0.170
850,-0.655,-0.185
851,-0.725,-0.260
852,-0.745,-0.295
853,-0.770,-0.300
854,-0.800,-0.320
855,-0.820,-0.340
856,-0.830,-0.365
857,-0.845,-0.395
858,-0.875,-0.425
859,-0.885,-0.445
860,-0.890,-0.465
861,-0.900,-0.455
862,-0.890,-0.435
863,-0.890,-0.425
864,-0.875,-0.425
865,-0.900,-0.445
866,-0.925,-0.470
867,-0.925,-0.465
868,-0.950,-0.470
869,-0.935,-0.430
870,-0.915,-0.445
871,-0.910,-0.440
872,-0.900,-0.430
873,-0.900,-0.440
874,-0.905,-0.460
875,-0.910,-0.465
876,-0.920,-0.470
877,-0.925,-0.470
878,-0.920,-0.455
879,-0.910,-0.440
880,-0.890,-0.430
881,-0.895,-0.445
882,-0.895,-0.445
883,-0.910,-0.460
884,-0.915,-0.460
885,-0.915,-0.455
886,-0.905,-0.445
887,-0.905,-0.430
888,-0.890,-0.415
889,-0.870,-0.430
890,-0.875,-0.435
891,-0.905,-0.435
892,-0.900,-0.445
893,-0.905,-0.460
894,-0.910,-0.435
895,-0.905,-0.415
896,-0.900,-0.410
897,-0.890,-0.415
898,-0.890,-0.415
899,-0.905,-0.435
900,-0.905,-0.460
901,-0.920,-0.460
902,-0.930,-0.460
903,-0.915,-0.445
904,-0.900,-0.445
905,-0.910,-0.430
906,-0.890,-0.450
907,-0.905,-0.455
908,-0.910,-0.475
909,-0.920,-0.490
910,-0.940,-0.470
911,-0.935,-0.480
912,-0.920,-0.450
913,-0.930,-0.450
914,-0.910,-0.455
915,-0.925,-0.470
916,-0.935,-0.470
917,-0.950,-0.485
918,-0.970,-0.490
919,-0.965,-0.475
920,-0.940,-0.465
921,-0.935,-0.445
922,-0.920,-0.450
923,-0.930,-0.460
924,-0.935,-0.470
925,-0.950,-0.475
926,-0.965,-0.490
927,-0.975,-0.480
928,-0.965,-0.470
929,-0.950,-0.460
930,-0.945,-0.440
931,-0.935,-0.455
932,-0.940,-0.475
933,-0.950,-0.495
934,-0.970,-0.495
935,-0.965,-0.505
936,-0.965,-0.490
937,-0.970,-0.475
938,-0.955,-0.465
939,-0.945,-0.485
940,-0.940,-0.490
941,-0.940,-0.505
942,-0.940,-0.515
943,-0.950,-0.500
944,-0.960,-0.500
945,-0.960,-0.485
946,-0.930,-0.470
947,-0.925,-0.480
948,-0.930,-0.485
949,-0.935,-0.495
950,-0.940,-0.500
951,-0.950,-0.515
952,-0.960,-0.510
953,-0.955,-0.495
954,-0.955,-0.465
955,-0.935,-0.465
956,-0.920,-0.455
957,-0.925,-0.480
958,-0.955,-0.480
959,-0.960,-0.500
960,-0.960,-0.515
961,-0.965,-0.505
962,-0.935,-0.500
963,-0.925,-0.480
964,-0.920,-0.480
965,-0.930,-0.510
966,-0.960,-0.515
967,-0.965,-0.525
968,-0.960,-0.530
969,-0.970,-0.520
970,-0.960,-0.495
971,-0.960,-0.480
972,-0.935,-0.475
973,-0.935,-0.485
974,-0.945,-0.500
975,-0.955,-0.510
976,-0.960,-0.515
977,-0.970,-0.510
978,-0.955,-0.485
979,-0.955,-0.470
980,-0.945,-0.465
981,-0.935,-0.480
982,-0.940,-0.495
983,-0.950,-0.505
984,-0.960,-0.505
985,-0.960,-0.500
986,-0.965,-0.490
987,-0.960,-0.480
988,-0.945,-0.465
989,-0.950,-0.460
990,-0.945,-0.475
991,-0.965,-0.495
992,-0.955,-0.495
993,-0.965,-0.500
994,-0.970,-0.490
995,-0.960,-0.485
996,-0.945,-0.475
997,-0.935,-0.475
998,-0.920,-0.495
999,-0.930,-0.490
1000,-0.935,-0.495
1001,-0.960,-0.505
1002,-0.970,-0.505
1003,-0.955,-0.500
1004,-0.940,-0.490
1005,-0.920,-0.475
1006,-0.900,-0.485
1007,-0.900,-0.505
1008,-0.900,-0.510
1009,-0.895,-0.515
1010,-0.895,-0.535
1011,-0.885,-0.515
1012,-0.875,-0.495
1013,-0.865,-0.475
1014,-0.850,-0.475
1015,-0.830,-0.460
1016,-0.800,-0.445
1017,-0.810,-0.435
1018,-0.800,-0.400
1019,-0.820,-0.400
1020,-0.835,-0.375
1021,-0.845,-0.360
1022,-0.835,-0.350
1023,-0.840,-0.380
1024,-0.845,-0.380
1025,-0.855,-0.385
1026,-0.905,-0.415
1027,-0.915,-0.425
1028,-0.920,-0.415
1029,-0.930,-0.430
1030,-0.940,-0.425
1031,-0.940,-0.465
1032,-0.945,-0.475
1033,-0.960,-0.490
1034,-0.980,-0.495
1035,-0.980,-0.495
1036,-0.990,-0.500
1037,-0.980,-0.490
1038,-0.960,-0.495
1039,-0.950,-0.485
1040,-0.965,-0.510
1041,-0.990,-0.525
1042,-0.990,-0.535
1043,-1.000,-0.540
1044,-1.005,-0.520
1045,-0.995,-0.500
1046,-0.980,-0.495
1047,-0.960,-0.490
1048,-0.945,-0.490
1049,-0.940,-0.500
1050,-0.950,-0.505
1051,-0.860,-0.505
1052,-0.765,-0.415
1053,-0.580,-0.225
1054,-0.370,0.050
1055,-0.190,0.355
1056,-0.085,0.675
1057,-0.090,0.970
1058,-0.275,1.080
1059,-0.565,0.945
1060,-0.920,0.565
1061,-1.245,0.060
1062,-1.405,-0.370
1063,-1.365,-0.555
1064,-1.225,-0.530
1065,-1.100,-0.415
1066,-1.030,-0.350
1067,-0.995,-0.380
1068,-0.965,-0.440
1069,-0.945,-0.465
1070,-0.925,-0.465
1071,-0.930,-0.480
1072,-0.915,-0.470
1073,-0.910,-0.470
1074,-0.915,-0.490
1075,-0.920,-0.500
1076,-0.920,-0.500
1077,-0.925,-0.510
1078,-0.920,-0.495
1079,-0.905,-0.465
1080,-0.885,-0.465
1081,-0.870,-0.470
1082,-0.875,-0.475
1083,-0.890,-0.500
1084,-0.895,-0.500
1085,-0.900,-0.490
1086,-0.890,-0.480
1087,-0.875,-0.455
1088,-0.855,-0.455
1089,-0.860,-0.455
1090,-0.845,-0.460
1091,-0.840,-0.465
1092,-0.850,-0.485
1093,-0.845,-0.480
1094,-0.840,-0.470
1095,-0.835,-0.450
1096,-0.820,-0.440
1097,-0.805,-0.430
1098,-0.795,-0.440
1099,-0.815,-0.430
1100,-0.810,-0.420
1101,-0.810,-0.435
1102,-0.815,-0.440
1103,-0.790,-0.405
1104,-0.785,-0.365
1105,-0.780,-0.365
1106,-0.760,-0.345
1107,-0.750,-0.355
1108,-0.745,-0.365
1109,-0.750,-0.355
1110,-0.735,-0.350
1111,-0.720,-0.320
1112,-0.695,-0.295
1113,-0.670,-0.270
1114,-0.650,-0.250
1115,-0.630,-0.250
1116,-0.625,-0.235
1117,-0.620,-0.230
1118,-0.605,-0.215
1119,-0.595,-0.190
1120,-0.565,-0.160
1121,-0.530,-0.140
1122,-0.500,-0.105
1123,-0.490,-0.095
1124,-0.470,-0.090
1125,-0.465,-0.090
1126,-0.460,-0.090
1127,-0.445,-0.055
1128,-0.420,-0.045
1129,-0.410,-0.025
1130,-0.385,-0.005
1131,-0.380,-0.015
1132,-0.380,-0.020
1133,-0.390,-0.035
1134,-0.400,-0.040
1135,-0.410,-0.080
1136,-0.425,-0.080
1137,-0.435,-0.080
1138,-0.465,-0.085
1139,-0.490,-0.130
1140,-0.505,-0.165
1141,-0.560,-0.220
1142,-0.600,-0.255
1143,-0.640,-0.300
1144,-0.675,-0.335
1145,-0.700,-0.355
1146,-0.725,-0.380
1147,-0.740,-0.400
1148,-0.765,-0.445
1149,-0.795,-0.455
1150,-0.815,-0.470
1151,-0.850,-0.510
1152,-0.880,-0.530
1153,-0.885,-0.535
1154,-0.870,-0.515
1155,-0.875,-0.525
