'sample interval','V4'
823,2.010
824,2.015
825,2.010
826,2.010
827,1.990
828,2.000
829,2.005
830,2.000
831,1.985
832,1.985
833,1.980
834,1.980
835,1.975
836,1.975
837,1.955
838,1.955
839,1.970
840,1.960
841,1.960
842,1.950
843,1.950
844,1.945
845,1.945
846,1.940
847,1.930
848,1.930
849,1.930
850,1.940
851,1.940
852,1.930
853,1.930
854,1.925
855,1.925
856,1.920
857,1.920
858,1.920
859,1.915
860,1.920
861,1.915
862,1.915
863,1.900
864,1.910
865,1.900
866,1.900
867,1.900
868,1.900
869,1.895
870,1.900
871,1.900
872,1.910
873,1.910
874,1.910
875,1.895
876,1.900
877,1.915
878,1.915
879,1.910
880,1.910
881,1.910
882,1.915
883,1.910
884,1.910
885,1.900
886,1.910
887,1.920
888,1.910
889,1.900
890,1.915
891,1.920
892,1.925
893,1.915
894,1.910
895,1.915
896,1.920
897,1.930
898,1.945
899,1.960
900,1.970
901,1.975
902,1.990
903,1.990
904,2.000
905,2.000
906,2.035
907,2.105
908,2.125
909,2.095
910,2.070
911,2.070
912,2.070
913,2.070
914,2.050
915,2.040
916,2.015
917,2.000
918,1.960
919,1.955
920,1.930
921,1.895
922,1.890
923,1.885
924,1.885
925,1.870
926,1.865
927,1.870
928,1.870
929,1.860
930,1.855
931,1.850
932,1.855
933,1.855
934,1.860
935,1.865
936,1.870
937,1.900
938,1.910
939,1.890
940,1.860
941,1.830
942,1.850
943,2.050
944,2.395
945,2.875
946,3.385
947,3.605
948,3.600
949,3.580
950,3.565
951,3.535
952,3.395
953,2.675
954,1.615
955,1.595
956,1.850
957,1.940
958,2.000
959,1.975
960,1.930
961,1.880
962,1.850
963,1.830
964,1.835
965,1.835
966,1.835
967,1.835
968,1.840
969,1.840
970,1.855
971,1.860
972,1.855
973,1.860
974,1.855
975,1.860
976,1.865
977,1.885
978,1.890
979,1.900
980,1.920
981,1.915
982,1.915
983,1.925
984,1.930
985,1.945
986,1.955
987,1.975
988,1.980
989,2.000
990,2.000
991,2.020
992,2.040
993,2.050
994,2.060
995,2.075
996,2.110
997,2.125
998,2.135
999,2.155
1000,2.190
1001,2.215
1002,2.225
1003,2.250
1004,2.280
1005,2.300
1006,2.315
1007,2.360
1008,2.380
1009,2.400
1010,2.425
1011,2.455
1012,2.480
1013,2.495
1014,2.500
1015,2.510
1016,2.545
1017,2.550
1018,2.555
1019,2.575
1020,2.585
1021,2.590
1022,2.585
1023,2.560
1024,2.525
1025,2.485
1026,2.435
1027,2.370
1028,2.335
1029,2.275
1030,2.225
1031,2.180
1032,2.150
1033,2.110
1034,2.080
1035,2.060
1036,2.050
1037,2.040
1038,2.015
1039,2.005
1040,2.005
1041,2.000
1042,1.985
1043,1.985
1044,1.975
1045,1.975
1046,1.970
1047,1.945
1048,1.945
1049,1.955
1050,1.970
1051,1.960
1052,1.970
1053,1.955
1054,1.960
1055,1.945
1056,1.945
1057,1.945
1058,1.945
1059,1.940
1060,1.930
1061,1.915
1062,1.925
1063,1.915
1064,1.910
1065,1.900
1066,1.910
1067,1.890
1068,1.895
1069,1.885
1070,1.885
1071,1.865
1072,1.870
1073,1.860
1074,1.860
1075,1.855
1076,1.860
1077,1.860
1078,1.855
1079,1.840
1080,1.850
1081,1.830
1082,1.820
1083,1.810
1084,1.805
1085,1.795
1086,1.805
1087,1.800
1088,1.800
1089,1.790
1090,1.780
1091,1.790
1092,1.780
1093,1.780
1094,1.775
1095,1.770
1096,1.775
1097,1.775
1098,1.765
1099,1.765
1100,1.765
1101,1.760
1102,1.765
1103,1.765
1104,1.770
1105,1.765
1106,1.770
1107,1.765
1108,1.765
1109,1.760
1110,1.760
1111,1.760
1112,1.765
1113,1.765
1114,1.765
1115,1.775
1116,1.770
1117,1.765
1118,1.770
1119,1.760
1120,1.750
1121,1.760
1122,1.760
1123,1.765
1124,1.770
1125,1.770
1126,1.780
1127,1.780
1128,1.790
1129,1.765
1130,1.760
1131,1.765
1132,1.775
1133,1.790
1134,1.795
1135,1.780
1136,1.790
1137,1.790
1138,1.800
1139,1.810
1140,1.825
1141,1.840
1142,1.850
1143,1.865
1144,1.860
1145,1.865
1146,1.890
1147,1.950
1148,2.000
1149,1.975
1150,1.940
1151,1.925
1152,1.930
1153,1.930
1154,1.925
1155,1.895
1156,1.870
1157,1.860
1158,1.830
1159,1.810
1160,1.805
1161,1.780
1162,1.750
1163,1.745
1164,1.750
1165,1.740
1166,1.740
1167,1.740
1168,1.735
1169,1.730
1170,1.735
1171,1.735
1172,1.730
1173,1.735
1174,1.740
1175,1.745
1176,1.760
1177,1.760
1178,1.770
1179,1.775
1180,1.770
1181,1.745
1182,1.720
1183,1.705
1184,1.825
1185,2.090
1186,2.530
1187,3.115
1188,3.515
1189,3.590
1190,3.570
1191,3.545
1192,3.535
1193,3.450
1194,3.020
1195,1.865
1196,1.325
1197,1.505
1198,1.710
1199,1.805
1200,1.850
1201,1.810
1202,1.780
1203,1.760
1204,1.735
1205,1.715
1206,1.710
1207,1.710
1208,1.705
1209,1.710
1210,1.735
1211,1.720
1212,1.715
1213,1.735
1214,1.740
1215,1.750
1216,1.750
1217,1.745
1218,1.760
1219,1.750
1220,1.745
1221,1.765
1222,1.770
1223,1.790
1224,1.790
1225,1.795
1226,1.810
1227,1.820
1228,1.830
1229,1.835
1230,1.850
1231,1.840
1232,1.870
1233,1.885
1234,1.900
1235,1.925
1236,1.925
1237,1.945
1238,1.960
1239,1.985
1240,2.000
1241,2.035
1242,2.050
1243,2.070
1244,2.100
1245,2.120
1246,2.150
1247,2.150
1248,2.170
1249,2.210
1250,2.245
1251,2.270
1252,2.290
1253,2.310
1254,2.320
1255,2.340
1256,2.360
1257,2.380
1258,2.395
1259,2.390
1260,2.405
1261,2.405
1262,2.410
1263,2.410
1264,2.405
1265,2.390
1266,2.375
1267,2.345
1268,2.305
1269,2.260
1270,2.220
1271,2.180
1272,2.140
1273,2.090
1274,2.045
1275,2.005
1276,1.975
1277,1.950
1278,1.930
1279,1.915
1280,1.890
1281,1.890
1282,1.880
1283,1.865
1284,1.850
1285,1.840
1286,1.850
1287,1.850
1288,1.835
1289,1.835
1290,1.850
1291,1.835
1292,1.840
1293,1.835
1294,1.830
1295,1.830
1296,1.825
1297,1.830
1298,1.820
1299,1.820
1300,1.810
1301,1.820
1302,1.830
1303,1.820
1304,1.820
1305,1.810
1306,1.805
1307,1.800
1308,1.805
1309,1.810
1310,1.805
1311,1.795
1312,1.795
1313,1.805
1314,1.790
1315,1.790
1316,1.790
1317,1.780
1318,1.770
1319,1.770
1320,1.765
1321,1.750
1322,1.750
1323,1.740
1324,1.745
1325,1.740
1326,1.740
1327,1.740
1328,1.735
1329,1.735
1330,1.735
1331,1.720
1332,1.715
1333,1.710
1334,1.710
1335,1.710
1336,1.710
1337,1.690
1338,1.710
1339,1.690
1340,1.705
1341,1.700
1342,1.710
1343,1.700
1344,1.715
1345,1.710
1346,1.710
1347,1.700
1348,1.700
1349,1.690
1350,1.700
1351,1.700
1352,1.700
1353,1.700
1354,1.710
1355,1.705
1356,1.710
1357,1.690
1358,1.685
1359,1.690
1360,1.690
1361,1.690
1362,1.710
1363,1.715
1364,1.710
1365,1.705
1366,1.700
1367,1.700
1368,1.710
1369,1.700
1370,1.700
1371,1.700
1372,1.715
1373,1.720
1374,1.735
1375,1.745
1376,1.750
1377,1.745
1378,1.770
1379,1.770
1380,1.765
1381,1.780
1382,1.825
1383,1.880
1384,1.870
1385,1.840
1386,1.830
1387,1.830
1388,1.835
1389,1.840
1390,1.820
1391,1.795
1392,1.790
1393,1.780
1394,1.745
1395,1.735
1396,1.715
1397,1.700
1398,1.690
1399,1.685
1400,1.670
1401,1.660
1402,1.660
1403,1.660
1404,1.645
1405,1.645
1406,1.645
1407,1.645
1408,1.655
1409,1.650
1410,1.650
1411,1.660
1412,1.670
1413,1.675
1414,1.690
1415,1.690
1416,1.690
1417,1.675
1418,1.660
1419,1.735
1420,2.000
1421,2.365
1422,2.885
1423,3.390
1424,3.560
1425,3.535
1426,3.510
1427,3.485
1428,3.440
1429,3.095
1430,2.000
1431,1.310
1432,1.480
1433,1.700
1434,1.780
1435,1.805
1436,1.765
1437,1.735
1438,1.690
1439,1.655
1440,1.650
1441,1.645
1442,1.655
1443,1.670
1444,1.670
1445,1.670
1446,1.660
1447,1.660
1448,1.670
1449,1.660
1450,1.670
1451,1.670
1452,1.680
1453,1.685
1454,1.690
1455,1.700
1456,1.710
1457,1.710
1458,1.705
1459,1.710
1460,1.720
1461,1.740
1462,1.760
1463,1.770
1464,1.775
1465,1.790
1466,1.810
1467,1.830
1468,1.840
1469,1.850
1470,1.865
1471,1.890
1472,1.910
1473,1.915
1474,1.940
1475,1.950
1476,1.970
1477,1.985
1478,2.010
1479,2.035
1480,2.050
1481,2.075
1482,2.100
1483,2.125
1484,2.150
1485,2.165
1486,2.195
1487,2.215
1488,2.230
1489,2.255
1490,2.285
1491,2.290
1492,2.305
1493,2.315
1494,2.335
1495,2.340
1496,2.350
1497,2.350
1498,2.340
1499,2.310
1500,2.285
1501,2.240
1502,2.180
1503,2.150
1504,2.110
1505,2.070
1506,2.030
1507,1.980
1508,1.960
1509,1.930
1510,1.915
1511,1.890
1512,1.885
1513,1.865
1514,1.860
1515,1.850
1516,1.835
1517,1.830
1518,1.825
1519,1.820
1520,1.810
1521,1.805
1522,1.810
1523,1.800
1524,1.820
1525,1.810
1526,1.810
1527,1.805
1528,1.810
1529,1.810
1530,1.820
1531,1.810
1532,1.825
1533,1.830
1534,1.830
1535,1.820
1536,1.810
1537,1.825
1538,1.820
1539,1.820
1540,1.825
1541,1.820
1542,1.825
1543,1.820
1544,1.820
1545,1.810
1546,1.810
1547,1.820
1548,1.810
1549,1.805
1550,1.805
1551,1.810
1552,1.810
1553,1.805
1554,1.805
1555,1.800
1556,1.795
1557,1.780
1558,1.780
1559,1.780
1560,1.780
1561,1.775
1562,1.765
1563,1.765
1564,1.750
1565,1.745
1566,1.745
1567,1.745
1568,1.740
1569,1.740
1570,1.745
1571,1.750
1572,1.750
1573,1.750
1574,1.745
1575,1.735
1576,1.745
1577,1.745
1578,1.745
1579,1.760
1580,1.750
1581,1.750
1582,1.765
1583,1.750
1584,1.750
1585,1.740
1586,1.750
1587,1.760
1588,1.760
1589,1.770
1590,1.765
1591,1.765
1592,1.760
1593,1.760
1594,1.750
1595,1.750
1596,1.765
1597,1.760
1598,1.760
1599,1.750
1600,1.765
1601,1.770
1602,1.765
1603,1.770
1604,1.765
1605,1.765
1606,1.770
1607,1.775
1608,1.775
1609,1.770
1610,1.770
1611,1.765
1612,1.765
1613,1.765
1614,1.780
1615,1.780
1616,1.790
1617,1.805
1618,1.830
1619,1.830
1620,1.835
1621,1.850
1622,1.850
1623,1.835
1624,1.860
1625,1.915
1626,1.960
1627,1.960
1628,1.945
1629,1.915
1630,1.925
1631,1.925
1632,1.920
1633,1.910
1634,1.895
1635,1.885
1636,1.860
1637,1.840
1638,1.830
1639,1.800
1640,1.790
1641,1.765
1642,1.765
1643,1.765
1644,1.770
1645,1.760
1646,1.750
1647,1.745
1648,1.750
1649,1.745
1650,1.750
1651,1.745
1652,1.745
1653,1.765
1654,1.765
1655,1.775
1656,1.770
1657,1.775
1658,1.780
1659,1.775
1660,1.735
1661,1.740
1662,1.940
1663,2.270
1664,2.740
1665,3.250
1666,3.565
1667,3.605
1668,3.565
1669,3.545
1670,3.520
1671,3.385
1672,2.680
1673,1.590
1674,1.520
1675,1.760
1676,1.860
1677,1.915
1678,1.900
1679,1.855
1680,1.805
1681,1.760
1682,1.745
1683,1.740
1684,1.740
1685,1.745
1686,1.750
1687,1.750
1688,1.760
1689,1.765
1690,1.770
1691,1.775
1692,1.790
1693,1.780
1694,1.795
1695,1.800
1696,1.810
1697,1.820
1698,1.820
1699,1.820
1700,1.830
1701,1.830
1702,1.840
1703,1.855
1704,1.860
1705,1.880
1706,1.890
1707,1.910
1708,1.915
1709,1.940
1710,1.940
1711,1.945
1712,1.970
1713,2.000
1714,2.015
1715,2.030
1716,2.050
1717,2.080
1718,2.095
1719,2.125
1720,2.135
1721,2.150
1722,2.180
1723,2.215
1724,2.230
1725,2.250
1726,2.270
1727,2.300
1728,2.320
1729,2.340
1730,2.340
1731,2.360
1732,2.400
1733,2.420
1734,2.435
1735,2.460
1736,2.485
1737,2.500
1738,2.515
1739,2.520
1740,2.525
1741,2.530
1742,2.540
1743,2.530
1744,2.510
1745,2.455
1746,2.410
1747,2.360
1748,2.300
1749,2.260
1750,2.215
1751,2.165
1752,2.125
1753,2.090
1754,2.060
1755,2.020
1756,2.010
1757,1.985
1758,1.975
1759,1.960
1760,1.960
1761,1.955
1762,1.950
1763,1.945
1764,1.925
1765,1.930
1766,1.920
1767,1.920
1768,1.915
1769,1.915
1770,1.915
1771,1.910
1772,1.910
1773,1.910
1774,1.900
1775,1.890
1776,1.895
1777,1.885
1778,1.890
1779,1.890
1780,1.900
1781,1.890
1782,1.885
1783,1.885
1784,1.885
1785,1.885
1786,1.885
1787,1.885
1788,1.880
1789,1.870
1790,1.870
1791,1.870
1792,1.870
1793,1.860
1794,1.860
1795,1.860
1796,1.855
1797,1.855
1798,1.855
1799,1.840
1800,1.835
1801,1.830
1802,1.820
1803,1.825
1804,1.825
1805,1.825
1806,1.820
1807,1.825
1808,1.820
1809,1.805
1810,1.805
1811,1.805
1812,1.790
1813,1.775
1814,1.780
1815,1.780
1816,1.780
1817,1.790
1818,1.790
1819,1.790
1820,1.775
1821,1.765
1822,1.775
1823,1.790
1824,1.795
1825,1.790
1826,1.795
1827,1.790
1828,1.790
1829,1.795
1830,1.790
1831,1.790
1832,1.790
1833,1.780
1834,1.780
1835,1.790
1836,1.795
1837,1.790
1838,1.795
1839,1.775
1840,1.780
1841,1.790
1842,1.795
1843,1.795
1844,1.800
1845,1.795
1846,1.795
1847,1.795
1848,1.800
1849,1.800
1850,1.810
1851,1.810
1852,1.825
1853,1.825
1854,1.820
1855,1.820
1856,1.825
1857,1.810
1858,1.820
1859,1.820
1860,1.820
1861,1.830
1862,1.830
1863,1.830
1864,1.835
1865,1.835
1866,1.855
1867,1.865
1868,1.870
1869,1.900
1870,1.910
1871,1.900
1872,1.900
1873,1.925
1874,2.000
1875,2.030
1876,2.005
1877,1.975
1878,1.975
1879,1.980
1880,1.980
1881,1.960
1882,1.940
1883,1.920
1884,1.910
1885,1.880
1886,1.860
1887,1.855
1888,1.835
1889,1.810
1890,1.805
1891,1.795
1892,1.805
1893,1.805
1894,1.795
1895,1.795
1896,1.775
1897,1.780
1898,1.790
1899,1.795
1900,1.790
1901,1.790
1902,1.805
1903,1.810
1904,1.825
1905,1.825
1906,1.840
1907,1.830
1908,1.805
1909,1.770
1910,1.805
1911,2.035
1912,2.400
1913,2.940
1914,3.450
1915,3.620
1916,3.590
1917,3.580
1918,3.560
1919,3.515
1920,3.280
1921,2.345
1922,1.495
1923,1.620
1924,1.835
1925,1.925
1926,1.945
1927,1.900
1928,1.860
1929,1.810
1930,1.790
1931,1.790
1932,1.790
1933,1.780
1934,1.790
1935,1.805
1936,1.805
1937,1.805
1938,1.800
1939,1.795
1940,1.805
1941,1.810
1942,1.820
1943,1.830
1944,1.835
1945,1.835
1946,1.855
1947,1.855
1948,1.855
1949,1.860
1950,1.865
1951,1.885
1952,1.895
1953,1.900
1954,1.900
1955,1.925
1956,1.930
1957,1.940
1958,1.945
1959,1.975
1960,1.985
1961,2.000
1962,2.020
1963,2.030
1964,2.045
1965,2.075
1966,2.095
1967,2.125
1968,2.140
1969,2.165
1970,2.185
1971,2.215
1972,2.230
1973,2.250
1974,2.275
1975,2.290
1976,2.335
1977,2.350
1978,2.375
1979,2.395
1980,2.420
1981,2.430
1982,2.480
1983,2.490
1984,2.495
1985,2.515
1986,2.525
1987,2.540
1988,2.550
1989,2.540
1990,2.520
1991,2.510
1992,2.480
1993,2.410
1994,2.345
1995,2.310
1996,2.280
1997,2.225
1998,2.180
1999,2.140
2000,2.110
2001,2.065
2002,2.045
2003,2.030
2004,2.010
2005,1.985
2006,1.975
2007,1.975
2008,1.970
2009,1.950
2010,1.945
2011,1.940
2012,1.925
2013,1.925
2014,1.920
2015,1.915
2016,1.915
2017,1.910
2018,1.915
2019,1.890
2020,1.895
2021,1.890
2022,1.900
2023,1.910
2024,1.900
2025,1.900
2026,1.900
2027,1.915
2028,1.900
2029,1.900
2030,1.900
2031,1.890
2032,1.895
2033,1.885
2034,1.890
2035,1.885
2036,1.870
2037,1.860
2038,1.885
2039,1.890
2040,1.885
2041,1.880
2042,1.880
2043,1.880
2044,1.865
2045,1.855
2046,1.850
2047,1.840
2048,1.840
2049,1.830
2050,1.830
2051,1.830
2052,1.825
2053,1.820
2054,1.825
2055,1.810
2056,1.790
2057,1.780
2058,1.790
2059,1.795
2060,1.790
2061,1.780
2062,1.780
2063,1.780
2064,1.790
2065,1.770
2066,1.770
2067,1.770
2068,1.775
2069,1.775
2070,1.780
2071,1.770
2072,1.765
2073,1.765
2074,1.765
2075,1.770
2076,1.770
2077,1.770
2078,1.780
2079,1.780
2080,1.770
2081,1.770
2082,1.775
2083,1.770
2084,1.775
2085,1.775
2086,1.780
2087,1.790
2088,1.780
2089,1.780
2090,1.780
2091,1.780
2092,1.780
2093,1.790
2094,1.795
2095,1.795
2096,1.800
2097,1.790
2098,1.795
2099,1.795
2100,1.810
2101,1.800
2102,1.805
2103,1.810
2104,1.810
2105,1.805
2106,1.805
2107,1.810
2108,1.805
2109,1.805
2110,1.800
2111,1.810
2112,1.835
2113,1.850
2114,1.850
2115,1.870
2116,1.885
2117,1.860
2118,1.880
2119,1.910
2120,1.970
2121,1.980
2122,1.950
2123,1.925
2124,1.920
2125,1.930
2126,1.925
2127,1.915
2128,1.890
2129,1.860
2130,1.840
2131,1.805
2132,1.810
2133,1.805
2134,1.790
2135,1.780
2136,1.765
2137,1.750
