'sample interval','ECG1','ECG2'
857,-0.235,-0.205
858,-0.235,-0.205
859,-0.235,-0.200
860,-0.235,-0.195
861,-0.230,-0.190
862,-0.225,-0.185
863,-0.225,-0.185
864,-0.225,-0.185
865,-0.225,-0.190
866,-0.225,-0.190
867,-0.220,-0.180
868,-0.210,-0.175
869,-0.200,-0.170
870,-0.195,-0.165
871,-0.190,-0.165
872,-0.210,-0.165
873,-0.240,-0.170
874,-0.355,-0.145
875,-0.245,-0.175
876,-0.440,-0.025
877,-0.390,0.055
878,0.020,0.100
879,0.460,0.145
880,1.160,0.180
881,1.785,0.215
882,1.955,0.225
883,1.930,0.180
884,1.020,-0.135
885,0.175,-0.485
886,-0.465,-0.965
887,-0.935,-1.370
888,-0.980,-1.580
889,-0.955,-1.660
890,-0.760,-1.460
891,-0.565,-1.240
892,-0.375,-0.970
893,-0.240,-0.705
894,-0.180,-0.445
895,-0.145,-0.260
896,-0.140,-0.155
897,-0.135,-0.090
898,-0.130,-0.055
899,-0.125,-0.030
900,-0.120,-0.015
901,-0.110,-0.005
902,-0.100,0.000
903,-0.095,0.005
904,-0.095,0.005
905,-0.090,0.015
906,-0.080,0.030
907,-0.070,0.040
908,-0.060,0.050
909,-0.055,0.055
910,-0.050,0.060
911,-0.045,0.065
912,-0.045,0.070
913,-0.035,0.075
914,-0.020,0.080
915,-0.015,0.090
916,-0.010,0.100
917,0.005,0.110
918,0.015,0.115
919,0.025,0.120
920,0.035,0.125
921,0.045,0.135
922,0.055,0.145
923,0.075,0.160
924,0.095,0.175
925,0.105,0.185
926,0.115,0.195
927,0.130,0.205
928,0.150,0.220
929,0.175,0.245
930,0.200,0.265
931,0.225,0.285
932,0.250,0.300
933,0.275,0.320
934,0.305,0.340
935,0.330,0.360
936,0.360,0.385
937,0.400,0.410
938,0.440,0.430
939,0.475,0.445
940,0.505,0.460
941,0.530,0.475
942,0.550,0.485
943,0.565,0.485
944,0.585,0.485
945,0.605,0.490
946,0.620,0.490
947,0.630,0.480
948,0.625,0.460
949,0.610,0.435
950,0.575,0.395
951,0.535,0.355
952,0.470,0.310
953,0.395,0.265
954,0.325,0.215
955,0.255,0.170
956,0.185,0.125
957,0.120,0.080
958,0.060,0.040
959,-0.005,-0.005
960,-0.045,-0.030
961,-0.085,-0.055
962,-0.115,-0.075
963,-0.145,-0.095
964,-0.165,-0.110
965,-0.185,-0.125
966,-0.195,-0.135
967,-0.205,-0.145
968,-0.210,-0.150
969,-0.215,-0.155
970,-0.220,-0.155
971,-0.225,-0.155
972,-0.230,-0.160
973,-0.235,-0.165
974,-0.235,-0.165
975,-0.235,-0.165
976,-0.235,-0.165
977,-0.235,-0.165
978,-0.230,-0.160
979,-0.225,-0.155
980,-0.225,-0.155
981,-0.225,-0.155
982,-0.230,-0.160
983,-0.235,-0.160
984,-0.230,-0.150
985,-0.225,-0.145
986,-0.225,-0.150
987,-0.225,-0.155
988,-0.225,-0.155
989,-0.225,-0.155
990,-0.230,-0.160
991,-0.235,-0.160
992,-0.230,-0.150
993,-0.225,-0.145
994,-0.220,-0.145
995,-0.215,-0.145
996,-0.215,-0.145
997,-0.215,-0.145
998,-0.210,-0.150
999,-0.205,-0.155
1000,-0.205,-0.155
1001,-0.205,-0.145
1002,-0.205,-0.145
1003,-0.205,-0.150
1004,-0.205,-0.155
1005,-0.210,-0.155
1006,-0.215,-0.155
1007,-0.215,-0.155
1008,-0.215,-0.155
1009,-0.210,-0.155
1010,-0.205,-0.155
1011,-0.210,-0.160
1012,-0.215,-0.165
1013,-0.215,-0.170
1014,-0.215,-0.175
1015,-0.215,-0.170
1016,-0.215,-0.165
1017,-0.215,-0.170
1018,-0.215,-0.175
1019,-0.215,-0.175
1020,-0.215,-0.175
1021,-0.220,-0.180
1022,-0.225,-0.185
1023,-0.220,-0.180
1024,-0.215,-0.175
1025,-0.215,-0.175
1026,-0.215,-0.175
1027,-0.215,-0.180
1028,-0.215,-0.185
1029,-0.215,-0.185
1030,-0.215,-0.180
1031,-0.210,-0.170
1032,-0.190,-0.160
1033,-0.165,-0.150
1034,-0.150,-0.135
1035,-0.140,-0.120
1036,-0.135,-0.115
1037,-0.140,-0.115
1038,-0.125,-0.115
1039,-0.100,-0.110
1040,-0.075,-0.105
1041,-0.050,-0.100
1042,-0.055,-0.100
1043,-0.065,-0.105
1044,-0.080,-0.125
1045,-0.095,-0.145
1046,-0.080,-0.155
1047,-0.065,-0.165
1048,-0.075,-0.155
1049,-0.085,-0.145
1050,-0.115,-0.150
1051,-0.145,-0.155
1052,-0.190,-0.170
1053,-0.225,-0.185
1054,-0.230,-0.195
1055,-0.235,-0.205
1056,-0.235,-0.200
1057,-0.235,-0.195
1058,-0.235,-0.200
1059,-0.235,-0.205
1060,-0.235,-0.210
1061,-0.235,-0.215
1062,-0.230,-0.205
1063,-0.225,-0.195
1064,-0.230,-0.195
1065,-0.235,-0.195
1066,-0.235,-0.195
1067,-0.235,-0.195
1068,-0.235,-0.200
1069,-0.235,-0.205
1070,-0.235,-0.200
1071,-0.230,-0.195
1072,-0.220,-0.190
1073,-0.215,-0.185
1074,-0.215,-0.180
1075,-0.215,-0.175
1076,-0.210,-0.180
1077,-0.205,-0.185
1078,-0.200,-0.180
1079,-0.195,-0.175
1080,-0.200,-0.170
1081,-0.295,-0.155
1082,-0.400,-0.140
1083,-0.460,-0.085
1084,-0.525,-0.025
1085,-0.265,0.055
1086,0.015,0.135
1087,0.655,0.155
1088,1.275,0.175
1089,1.760,0.220
1090,2.110,0.240
1091,1.675,0.115
1092,1.130,-0.075
1093,0.145,-0.545
1094,-0.645,-1.000
1095,-0.860,-1.430
1096,-0.985,-1.705
1097,-0.865,-1.590
1098,-0.705,-1.425
1099,-0.470,-1.160
1100,-0.295,-0.875
1101,-0.205,-0.565
1102,-0.150,-0.325
1103,-0.130,-0.190
1104,-0.115,-0.100
1105,-0.120,-0.065
1106,-0.125,-0.040
1107,-0.120,-0.030
1108,-0.115,-0.025
1109,-0.110,-0.020
1110,-0.105,-0.005
1111,-0.100,0.015
1112,-0.095,0.025
1113,-0.090,0.025
1114,-0.085,0.030
1115,-0.080,0.040
1116,-0.070,0.045
1117,-0.060,0.050
1118,-0.050,0.065
1119,-0.040,0.080
1120,-0.035,0.085
1121,-0.030,0.085
1122,-0.025,0.085
1123,-0.020,0.085
1124,-0.010,0.095
1125,-0.015,0.085
1126,0.015,0.125
1127,0.025,0.135
1128,0.040,0.140
1129,0.055,0.145
1130,0.060,0.150
1131,0.065,0.155
1132,0.085,0.170
1133,0.105,0.185
1134,0.120,0.200
1135,0.135,0.215
1136,0.150,0.230
1137,0.165,0.245
1138,0.175,0.255
1139,0.195,0.270
1140,0.230,0.290
1141,0.260,0.310
1142,0.290,0.340
1143,0.320,0.365
1144,0.355,0.390
1145,0.390,0.405
1146,0.425,0.420
1147,0.460,0.435
1148,0.490,0.455
1149,0.520,0.470
1150,0.550,0.485
1151,0.575,0.495
1152,0.595,0.495
1153,0.605,0.495
1154,0.610,0.490
1155,0.615,0.475
1156,0.620,0.460
1157,0.610,0.440
1158,0.585,0.415
1159,0.535,0.370
1160,0.485,0.325
1161,0.405,0.270
1162,0.315,0.215
1163,0.245,0.165
1164,0.170,0.120
1165,0.110,0.080
1166,0.050,0.040
1167,-0.005,-0.005
1168,-0.055,-0.045
1169,-0.090,-0.070
1170,-0.125,-0.095
1171,-0.150,-0.110
1172,-0.175,-0.125
1173,-0.190,-0.130
1174,-0.205,-0.135
1175,-0.210,-0.145
1176,-0.215,-0.155
1177,-0.225,-0.160
1178,-0.235,-0.165
1179,-0.235,-0.165
1180,-0.235,-0.165
1181,-0.230,-0.160
1182,-0.225,-0.155
1183,-0.220,-0.155
1184,-0.215,-0.155
1185,-0.225,-0.160
1186,-0.235,-0.165
1187,-0.240,-0.160
1188,-0.245,-0.155
1189,-0.240,-0.155
1190,-0.235,-0.155
1191,-0.230,-0.155
1192,-0.225,-0.155
1193,-0.230,-0.160
1194,-0.235,-0.165
1195,-0.235,-0.160
1196,-0.235,-0.155
1197,-0.230,-0.150
1198,-0.225,-0.145
1199,-0.225,-0.145
1200,-0.225,-0.145
1201,-0.225,-0.150
1202,-0.225,-0.155
