'sample interval','MLII','V1'
127,-1.320,-0.765
128,-1.320,-0.790
129,-1.340,-0.780
130,-1.345,-0.775
131,-1.325,-0.745
132,-1.315,-0.720
133,-1.300,-0.705
134,-1.300,-0.720
135,-1.300,-0.745
136,-1.315,-0.760
137,-1.335,-0.765
138,-1.350,-0.765
139,-1.355,-0.760
140,-1.350,-0.730
141,-1.340,-0.715
142,-1.345,-0.705
143,-1.370,-0.720
144,-1.385,-0.750
145,-1.370,-0.760
146,-1.365,-0.760
147,-1.365,-0.735
148,-1.345,-0.700
149,-1.315,-0.670
150,-1.305,-0.665
151,-1.270,-0.660
152,-1.270,-0.665
153,-1.310,-0.690
154,-1.325,-0.695
155,-1.320,-0.720
156,-1.285,-0.710
157,-1.255,-0.705
158,-1.240,-0.690
159,-1.215,-0.695
160,-1.195,-0.680
161,-1.195,-0.695
162,-1.205,-0.725
163,-1.200,-0.765
164,-1.205,-0.760
165,-1.215,-0.720
166,-1.215,-0.690
167,-1.235,-0.690
168,-1.255,-0.720
169,-1.285,-0.740
170,-1.305,-0.765
171,-1.355,-0.765
172,-1.380,-0.755
173,-1.400,-0.750
174,-1.400,-0.745
175,-1.400,-0.755
176,-1.385,-0.760
177,-1.380,-0.770
178,-1.380,-0.780
179,-1.405,-0.775
180,-1.425,-0.760
181,-1.425,-0.740
182,-1.420,-0.715
183,-1.395,-0.695
184,-1.390,-0.705
185,-1.395,-0.750
186,-1.380,-0.815
187,-1.330,-0.870
188,-1.230,-0.930
189,-1.020,-0.975
190,-0.725,-1.020
191,-0.370,-1.080
192,0.010,-1.160
193,0.370,-1.270
194,0.775,-1.350
195,1.195,-1.320
196,1.430,-1.175
197,1.285,-1.010
198,0.590,-0.920
199,-0.330,-0.885
200,-0.615,-0.890
201,-1.970,-0.865
202,-1.925,-0.830
203,-1.560,-0.775
204,-1.275,-0.730
205,-1.185,-0.720
206,-1.225,-0.720
207,-1.285,-0.740
208,-1.335,-0.715
209,-1.355,-0.715
210,-1.360,-0.710
211,-1.365,-0.700
212,-1.370,-0.720
213,-1.395,-0.710
214,-1.380,-0.695
215,-1.375,-0.690
216,-1.335,-0.675
217,-1.300,-0.685
218,-1.290,-0.690
219,-1.295,-0.700
220,-1.295,-0.715
221,-1.290,-0.715
222,-1.285,-0.690
223,-1.260,-0.660
224,-1.230,-0.650
225,-1.225,-0.630
226,-1.215,-0.655
227,-1.225,-0.685
228,-1.210,-0.695
229,-1.195,-0.705
230,-1.175,-0.695
231,-1.145,-0.675
232,-1.100,-0.665
233,-1.070,-0.660
234,-1.050,-0.675
235,-1.035,-0.675
236,-1.040,-0.680
237,-1.025,-0.665
238,-1.020,-0.660
239,-0.975,-0.640
240,-0.935,-0.620
241,-0.875,-0.595
242,-0.845,-0.605
243,-0.815,-0.605
244,-0.765,-0.615
245,-0.735,-0.625
246,-0.745,-0.620
247,-0.700,-0.600
248,-0.685,-0.575
249,-0.650,-0.570
250,-0.635,-0.575
251,-0.600,-0.605
252,-0.600,-0.620
253,-0.600,-0.620
254,-0.615,-0.600
255,-0.620,-0.585
256,-0.640,-0.590
257,-0.650,-0.625
258,-0.680,-0.615
259,-0.745,-0.620
260,-0.790,-0.640
261,-0.875,-0.670
262,-0.935,-0.690
263,-0.985,-0.680
264,-1.015,-0.675
265,-1.060,-0.675
266,-1.070,-0.690
267,-1.095,-0.690
268,-1.125,-0.700
269,-1.160,-0.715
270,-1.200,-0.720
271,-1.235,-0.750
272,-1.235,-0.740
273,-1.225,-0.765
274,-1.220,-0.740
275,-1.215,-0.735
276,-1.215,-0.745
277,-1.230,-0.745
278,-1.245,-0.745
279,-1.250,-0.735
280,-1.255,-0.725
281,-1.245,-0.715
282,-1.230,-0.720
283,-1.210,-0.720
284,-1.200,-0.740
285,-1.205,-0.765
286,-1.215,-0.760
287,-1.190,-0.745
288,-1.195,-0.725
289,-1.185,-0.720
290,-1.160,-0.680
291,-1.150,-0.690
292,-1.140,-0.705
293,-1.145,-0.720
294,-1.155,-0.745
295,-1.160,-0.775
296,-1.150,-0.770
297,-1.150,-0.765
298,-1.160,-0.755
299,-1.160,-0.730
300,-1.155,-0.715
301,-1.135,-0.730
302,-1.130,-0.725
303,-1.135,-0.725
304,-1.155,-0.730
305,-1.160,-0.720
306,-1.150,-0.710
307,-1.145,-0.695
308,-1.135,-0.680
309,-1.170,-0.680
310,-1.175,-0.710
311,-1.190,-0.755
312,-1.190,-0.780
313,-1.200,-0.780
314,-1.205,-0.760
315,-1.180,-0.750
316,-1.160,-0.745
317,-1.170,-0.745
318,-1.180,-0.730
319,-1.175,-0.730
320,-1.190,-0.775
321,-1.200,-0.800
322,-1.200,-0.820
323,-1.210,-0.785
324,-1.195,-0.745
325,-1.175,-0.735
326,-1.160,-0.705
327,-1.160,-0.725
328,-1.190,-0.750
329,-1.225,-0.780
330,-1.240,-0.785
331,-1.215,-0.765
332,-1.200,-0.750
333,-1.195,-0.735
334,-1.200,-0.735
335,-1.210,-0.750
336,-1.210,-0.765
337,-1.215,-0.755
338,-1.210,-0.715
339,-1.195,-0.670
340,-1.150,-0.675
341,-1.125,-0.710
342,-1.120,-0.710
343,-1.110,-0.720
344,-1.090,-0.695
345,-1.100,-0.690
346,-1.105,-0.695
347,-1.110,-0.695
348,-1.095,-0.715
349,-1.085,-0.710
350,-1.075,-0.705
351,-1.035,-0.730
352,-1.000,-0.750
353,-0.985,-0.765
354,-0.970,-0.775
355,-0.990,-0.760
356,-1.010,-0.730
357,-0.995,-0.715
358,-0.990,-0.705
359,-0.985,-0.725
360,-1.015,-0.735
361,-1.060,-0.745
362,-1.080,-0.750
363,-1.135,-0.745
364,-1.155,-0.735
365,-1.185,-0.730
366,-1.185,-0.735
367,-1.200,-0.760
368,-1.210,-0.750
369,-1.215,-0.755
370,-1.205,-0.755
371,-1.205,-0.750
372,-1.205,-0.740
373,-1.200,-0.715
374,-1.195,-0.715
375,-1.185,-0.705
376,-1.175,-0.740
377,-1.200,-0.745
378,-1.230,-0.775
379,-1.210,-0.815
380,-1.180,-0.835
381,-1.065,-0.920
382,-0.855,-1.020
383,-0.505,-1.135
384,-0.035,-1.250
385,0.505,-1.370
386,1.065,-1.495
387,1.615,-1.545
388,2.060,-1.525
389,2.320,-1.400
390,2.345,-1.220
391,2.050,-1.030
392,1.260,-0.935
393,0.340,-0.915
394,-0.585,-0.900
395,-1.505,-0.865
396,-1.610,-0.795
397,-1.200,-0.740
398,-0.875,-0.720
399,-0.820,-0.700
400,-0.840,-0.710
401,-1.055,-0.745
402,-1.150,-0.760
403,-1.160,-0.750
404,-1.150,-0.725
405,-1.150,-0.700
406,-1.135,-0.670
407,-1.145,-0.660
408,-1.130,-0.670
409,-1.130,-0.675
410,-1.115,-0.690
411,-1.105,-0.705
412,-1.105,-0.695
413,-1.120,-0.705
414,-1.100,-0.705
415,-1.075,-0.685
416,-1.060,-0.665
417,-1.040,-0.655
418,-1.040,-0.645
419,-1.040,-0.670
420,-1.035,-0.685
421,-1.040,-0.700
422,-1.025,-0.685
423,-1.005,-0.670
424,-0.990,-0.640
425,-0.975,-0.635
426,-0.945,-0.650
427,-0.925,-0.675
428,-0.910,-0.675
429,-0.880,-0.660
430,-0.860,-0.645
431,-0.850,-0.615
432,-0.825,-0.615
433,-0.780,-0.610
434,-0.725,-0.610
435,-0.685,-0.615
436,-0.660,-0.625
437,-0.660,-0.630
438,-0.635,-0.640
439,-0.600,-0.620
440,-0.535,-0.595
441,-0.475,-0.560
442,-0.400,-0.560
443,-0.360,-0.560
444,-0.335,-0.570
445,-0.330,-0.580
446,-0.295,-0.570
447,-0.260,-0.545
448,-0.230,-0.530
449,-0.210,-0.535
450,-0.205,-0.550
451,-0.200,-0.575
452,-0.220,-0.585
453,-0.230,-0.585
454,-0.270,-0.590
455,-0.310,-0.615
456,-0.365,-0.620
457,-0.435,-0.630
458,-0.510,-0.635
459,-0.610,-0.635
460,-0.705,-0.670
461,-0.800,-0.710
462,-0.895,-0.745
463,-0.960,-0.750
464,-0.990,-0.730
465,-1.010,-0.695
466,-1.020,-0.675
467,-1.025,-0.685
468,-1.045,-0.705
469,-1.070,-0.740
470,-1.100,-0.740
471,-1.125,-0.730
472,-1.135,-0.720
473,-1.140,-0.710
474,-1.135,-0.680
475,-1.130,-0.665
476,-1.110,-0.705
477,-1.115,-0.740
478,-1.145,-0.765
479,-1.135,-0.755
480,-1.145,-0.720
481,-1.130,-0.700
482,-1.115,-0.675
483,-1.105,-0.670
484,-1.100,-0.695
485,-1.110,-0.700
486,-1.110,-0.715
487,-1.105,-0.740
488,-1.100,-0.725
489,-1.110,-0.730
490,-1.090,-0.710
491,-1.080,-0.690
492,-1.065,-0.690
493,-1.075,-0.690
494,-1.080,-0.690
495,-1.090,-0.700
496,-1.110,-0.695
497,-1.110,-0.705
498,-1.115,-0.700
499,-1.115,-0.685
500,-1.105,-0.675
501,-1.090,-0.700
502,-1.110,-0.715
503,-1.120,-0.710
504,-1.150,-0.725
505,-1.160,-0.700
506,-1.155,-0.700
507,-1.145,-0.705
508,-1.130,-0.710
509,-1.130,-0.715
510,-1.140,-0.705
511,-1.155,-0.720
512,-1.180,-0.730
513,-1.180,-0.720
514,-1.185,-0.715
515,-1.185,-0.700
516,-1.180,-0.685
517,-1.180,-0.680
518,-1.190,-0.680
519,-1.190,-0.690
520,-1.190,-0.720
521,-1.195,-0.730
522,-1.200,-0.725
523,-1.200,-0.725
524,-1.190,-0.705
525,-1.190,-0.695
526,-1.200,-0.695
527,-1.205,-0.690
528,-1.210,-0.720
529,-1.225,-0.720
530,-1.235,-0.720
531,-1.220,-0.690
532,-1.195,-0.660
533,-1.155,-0.635
534,-1.130,-0.610
535,-1.105,-0.605
536,-1.110,-0.610
537,-1.120,-0.645
538,-1.125,-0.655
539,-1.110,-0.665
540,-1.105,-0.665
541,-1.080,-0.630
542,-1.055,-0.645
543,-1.035,-0.660
544,-1.005,-0.695
545,-1.005,-0.710
546,-1.015,-0.710
547,-1.005,-0.690
548,-1.005,-0.690
549,-1.005,-0.655
550,-1.010,-0.655
551,-1.045,-0.685
552,-1.080,-0.705
553,-1.095,-0.700
554,-1.110,-0.690
555,-1.130,-0.680
556,-1.170,-0.680
557,-1.195,-0.675
558,-1.225,-0.685
559,-1.230,-0.685
560,-1.255,-0.715
561,-1.270,-0.730
562,-1.275,-0.730
563,-1.280,-0.705
564,-1.290,-0.680
565,-1.265,-0.665
566,-1.240,-0.650
567,-1.225,-0.660
568,-1.215,-0.675
569,-1.215,-0.675
570,-1.235,-0.680
571,-1.225,-0.730
572,-1.180,-0.795
573,-1.055,-0.885
574,-0.815,-1.025
575,-0.720,-1.060
576,0.100,-1.255
577,0.690,-1.375
578,1.310,-1.470
579,1.885,-1.515
580,2.295,-1.440
581,2.470,-1.275
582,2.425,-1.060
583,2.000,-0.880
584,1.180,-0.790
585,0.255,-0.795
586,-0.665,-0.800
587,-1.505,-0.755
588,-1.575,-0.715
589,-1.160,-0.655
590,-0.870,-0.620
591,-0.820,-0.605
592,-0.950,-0.625
593,-1.100,-0.635
594,-1.170,-0.615
595,-1.185,-0.615
596,-1.165,-0.595
597,-1.140,-0.595
598,-1.115,-0.590
599,-1.145,-0.580
600,-1.150,-0.565
601,-1.175,-0.580
602,-1.175,-0.605
603,-1.165,-0.620
604,-1.130,-0.625
605,-1.100,-0.610
606,-1.105,-0.580
607,-1.100,-0.550
608,-1.070,-0.540
609,-1.050,-0.535
610,-1.045,-0.580
611,-1.055,-0.615
612,-1.050,-0.620
613,-1.050,-0.580
614,-1.030,-0.550
615,-1.010,-0.540
616,-0.970,-0.540
617,-0.945,-0.560
618,-0.925,-0.590
619,-0.930,-0.595
620,-0.925,-0.595
621,-0.910,-0.590
622,-0.875,-0.565
623,-0.840,-0.560
624,-0.810,-0.535
625,-0.795,-0.530
626,-0.730,-0.500
627,-0.685,-0.500
628,-0.675,-0.525
629,-0.645,-0.535
630,-0.610,-0.540
631,-0.555,-0.520
632,-0.500,-0.500
633,-0.425,-0.495
634,-0.370,-0.485
635,-0.320,-0.470
636,-0.310,-0.475
637,-0.280,-0.485
638,-0.270,-0.485
639,-0.255,-0.455
640,-0.240,-0.450
641,-0.230,-0.450
642,-0.230,-0.460
643,-0.235,-0.485
644,-0.250,-0.495
645,-0.300,-0.500
646,-0.360,-0.525
647,-0.425,-0.555
648,-0.490,-0.585
649,-0.575,-0.555
650,-0.600,-0.545
651,-0.730,-0.585
652,-0.800,-0.615
653,-0.895,-0.630
654,-0.980,-0.630
655,-1.035,-0.625
656,-1.060,-0.595
657,-1.075,-0.575
658,-1.080,-0.565
659,-1.090,-0.585
660,-1.110,-0.600
661,-1.125,-0.615
662,-1.150,-0.640
663,-1.160,-0.645
664,-1.165,-0.640
665,-1.175,-0.595
666,-1.175,-0.590
667,-1.160,-0.585
668,-1.155,-0.625
669,-1.175,-0.640
670,-1.175,-0.660
671,-1.180,-0.635
672,-1.165,-0.595
673,-1.135,-0.585
674,-1.120,-0.585
675,-1.110,-0.595
676,-1.120,-0.625
677,-1.135,-0.620
678,-1.150,-0.605
679,-1.145,-0.600
680,-1.150,-0.600
681,-1.155,-0.595
682,-1.140,-0.600
683,-1.140,-0.600
684,-1.145,-0.590
685,-1.135,-0.580
686,-1.130,-0.585
687,-1.150,-0.585
688,-1.160,-0.595
689,-1.155,-0.595
690,-1.155,-0.580
691,-1.150,-0.570
692,-1.145,-0.565
693,-1.165,-0.580
694,-1.195,-0.590
695,-1.220,-0.600
696,-1.230,-0.600
697,-1.220,-0.590
698,-1.220,-0.575
699,-1.200,-0.565
700,-1.200,-0.570
701,-1.195,-0.595
702,-1.220,-0.600
703,-1.230,-0.615
704,-1.245,-0.600
705,-1.260,-0.580
706,-1.265,-0.560
707,-1.245,-0.530
708,-1.230,-0.560
709,-1.240,-0.595
710,-1.265,-0.620
711,-1.275,-0.615
712,-1.305,-0.590
713,-1.310,-0.575
714,-1.285,-0.570
715,-1.280,-0.565
716,-1.260,-0.545
717,-1.265,-0.550
718,-1.265,-0.550
719,-1.280,-0.565
720,-1.295,-0.570
721,-1.295,-0.570
722,-1.285,-0.535
723,-1.255,-0.510
724,-1.230,-0.475
725,-1.220,-0.465
726,-1.195,-0.500
727,-1.210,-0.515
728,-1.215,-0.540
729,-1.215,-0.540
730,-1.205,-0.535
731,-1.170,-0.520
732,-1.140,-0.495
733,-1.115,-0.540
734,-1.100,-0.565
735,-1.090,-0.575
736,-1.130,-0.580
737,-1.150,-0.545
738,-1.200,-0.535
739,-1.215,-0.535
740,-1.220,-0.525
741,-1.215,-0.540
742,-1.245,-0.530
743,-1.280,-0.545
744,-1.325,-0.550
745,-1.345,-0.535
746,-1.365,-0.540
747,-1.385,-0.540
748,-1.405,-0.535
749,-1.390,-0.535
750,-1.375,-0.525
751,-1.365,-0.510
752,-1.365,-0.510
753,-1.380,-0.540
754,-1.400,-0.545
755,-1.405,-0.545
756,-1.395,-0.520
757,-1.370,-0.520
758,-1.325,-0.550
759,-1.225,-0.660
760,-1.090,-0.815
761,-0.825,-0.950
762,-0.365,-1.090
763,0.250,-1.200
764,0.995,-1.280
765,1.710,-1.235
766,2.225,-1.050
767,2.235,-0.860
768,1.625,-0.715
769,0.710,-0.655
770,-0.210,-0.655
771,-1.130,-0.645
772,-1.860,-0.585
773,-1.585,-0.540
774,-1.155,-0.490
775,-1.050,-0.480
776,-1.065,-0.485
777,-1.235,-0.515
778,-1.365,-0.540
779,-1.400,-0.515
780,-1.375,-0.470
781,-1.345,-0.445
782,-1.310,-0.425
783,-1.305,-0.440
784,-1.330,-0.465
785,-1.335,-0.490
786,-1.345,-0.500
787,-1.350,-0.495
788,-1.335,-0.485
789,-1.340,-0.465
790,-1.310,-0.450
791,-1.255,-0.390
792,-1.255,-0.410
793,-1.250,-0.425
794,-1.245,-0.445
795,-1.250,-0.470
796,-1.240,-0.460
797,-1.225,-0.455
798,-1.185,-0.420
799,-1.170,-0.400
800,-1.150,-0.410
801,-1.125,-0.435
802,-1.110,-0.450
803,-1.105,-0.450
804,-1.085,-0.450
805,-1.065,-0.435
806,-1.035,-0.410
807,-1.010,-0.420
808,-0.975,-0.395
809,-0.955,-0.400
810,-0.935,-0.400
811,-0.880,-0.405
812,-0.835,-0.390
813,-0.815,-0.380
814,-0.775,-0.375
815,-0.725,-0.365
816,-0.655,-0.345
817,-0.610,-0.355
818,-0.600,-0.375
819,-0.590,-0.395
820,-0.560,-0.380
821,-0.545,-0.380
822,-0.520,-0.375
823,-0.475,-0.360
824,-0.440,-0.345
825,-0.430,-0.335
826,-0.435,-0.350
827,-0.465,-0.360
828,-0.500,-0.385
829,-0.555,-0.410
830,-0.620,-0.415
831,-0.700,-0.375
832,-0.740,-0.365
833,-0.810,-0.380
834,-0.910,-0.410
835,-0.975,-0.445
836,-1.025,-0.465
837,-1.115,-0.460
838,-1.180,-0.445
839,-1.225,-0.435
840,-1.250,-0.435
841,-1.275,-0.445
842,-1.300,-0.460
843,-1.330,-0.475
844,-1.360,-0.465
845,-1.380,-0.475
846,-1.395,-0.470
847,-1.390,-0.460
848,-1.380,-0.450
849,-1.380,-0.455
850,-1.365,-0.445
851,-1.365,-0.465
852,-1.390,-0.480
853,-1.390,-0.470
854,-1.410,-0.455
855,-1.415,-0.460
856,-1.385,-0.450
857,-1.365,-0.455
858,-1.350,-0.465
859,-1.345,-0.495
860,-1.350,-0.490
861,-1.350,-0.500
862,-1.350,-0.490
863,-1.360,-0.475
864,-1.370,-0.450
865,-1.355,-0.445
866,-1.340,-0.445
867,-1.330,-0.460
868,-1.330,-0.460
869,-1.350,-0.470
870,-1.360,-0.475
871,-1.365,-0.475
872,-1.370,-0.470
873,-1.350,-0.470
874,-1.350,-0.460
875,-1.350,-0.450
876,-1.395,-0.455
877,-1.415,-0.475
878,-1.420,-0.485
879,-1.420,-0.480
880,-1.430,-0.475
881,-1.435,-0.465
882,-1.405,-0.460
883,-1.385,-0.455
884,-1.385,-0.465
885,-1.405,-0.470
886,-1.415,-0.480
887,-1.425,-0.455
888,-1.445,-0.460
889,-1.445,-0.450
890,-1.430,-0.445
891,-1.420,-0.445
892,-1.420,-0.445
893,-1.410,-0.455
894,-1.420,-0.475
895,-1.420,-0.480
896,-1.435,-0.490
897,-1.440,-0.485
898,-1.440,-0.480
899,-1.440,-0.450
900,-1.435,-0.445
901,-1.430,-0.445
902,-1.435,-0.445
903,-1.420,-0.435
904,-1.400,-0.410
905,-1.385,-0.385
906,-1.345,-0.370
907,-1.325,-0.365
908,-1.305,-0.390
909,-1.310,-0.410
910,-1.315,-0.425
911,-1.330,-0.440
912,-1.325,-0.460
913,-1.330,-0.455
914,-1.335,-0.445
915,-1.290,-0.430
916,-1.245,-0.425
917,-1.215,-0.420
918,-1.200,-0.430
919,-1.215,-0.465
920,-1.240,-0.485
921,-1.280,-0.480
922,-1.300,-0.470
923,-1.295,-0.450
924,-1.290,-0.445
925,-1.280,-0.435
926,-1.320,-0.460
927,-1.365,-0.475
928,-1.405,-0.480
929,-1.410,-0.470
930,-1.435,-0.465
931,-1.430,-0.470
932,-1.435,-0.465
933,-1.425,-0.430
934,-1.430,-0.435
935,-1.425,-0.480
936,-1.420,-0.495
937,-1.425,-0.480
938,-1.430,-0.440
939,-1.410,-0.420
940,-1.395,-0.430
941,-1.365,-0.450
942,-1.315,-0.535
943,-1.235,-0.635
944,-1.070,-0.745
945,-0.745,-0.855
946,-0.295,-0.965
947,0.320,-1.065
948,0.985,-1.130
949,1.645,-1.105
950,1.845,-1.080
951,2.105,-0.760
952,1.540,-0.605
953,0.635,-0.560
954,-0.290,-0.575
955,-1.210,-0.545
956,-1.960,-0.500
957,-1.745,-0.465
958,-1.285,-0.460
959,-1.055,-0.460
960,-1.065,-0.450
961,-1.175,-0.445
962,-1.285,-0.450
963,-1.350,-0.445
964,-1.370,-0.435
965,-1.330,-0.430
966,-1.305,-0.400
967,-1.295,-0.405
968,-1.295,-0.395
969,-1.305,-0.420
970,-1.295,-0.420
971,-1.285,-0.415
972,-1.280,-0.420
973,-1.260,-0.405
974,-1.240,-0.385
975,-1.225,-0.390
976,-1.215,-0.375
977,-1.215,-0.385
978,-1.225,-0.395
979,-1.215,-0.405
980,-1.190,-0.400
981,-1.155,-0.375
982,-1.105,-0.360
983,-1.070,-0.375
984,-1.055,-0.405
985,-1.050,-0.425
986,-1.060,-0.415
987,-1.060,-0.385
988,-1.060,-0.370
989,-1.040,-0.355
990,-0.980,-0.340
991,-0.940,-0.345
992,-0.895,-0.380
993,-0.850,-0.375
994,-0.825,-0.385
995,-0.800,-0.360
996,-0.790,-0.345
997,-0.755,-0.320
998,-0.695,-0.310
999,-0.630,-0.300
1000,-0.610,-0.295
1001,-0.535,-0.305
1002,-0.510,-0.315
1003,-0.490,-0.315
1004,-0.465,-0.295
1005,-0.440,-0.270
1006,-0.405,-0.260
1007,-0.390,-0.275
1008,-0.375,-0.280
1009,-0.385,-0.295
1010,-0.410,-0.315
1011,-0.435,-0.320
1012,-0.475,-0.310
1013,-0.525,-0.315
1014,-0.565,-0.300
1015,-0.625,-0.315
1016,-0.675,-0.305
1017,-0.730,-0.330
1018,-0.800,-0.375
1019,-0.885,-0.410
1020,-0.965,-0.410
1021,-1.045,-0.400
1022,-1.110,-0.395
1023,-1.155,-0.400
1024,-1.175,-0.380
1025,-1.170,-0.385
1026,-1.220,-0.390
1027,-1.250,-0.415
1028,-1.270,-0.450
1029,-1.290,-0.445
1030,-1.325,-0.420
1031,-1.315,-0.400
1032,-1.315,-0.390
1033,-1.280,-0.400
1034,-1.280,-0.410
1035,-1.270,-0.450
1036,-1.285,-0.445
1037,-1.285,-0.440
1038,-1.305,-0.420
1039,-1.290,-0.390
1040,-1.255,-0.405
1041,-1.235,-0.405
1042,-1.225,-0.405
1043,-1.230,-0.390
1044,-1.225,-0.410
1045,-1.230,-0.430
1046,-1.235,-0.450
1047,-1.250,-0.435
1048,-1.240,-0.420
1049,-1.240,-0.410
1050,-1.230,-0.405
1051,-1.220,-0.410
1052,-1.230,-0.400
1053,-1.240,-0.395
1054,-1.250,-0.415
1055,-1.270,-0.440
1056,-1.255,-0.445
1057,-1.250,-0.450
1058,-1.250,-0.440
1059,-1.265,-0.400
1060,-1.265,-0.400
1061,-1.285,-0.395
1062,-1.315,-0.420
1063,-1.325,-0.455
1064,-1.320,-0.445
1065,-1.320,-0.445
1066,-1.305,-0.405
1067,-1.290,-0.405
1068,-1.300,-0.405
1069,-1.300,-0.440
1070,-1.325,-0.455
1071,-1.340,-0.445
1072,-1.355,-0.420
1073,-1.345,-0.395
1074,-1.330,-0.395
1075,-1.325,-0.385
1076,-1.320,-0.405
1077,-1.325,-0.425
1078,-1.340,-0.470
1079,-1.350,-0.485
1080,-1.350,-0.470
1081,-1.335,-0.430
1082,-1.325,-0.400
1083,-1.330,-0.390
1084,-1.325,-0.400
1085,-1.330,-0.430
1086,-1.340,-0.470
1087,-1.360,-0.480
1088,-1.370,-0.455
1089,-1.370,-0.420
1090,-1.360,-0.385
1091,-1.320,-0.355
1092,-1.305,-0.375
1093,-1.290,-0.390
1094,-1.275,-0.400
1095,-1.265,-0.390
1096,-1.285,-0.390
1097,-1.280,-0.375
1098,-1.280,-0.360
1099,-1.250,-0.385
1100,-1.235,-0.400
1101,-1.215,-0.465
1102,-1.205,-0.460
1103,-1.205,-0.435
1104,-1.190,-0.430
1105,-1.150,-0.410
1106,-1.125,-0.425
1107,-1.125,-0.425
1108,-1.140,-0.425
1109,-1.180,-0.435
1110,-1.220,-0.450
1111,-1.255,-0.465
1112,-1.270,-0.455
1113,-1.285,-0.450
1114,-1.310,-0.440
1115,-1.345,-0.455
1116,-1.365,-0.430
1117,-1.380,-0.455
1118,-1.395,-0.470
1119,-1.415,-0.480
1120,-1.400,-0.475
1121,-1.390,-0.475
1122,-1.400,-0.485
1123,-1.410,-0.470
1124,-1.385,-0.450
1125,-1.370,-0.440
1126,-1.375,-0.395
1127,-1.390,-0.410
1128,-1.380,-0.465
1129,-1.340,-0.555
1130,-1.240,-0.620
1131,-1.025,-0.705
1132,-0.710,-0.795
1133,-0.260,-0.925
1134,0.280,-1.085
1135,0.890,-1.210
1136,1.550,-1.265
1137,2.060,-1.175
1138,2.290,-0.960
1139,2.075,-0.720
1140,1.290,-0.600
1141,0.365,-0.555
1142,-0.555,-0.555
1143,-1.475,-0.525
1144,-1.780,-0.505
1145,-1.355,-0.475
1146,-1.055,-0.455
1147,-0.995,-0.420
1148,-1.100,-0.395
1149,-1.240,-0.365
1150,-1.280,-0.365
1151,-1.335,-0.380
1152,-1.325,-0.390
1153,-1.300,-0.365
