'sample interval','MLII','V2'
707,4.800,4.960
708,4.805,4.960
709,4.800,4.950
710,4.810,4.950
711,4.815,4.965
712,4.825,4.975
713,4.815,4.970
714,4.825,4.970
715,4.825,4.980
716,4.830,4.975
717,4.835,4.980
718,4.830,4.980
719,4.830,4.985
720,4.835,4.995
721,4.840,4.985
722,4.830,4.980
723,4.835,4.995
724,4.835,5.000
725,4.830,4.990
726,4.835,4.980
727,4.830,4.990
728,4.845,5.000
729,4.830,4.985
730,4.825,4.980
731,4.820,4.965
732,4.825,4.980
733,4.820,4.975
734,4.805,4.960
735,4.800,4.960
736,4.805,4.965
737,4.810,4.955
738,4.800,4.950
739,4.780,4.935
740,4.790,4.955
741,4.785,4.945
742,4.775,4.925
743,4.770,4.925
744,4.765,4.925
745,4.775,4.925
746,4.770,4.900
747,4.755,4.900
748,4.755,4.905
749,4.760,4.910
750,4.765,4.915
751,4.755,4.900
752,4.745,4.900
753,4.760,4.920
754,4.755,4.905
755,4.745,4.895
756,4.740,4.890
757,4.750,4.905
758,4.755,4.900
759,4.750,4.900
760,4.740,4.880
761,4.745,4.900
762,4.765,4.895
763,4.755,4.885
764,4.740,4.890
765,4.750,4.895
766,4.765,4.885
767,4.770,4.885
768,4.780,4.875
769,4.800,4.890
770,4.820,4.900
771,4.830,4.890
772,4.820,4.880
773,4.830,4.905
774,4.840,4.905
775,4.850,4.905
776,4.860,4.895
777,4.850,4.895
778,4.870,4.905
779,4.885,4.890
780,4.870,4.880
781,4.850,4.880
782,4.840,4.880
783,4.820,4.850
784,4.810,4.835
785,4.810,4.835
786,4.830,4.860
787,4.835,4.885
788,4.810,4.890
789,4.780,4.895
790,4.770,4.895
791,4.765,4.885
792,4.735,4.870
793,4.725,4.875
794,4.735,4.880
795,4.725,4.875
796,4.715,4.855
797,4.690,4.855
798,4.705,4.865
799,4.700,4.870
800,4.695,4.870
801,4.690,4.860
802,4.690,4.865
803,4.690,4.875
804,4.700,4.870
805,4.685,4.865
806,4.690,4.865
807,4.700,4.885
808,4.695,4.870
809,4.690,4.870
810,4.640,4.875
811,4.575,4.870
812,4.540,4.845
813,4.605,4.870
814,4.735,4.940
815,5.070,5.060
816,5.620,5.275
817,6.195,5.600
818,6.660,5.950
819,6.905,6.220
820,6.810,6.275
821,6.225,5.955
822,5.390,5.320
823,4.765,4.740
824,4.570,4.530
825,4.560,4.510
826,4.725,4.710
827,4.790,4.880
828,4.780,4.945
829,4.740,4.935
830,4.720,4.895
831,4.720,4.900
832,4.700,4.920
833,4.685,4.895
834,4.675,4.885
835,4.665,4.870
836,4.660,4.885
837,4.670,4.890
838,4.650,4.880
839,4.640,4.885
840,4.655,4.905
841,4.660,4.905
842,4.655,4.900
843,4.655,4.895
844,4.655,4.905
845,4.650,4.905
846,4.650,4.900
847,4.645,4.905
848,4.650,4.920
849,4.670,4.930
850,4.670,4.920
851,4.665,4.905
852,4.665,4.915
853,4.675,4.935
854,4.690,4.925
855,4.695,4.930
856,4.690,4.930
857,4.715,4.955
858,4.725,4.950
859,4.735,4.950
860,4.745,4.960
861,4.750,4.970
862,4.780,4.985
863,4.790,4.985
864,4.805,4.995
865,4.845,5.030
866,4.875,5.050
867,4.900,5.040
868,4.905,5.055
869,4.945,5.085
870,4.985,5.100
871,5.010,5.105
872,5.030,5.125
873,5.060,5.145
874,5.100,5.175
875,5.110,5.175
876,5.135,5.200
877,5.160,5.220
878,5.195,5.235
879,5.215,5.245
880,5.205,5.225
881,5.220,5.245
882,5.245,5.275
883,5.245,5.270
884,5.245,5.245
885,5.215,5.245
886,5.220,5.245
887,5.220,5.245
888,5.185,5.220
889,5.135,5.200
890,5.125,5.190
891,5.100,5.165
892,5.060,5.145
893,5.010,5.115
894,4.990,5.110
895,4.970,5.080
896,4.935,5.050
897,4.895,5.020
898,4.885,5.010
899,4.870,4.995
900,4.870,4.995
901,4.840,4.950
902,4.810,4.940
903,4.820,4.955
904,4.815,4.935
905,4.805,4.910
906,4.790,4.915
907,4.800,4.920
908,4.800,4.915
909,4.790,4.900
910,4.780,4.905
911,4.795,4.910
912,4.805,4.915
913,4.795,4.895
914,4.780,4.895
915,4.800,4.910
916,4.815,4.915
917,4.810,4.905
918,4.805,4.905
919,4.820,4.915
920,4.825,4.920
921,4.820,4.925
922,4.810,4.920
923,4.820,4.940
924,4.830,4.945
925,4.830,4.950
926,4.830,4.935
927,4.830,4.940
928,4.850,4.960
929,4.845,4.955
930,4.840,4.940
931,4.830,4.945
932,4.840,4.965
933,4.845,4.955
934,4.845,4.940
935,4.825,4.935
936,4.845,4.945
937,4.835,4.950
938,4.835,4.925
939,4.820,4.925
940,4.835,4.940
941,4.825,4.945
942,4.815,4.930
943,4.810,4.925
944,4.820,4.930
945,4.820,4.925
946,4.810,4.915
947,4.795,4.905
948,4.800,4.900
949,4.810,4.915
950,4.805,4.905
951,4.790,4.890
952,4.780,4.890
953,4.785,4.890
954,4.785,4.875
955,4.775,4.865
956,4.770,4.875
957,4.785,4.895
958,4.780,4.875
959,4.750,4.865
960,4.750,4.860
961,4.770,4.870
962,4.770,4.870
963,4.760,4.850
964,4.740,4.850
965,4.750,4.870
966,4.760,4.870
967,4.750,4.865
968,4.750,4.860
969,4.750,4.865
970,4.750,4.875
971,4.750,4.860
972,4.740,4.860
973,4.745,4.860
974,4.755,4.875
975,4.760,4.865
976,4.765,4.840
977,4.765,4.865
978,4.790,4.875
979,4.810,4.870
980,4.820,4.865
981,4.825,4.865
982,4.840,4.895
983,4.845,4.885
984,4.850,4.880
985,4.855,4.880
986,4.860,4.885
987,4.865,4.870
988,4.875,4.875
989,4.865,4.870
990,4.875,4.885
991,4.860,4.865
992,4.840,4.860
993,4.815,4.845
994,4.805,4.835
995,4.825,4.840
996,4.835,4.825
997,4.820,4.855
998,4.810,4.895
999,4.790,4.900
1000,4.785,4.890
1001,4.755,4.880
1002,4.740,4.870
1003,4.740,4.865
1004,4.720,4.865
1005,4.700,4.845
1006,4.690,4.845
1007,4.700,4.860
1008,4.690,4.840
1009,4.685,4.835
1010,4.685,4.845
1011,4.695,4.855
1012,4.695,4.865
1013,4.695,4.845
1014,4.680,4.845
1015,4.690,4.855
1016,4.705,4.860
1017,4.695,4.860
1018,4.680,4.860
1019,4.660,4.865
1020,4.600,4.855
1021,4.540,4.820
1022,4.545,4.820
1023,4.650,4.870
1024,4.875,4.950
1025,4.970,4.975
1026,5.880,5.375
1027,6.440,5.750
1028,6.830,6.120
1029,6.940,6.365
1030,6.690,6.320
1031,5.970,5.870
1032,5.185,5.210
1033,4.740,4.670
1034,4.595,4.460
1035,4.645,4.555
1036,4.760,4.725
1037,4.820,4.860
1038,4.770,4.915
1039,4.720,4.910
1040,4.730,4.900
1041,4.735,4.900
1042,4.705,4.880
1043,4.680,4.875
1044,4.675,4.870
1045,4.685,4.885
1046,4.665,4.865
1047,4.655,4.860
1048,4.655,4.870
1049,4.665,4.885
1050,4.665,4.880
1051,4.650,4.875
1052,4.640,4.885
1053,4.655,4.900
1054,4.655,4.880
1055,4.660,4.865
1056,4.645,4.885
1057,4.655,4.910
1058,4.670,4.895
1059,4.665,4.890
1060,4.655,4.895
1061,4.670,4.905
1062,4.680,4.905
1063,4.685,4.910
1064,4.680,4.905
1065,4.680,4.925
1066,4.710,4.925
1067,4.710,4.920
1068,4.710,4.930
1069,4.725,4.945
1070,4.750,4.960
1071,4.760,4.955
1072,4.770,4.960
1073,4.790,4.975
1074,4.815,5.000
1075,4.820,5.010
1076,4.850,5.010
1077,4.885,5.040
1078,4.905,5.060
1079,4.930,5.075
1080,4.960,5.085
1081,4.985,5.090
1082,5.025,5.120
1083,5.055,5.145
1084,5.080,5.150
1085,5.095,5.180
1086,5.140,5.200
1087,5.155,5.215
1088,5.170,5.210
1089,5.180,5.225
1090,5.200,5.240
1091,5.225,5.255
1092,5.235,5.260
1093,5.235,5.250
1094,5.240,5.270
1095,5.245,5.275
1096,5.245,5.255
1097,5.215,5.255
1098,5.210,5.265
1099,5.190,5.240
1100,5.180,5.235
1101,5.110,5.195
1102,5.095,5.185
1103,5.070,5.155
1104,5.025,5.120
1105,4.975,5.090
1106,4.950,5.070
1107,4.925,5.050
1108,4.890,5.025
1109,4.875,4.995
1110,4.850,4.980
1111,4.840,4.970
1112,4.845,4.960
1113,4.825,4.940
1114,4.800,4.925
1115,4.805,4.930
1116,4.805,4.915
1117,4.805,4.905
1118,4.775,4.890
1119,4.775,4.900
1120,4.790,4.910
1121,4.795,4.910
1122,4.780,4.890
1123,4.790,4.895
1124,4.790,4.910
1125,4.790,4.920
1126,4.780,4.890
1127,4.790,4.900
1128,4.815,4.905
1129,4.810,4.910
1130,4.810,4.900
1131,4.810,4.910
1132,4.820,4.930
1133,4.825,4.925
1134,4.820,4.930
1135,4.810,4.920
1136,4.825,4.935
1137,4.845,4.945
1138,4.830,4.935
1139,4.820,4.940
1140,4.840,4.950
1141,4.845,4.950
1142,4.840,4.940
1143,4.825,4.930
1144,4.835,4.940
1145,4.840,4.935
1146,4.850,4.935
1147,4.830,4.920
1148,4.835,4.925
1149,4.845,4.930
1150,4.850,4.925
1151,4.825,4.910
1152,4.820,4.920
1153,4.825,4.925
1154,4.830,4.925
1155,4.815,4.900
1156,4.810,4.895
1157,4.820,4.915
1158,4.805,4.910
1159,4.805,4.900
1160,4.790,4.895
1161,4.795,4.915
1162,4.810,4.905
1163,4.790,4.900
1164,4.775,4.880
1165,4.785,4.890
1166,4.790,4.900
1167,4.780,4.875
1168,4.770,4.880
1169,4.770,4.880
1170,4.785,4.885
1171,4.775,4.865
1172,4.760,4.860
1173,4.755,4.880
1174,4.765,4.860
1175,4.775,4.865
1176,4.760,4.835
1177,4.755,4.845
1178,4.755,4.855
1179,4.770,4.840
1180,4.750,4.845
1181,4.755,4.850
1182,4.775,4.860
1183,4.765,4.865
1184,4.755,4.850
1185,4.750,4.850
1186,4.760,4.855
1187,4.770,4.855
1188,4.770,4.840
1189,4.770,4.845
1190,4.795,4.865
1191,4.830,4.870
1192,4.830,4.855
1193,4.825,4.850
1194,4.835,4.875
1195,4.855,4.870
1196,4.865,4.860
1197,4.855,4.870
1198,4.865,4.870
1199,4.875,4.880
1200,4.875,4.875
1201,4.875,4.865
1202,4.875,4.875
1203,4.880,4.890
1204,4.855,4.875
1205,4.845,4.850
1206,4.820,4.835
1207,4.820,4.830
1208,4.840,4.820
1209,4.840,4.825
1210,4.840,4.855
1211,4.825,4.890
1212,4.810,4.900
1213,4.780,4.880
1214,4.770,4.885
1215,4.755,4.885
1216,4.750,4.870
1217,4.740,4.855
1218,4.725,4.855
1219,4.715,4.865
1220,4.705,4.860
1221,4.700,4.850
1222,4.685,4.840
1223,4.680,4.845
1224,4.700,4.860
1225,4.695,4.855
1226,4.690,4.850
1227,4.695,4.860
1228,4.710,4.860
1229,4.690,4.860
1230,4.705,4.845
1231,4.700,4.840
1232,4.705,4.865
1233,4.710,4.865
1234,4.705,4.860
1235,4.665,4.855
1236,4.600,4.860
1237,4.540,4.835
1238,4.550,4.815
1239,4.615,4.855
1240,4.775,4.925
1241,5.075,4.995
1242,5.545,5.180
1243,6.025,5.465
1244,6.495,5.800
1245,6.860,6.145
1246,6.980,6.385
1247,6.755,6.365
1248,6.150,6.040
1249,5.410,5.440
1250,5.200,5.235
1251,4.650,4.510
1252,4.610,4.455
1253,4.655,4.560
1254,4.755,4.695
1255,4.810,4.825
1256,4.785,4.890
1257,4.765,4.930
1258,4.745,4.900
1259,4.730,4.890
1260,4.715,4.895
1261,4.725,4.905
1262,4.700,4.880
1263,4.680,4.875
1264,4.665,4.870
1265,4.665,4.885
1266,4.660,4.890
1267,4.665,4.875
1268,4.655,4.870
1269,4.665,4.890
1270,4.675,4.890
1271,4.660,4.885
1272,4.645,4.870
1273,4.655,4.880
1274,4.660,4.885
1275,4.665,4.885
1276,4.650,4.870
1277,4.660,4.885
1278,4.660,4.905
1279,4.670,4.905
1280,4.670,4.905
1281,4.665,4.900
1282,4.685,4.915
1283,4.695,4.910
1284,4.690,4.920
1285,4.675,4.920
1286,4.700,4.935
1287,4.710,4.940
1288,4.710,4.935
1289,4.715,4.930
1290,4.720,4.950
1291,4.740,4.945
1292,4.755,4.935
1293,4.755,4.950
1294,4.770,4.965
1295,4.800,4.985
1296,4.825,4.975
1297,4.830,4.995
1298,4.845,5.020
1299,4.880,5.045
1300,4.895,5.050
1301,4.920,5.055
1302,4.945,5.085
1303,4.980,5.105
1304,4.995,5.120
1305,5.020,5.115
1306,5.035,5.140
1307,5.080,5.170
1308,5.105,5.180
1309,5.115,5.180
1310,5.125,5.185
1311,5.160,5.220
1312,5.190,5.220
1313,5.200,5.230
1314,5.205,5.245
1315,5.230,5.275
1316,5.250,5.275
1317,5.245,5.275
1318,5.235,5.265
1319,5.245,5.270
1320,5.250,5.290
1321,5.235,5.280
1322,5.205,5.270
1323,5.190,5.265
1324,5.175,5.255
1325,5.165,5.245
1326,5.105,5.210
1327,5.075,5.195
1328,5.050,5.180
1329,5.025,5.150
1330,4.980,5.110
1331,4.945,5.100
1332,4.935,5.090
1333,4.920,5.065
1334,4.900,5.040
1335,4.865,5.025
1336,4.865,5.015
1337,4.855,5.000
1338,4.840,4.980
1339,4.815,4.960
1340,4.830,4.965
1341,4.835,4.960
1342,4.810,4.945
1343,4.795,4.930
1344,4.795,4.930
1345,4.810,4.930
1346,4.810,4.915
1347,4.795,4.910
1348,4.795,4.920
1349,4.800,4.940
1350,4.795,4.940
1351,4.800,4.930
1352,4.805,4.940
1353,4.820,4.950
1354,4.810,4.955
1355,4.820,4.930
1356,4.810,4.930
1357,4.820,4.940
1358,4.830,4.945
