ecg
117 -201 -8072 416 82 -216 -0.86 11.02
123 -185 -8100 425 78 -226 -0.86 11.02
151 -219 -8105 429 81 -219 -0.87 11.02
87 -208 -8080 416 90 -215 -0.87 11.02
102 -201 -8078 428 73 -225 -0.87 11.02
150 -219 -8102 418 90 -218 -0.87 11.02
119 -194 -8056 423 88 -227 -0.88 11.02
64 -199 -8077 428 94 -218 -0.88 11.03
103 -198 -8078 439 78 -211 -0.88 11.03
135 -208 -8074 419 82 -219 -0.88 11.03
90 -203 -8086 423 83 -202 -0.89 11.03
115 -195 -8107 425 81 -216 -0.89 11.03
145 -223 -8080 423 82 -216 -0.89 11.03
104 -208 -8081 416 75 -224 -0.89 11.03
79 -204 -8091 414 83 -209 -0.89 11.03
128 -195 -8072 424 90 -202 -0.90 11.03
130 -188 -8049 426 74 -213 -0.90 11.04
78 -201 -8092 423 82 -219 -0.90 11.04
132 -206 -8059 417 75 -222 -0.90 11.04
135 -190 -8100 411 88 -214 -0.91 11.04
75 -228 -8086 426 84 -218 -0.91 11.04
81 -203 -8070 422 78 -220 -0.91 11.04
134 -198 -8072 425 80 -213 -0.91 11.04
113 -165 -8096 415 70 -215 -0.94 11.06
140 -213 -8090 427 67 -216 -0.94 11.06
99 -207 -8129 423 69 -220 -0.94 11.06
107 -212 -8079 431 78 -216 -0.94 11.06
113 -192 -8125 418 82 -214 -0.94 11.06
106 -220 -8109 425 83 -217 -0.95 11.06
100 -188 -8103 420 85 -230 -0.95 11.06
87 -204 -8082 425 65 -213 -0.95 11.06
127 -199 -8087 429 81 -221 -0.95 11.06
88 -210 -8101 417 78 -217 -0.95 11.07
114 -195 -8075 422 79 -200 -0.96 11.07
131 -211 -8077 422 80 -222 -0.96 11.07
94 -185 -8101 429 87 -213 -0.96 11.07
117 -187 -8078 420 79 -213 -0.96 11.07
110 -201 -8083 417 75 -215 -0.98 11.08
123 -213 -8092 416 88 -223 -0.98 11.08
85 -190 -8080 422 72 -215 -0.98 11.08
92 -187 -8105 426 82 -210 -0.98 11.08
130 -201 -8087 417 70 -213 -0.99 11.08
99 -188 -8094 419 77 -225 -0.99 11.08
100 -200 -8096 421 58 -219 -0.99 11.08
127 -199 -8073 420 78 -218 -0.99 11.09
138 -207 -8081 420 80 -218 -0.99 11.09
92 -195 -8086 421 79 -222 -0.99 11.09
109 -204 -8088 427 74 -225 -1.00 11.09
115 -207 -8052 423 82 -217 -1.00 11.09
131 -199 -8080 416 74 -207 -1.00 11.09
100 -200 -8087 418 76 -214 -1.00 11.09
132 -183 -8056 422 75 -228 -1.00 11.09
123 -212 -8072 419 85 -212 -1.00 11.09
116 -207 -8106 418 94 -209 -1.01 11.09
130 -188 -8089 425 66 -217 -1.01 11.10
118 -221 -8101 419 75 -211 -1.01 11.10
109 -198 -8074 421 85 -230 -1.01 11.10
110 -207 -8048 413 88 -213 -1.01 11.10
132 -200 -8097 426 87 -216 -1.01 11.10
101 -178 -8076 423 81 -213 -1.02 11.10
108 -221 -8076 431 83 -214 -1.02 11.10
84 -187 -8079 423 92 -223 -1.04 11.11
104 -202 -8075 418 87 -219 -1.04 11.11
117 -189 -8044 433 89 -218 -1.04 11.13
126 -199 -8047 418 69 -235 -1.04 11.13
101 -198 -8033 428 71 -222 -1.05 11.13
111 -225 -8068 417 83 -234 -1.05 11.13
93 -216 -8104 402 94 -202 -1.05 11.13
106 -193 -8086 418 71 -214 -1.05 11.13
100 -204 -8127 414 90 -214 -1.05 11.14
118 -199 -8079 429 73 -227 -1.05 11.14
116 -200 -8106 420 67 -225 -1.06 11.15
96 -207 -8073 429 82 -215 -1.06 11.15
122 -214 -8094 415 71 -229 -1.06 11.15
131 -195 -8068 417 82 -218 -1.06 11.15
125 -204 -8120 421 91 -210 -1.06 11.16
98 -184 -8094 431 75 -221 -1.07 11.16
109 -205 -8085 426 78 -224 -1.07 11.16
117 -229 -8132 414 82 -227 -1.07 11.16
121 -188 -8080 417 78 -203 -1.07 11.16
118 -218 -8069 423 86 -226 -1.07 11.16
105 -225 -8113 423 76 -234 -1.07 11.16
108 -197 -8097 427 86 -198 -1.08 11.16
77 -198 -8055 423 94 -204 -1.08 11.16
141 -178 -8064 429 85 -217 -1.08 11.17
120 -211 -8049 415 85 -221 -1.08 11.17
108 -202 -8088 423 91 -233 -1.09 11.17
139 -198 -8101 426 71 -222 -1.09 11.17
141 -195 -8071 422 76 -225 -1.09 11.17
111 -190 -8094 424 77 -211 -1.09 11.17
116 -207 -8091 421 72 -223 -1.09 11.17
128 -200 -8088 425 73 -231 -1.09 11.17
93 -209 -8126 423 81 -215 -1.09 11.17
127 -204 -8101 419 83 -214 -1.10 11.17
117 -208 -8096 422 76 -210 -1.10 11.17
98 -197 -8088 416 80 -205 -1.10 11.17
109 -199 -8074 418 84 -218 -1.10 11.17
125 -216 -8078 423 74 -213 -1.10 11.18
100 -220 -8071 420 82 -225 -1.10 11.18
113 -182 -8089 422 83 -215 -1.10 11.18
109 -199 -8069 424 75 -223 -1.11 11.18
137 -217 -8099 417 83 -214 -1.13 11.19
125 -234 -8103 418 88 -219 -1.13 11.19
107 -204 -8083 419 80 -213 -1.14 11.19
93 -183 -8109 424 73 -223 -1.14 11.19
115 -237 -8112 422 67 -220 -1.14 11.19
134 -207 -8089 419 93 -218 -1.14 11.19
94 -205 -8059 421 75 -221 -1.14 11.19
96 -220 -8115 412 82 -226 -1.14 11.20
116 -191 -8089 417 89 -210 -1.15 11.20
130 -193 -8066 420 70 -218 -1.15 11.20
85 -224 -8109 424 79 -205 -1.15 11.20
121 -206 -8068 421 77 -214 -1.15 11.20
117 -209 -8094 428 83 -222 -1.15 11.20
100 -206 -8079 426 79 -216 -1.15 11.20
87 -211 -8097 423 79 -213 -1.16 11.20
100 -212 -8099 413 71 -215 -1.16 11.20
124 -210 -8071 425 90 -199 -1.16 11.20
91 -220 -8059 426 92 -217 -1.16 11.20
114 -210 -8090 425 82 -218 -1.16 11.20
131 -202 -8086 425 69 -220 -1.16 11.20
83 -213 -8087 421 81 -231 -1.16 11.20
109 -192 -8088 430 79 -208 -1.17 11.21
145 -209 -8092 430 82 -220 -1.17 11.21
105 -234 -8090 419 75 -218 -1.17 11.21
93 -199 -8076 424 85 -212 -1.17 11.21
147 -207 -8081 429 92 -210 -1.17 11.21
104 -230 -8099 425 78 -216 -1.17 11.21
96 -183 -8086 427 73 -227 -1.18 11.21
125 -208 -8101 426 75 -216 -1.18 11.21
115 -209 -8080 424 87 -235 -1.18 11.21
77 -210 -8058 423 78 -221 -1.18 11.21
127 -211 -8119 424 89 -203 -1.18 11.21
94 -189 -8074 422 81 -216 -1.18 11.22
96 -207 -8112 420 86 -216 -1.19 11.22
131 -197 -8074 415 66 -209 -1.19 11.22
132 -202 -8076 424 92 -226 -1.19 11.22
77 -218 -8039 423 78 -224 -1.19 11.22
122 -182 -8095 422 92 -220 -1.19 11.22
138 -199 -8116 424 83 -217 -1.19 11.22
110 -217 -8101 422 82 -218 -1.19 11.22
110 -208 -8069 426 80 -221 -1.20 11.22
120 -190 -8071 421 75 -213 -1.21 11.23
102 -236 -8065 427 93 -222 -1.21 11.23
76 -172 -8082 425 67 -225 -1.21 11.23
92 -237 -8075 417 71 -231 -1.21 11.23
118 -211 -8084 417 69 -211 -1.21 11.23
99 -189 -8100 418 65 -220 -1.21 11.23
84 -220 -8096 409 83 -205 -1.22 11.23
114 -189 -8096 434 80 -205 -1.22 11.23
120 -200 -8101 421 80 -217 -1.22 11.23
102 -200 -8082 424 72 -221 -1.22 11.23
80 -202 -8085 416 73 -220 -1.22 11.24
107 -191 -8114 420 78 -212 -1.22 11.24
104 -160 -8104 420 83 -221 -1.22 11.24
113 -204 -8091 428 74 -231 -1.22 11.24
110 -216 -8102 424 80 -217 -1.22 11.24
135 -209 -8096 427 77 -215 -1.22 11.24
103 -203 -8053 424 79 -214 -1.23 11.24
123 -200 -8080 414 83 -223 -1.23 11.24
123 -192 -8124 426 73 -212 -1.23 11.24
95 -193 -8076 417 75 -213 -1.23 11.24
86 -205 -8068 416 91 -223 -1.23 11.24
135 -218 -8094 429 68 -211 -1.23 11.24
97 -214 -8075 425 77 -219 -1.23 11.24
111 -204 -8078 424 85 -211 -1.23 11.24
150 -214 -8101 421 84 -205 -1.24 11.25
131 -194 -8090 428 85 -210 -1.24 11.25
83 -203 -8116 410 78 -215 -1.24 11.25
107 -187 -8101 422 85 -211 -1.24 11.25
141 -212 -8102 425 87 -211 -1.24 11.25
123 -208 -8067 421 75 -204 -1.24 11.25
110 -196 -8103 422 82 -224 -1.24 11.25
113 -215 -8104 423 74 -209 -1.24 11.25
142 -210 -8105 430 80 -225 -1.24 11.25
102 -204 -8093 421 85 -209 -1.25 11.25
107 -190 -8120 431 72 -224 -1.25 11.25
148 -205 -8077 426 80 -214 -1.25 11.25
111 -178 -8078 428 81 -211 -1.25 11.25
98 -229 -8090 424 78 -221 -1.25 11.25
115 -200 -8085 418 89 -221 -1.25 11.25
114 -213 -8084 416 77 -222 -1.25 11.25
112 -208 -8097 423 79 -213 -1.25 11.25
138 -223 -8091 424 79 -219 -1.27 11.26
118 -218 -8078 419 69 -220 -1.27 11.26
127 -198 -8092 419 78 -220 -1.27 11.26
120 -182 -8084 425 72 -227 -1.27 11.26
116 -202 -8056 411 72 -207 -1.27 11.26
138 -211 -8077 422 73 -227 -1.27 11.26
109 -215 -8067 429 79 -218 -1.27 11.26
103 -218 -8096 422 73 -220 -1.27 11.26
120 -206 -8082 419 86 -214 -1.27 11.27
137 -202 -8104 423 80 -219 -1.28 11.27
108 -202 -8076 426 73 -203 -1.28 11.27
119 -197 -8101 421 75 -207 -1.28 11.27
124 -188 -8090 416 82 -223 -1.28 11.27
131 -209 -8079 414 80 -206 -1.29 11.27
97 -211 -8079 432 80 -204 -1.29 11.27
99 -220 -8070 426 76 -229 -1.29 11.27
106 -189 -8079 422 86 -211 -1.29 11.28
85 -201 -8095 418 62 -215 -1.29 11.28
89 -211 -8100 423 86 -222 -1.30 11.28
143 -199 -8096 423 80 -223 -1.30 11.28
95 -209 -8088 429 74 -218 -1.30 11.28
103 -206 -8065 420 89 -222 -1.30 11.28
123 -196 -8099 425 62 -209 -1.30 11.28
100 -205 -8070 428 82 -207 -1.30 11.28
93 -172 -8062 420 66 -216 -1.30 11.28
120 -191 -8075 423 73 -218 -1.30 11.28
120 -202 -8084 412 80 -200 -1.30 11.28
105 -193 -8118 421 68 -225 -1.30 11.28
102 -216 -8128 424 89 -213 -1.31 11.28
116 -176 -8061 417 72 -210 -1.31 11.28
110 -199 -8108 422 87 -219 -1.31 11.28
96 -203 -8078 434 76 -224 -1.31 11.28
119 -192 -8075 416 83 -216 -1.31 11.28
87 -208 -8090 425 84 -225 -1.31 11.28
116 -178 -8058 428 79 -235 -1.31 11.29
126 -201 -8106 420 81 -216 -1.31 11.29
113 -205 -8093 425 81 -221 -1.31 11.29
97 -212 -8064 426 73 -207 -1.32 11.29
111 -206 -8096 424 82 -212 -1.32 11.29
149 -205 -8068 426 76 -222 -1.32 11.29
81 -189 -8101 427 90 -217 -1.32 11.29
93 -197 -8061 423 75 -220 -1.32 11.29
122 -197 -8079 418 85 -217 -1.32 11.29
107 -210 -8082 422 77 -218 -1.32 11.29
77 -207 -8086 427 84 -220 -1.32 11.29
138 -219 -8091 424 73 -230 -1.32 11.29
123 -207 -8050 428 62 -228 -1.32 11.29
89 -196 -8116 430 81 -220 -1.32 11.29
108 -194 -8080 422 87 -226 -1.32 11.29
143 -215 -8088 418 89 -225 -1.33 11.29
104 -191 -8086 423 78 -206 -1.33 11.31
113 -220 -8064 426 82 -219 -1.33 11.31
120 -219 -8081 418 83 -223 -1.33 11.31
99 -200 -8094 422 77 -215 -1.33 11.31
104 -218 -8079 434 81 -212 -1.33 11.31
114 -223 -8106 411 84 -214 -1.33 11.31
116 -217 -8069 420 82 -235 -1.33 11.31
106 -187 -8056 422 78 -202 -1.33 11.31
121 -189 -8090 426 75 -210 -1.34 11.32
122 -191 -8127 425 70 -212 -1.34 11.32
85 -191 -8066 418 70 -209 -1.34 11.32
123 -223 -8081 419 66 -221 -1.34 11.32
124 -203 -8072 421 81 -220 -1.34 11.32
88 -215 -8103 422 77 -236 -1.34 11.32
123 -183 -8091 422 81 -213 -1.34 11.32
136 -210 -8071 423 84 -217 -1.34 11.32
105 -214 -8075 423 85 -215 -1.34 11.32
95 -207 -8087 420 85 -220 -1.34 11.32
128 -209 -8106 431 74 -221 -1.34 11.32
117 -196 -8123 428 75 -220 -1.34 11.32
125 -207 -8130 426 77 -218 -1.34 11.32
99 -222 -8087 427 78 -213 -1.34 11.32
109 -201 -8068 419 70 -208 -1.34 11.32
109 -203 -8059 418 81 -227 -1.35 11.32
118 -204 -8086 427 81 -231 -1.35 11.32
127 -203 -8102 420 88 -228 -1.35 11.32
110 -155 -8073 416 76 -223 -1.35 11.32
114 -215 -8076 416 86 -231 -1.35 11.33
102 -237 -8090 423 75 -203 -1.35 11.33
105 -186 -8071 420 81 -228 -1.35 11.33
120 -190 -8086 421 95 -232 -1.35 11.33
106 -199 -8086 430 76 -219 -1.35 11.34
89 -189 -8095 420 84 -210 -1.36 11.34
96 -201 -8093 428 79 -215 -1.36 11.34
128 -187 -8087 425 81 -223 -1.36 11.34
147 -233 -8124 421 85 -203 -1.36 11.34
99 -212 -8059 423 77 -209 -1.36 11.34
98 -180 -8077 422 89 -229 -1.36 11.35
88 -199 -8105 420 87 -222 -1.36 11.35
120 -200 -8080 421 81 -219 -1.36 11.35
111 -181 -8067 420 79 -225 -1.36 11.35
95 -236 -8072 420 62 -227 -1.36 11.35
156 -206 -8078 432 87 -217 -1.37 11.35
121 -197 -8074 423 74 -218 -1.37 11.35
98 -208 -8078 424 88 -214 -1.37 11.35
113 -204 -8089 426 73 -211 -1.37 11.35
147 -192 -8085 424 81 -215 -1.37 11.35
115 -210 -8069 428 76 -209 -1.37 11.35
137 -186 -8059 430 81 -221 -1.37 11.35
134 -199 -8091 423 84 -219 -1.37 11.35
111 -193 -8100 423 80 -227 -1.37 11.35
110 -207 -8075 432 94 -229 -1.37 11.35
128 -207 -8116 426 69 -207 -1.37 11.35
116 -214 -8096 427 79 -219 -1.38 11.37
99 -236 -8095 428 80 -216 -1.38 11.37
122 -225 -8091 425 65 -206 -1.38 11.37
110 -174 -8089 417 75 -214 -1.38 11.37
99 -214 -8130 419 78 -223 -1.38 11.37
129 -201 -8088 424 85 -216 -1.38 11.37
79 -204 -8074 413 64 -208 -1.38 11.37
102 -206 -8080 413 82 -228 -1.38 11.37
134 -192 -8107 414 75 -215 -1.38 11.37
87 -190 -8100 424 73 -213 -1.39 11.37
119 -221 -8071 430 65 -219 -1.39 11.37
136 -182 -8083 428 86 -210 -1.39 11.37
61 -208 -8080 425 73 -222 -1.39 11.37
89 -218 -8060 424 82 -210 -1.39 11.37
147 -185 -8089 421 67 -217 -1.39 11.37
114 -231 -8087 426 73 -236 -1.39 11.37
85 -200 -8092 425 64 -218 -1.39 11.37
118 -193 -8093 421 71 -204 -1.39 11.38
143 -227 -8110 420 80 -225 -1.39 11.38
85 -210 -8087 425 74 -212 -1.39 11.38
-1 -1 -1 422 73 -230 -1.39 11.38
131 -230 -8056 429 80 -210 -1.39 11.38
128 -190 -8067 427 83 -209 -1.39 11.38
74 -201 -8088 420 70 -209 -1.39 11.38
129 -200 -8086 420 90 -218 -1.39 11.38
143 -196 -8085 400 93 -210 -1.39 11.38
96 -214 -8072 424 77 -216 -1.40 11.38
93 -199 -8110 419 71 -218 -1.40 11.38
146 -203 -8075 425 85 -239 -1.41 11.39
129 -178 -8093 421 67 -219 -1.41 11.39
82 -227 -8130 422 85 -206 -1.41 11.39
68 -206 -8125 429 69 -218 -1.41 11.39
126 -190 -8129 423 70 -224 -1.41 11.39
113 -212 -8125 420 82 -226 -1.41 11.39
87 -198 -8105 421 65 -223 -1.41 11.39
101 -193 -7977 436 88 -216 -1.41 11.39
130 -212 -8048 422 66 -222 -1.41 11.39
103 -197 -8115 427 70 -223 -1.41 11.39
81 -191 -8167 429 64 -211 -1.41 11.39
149 -202 -8053 422 91 -224 -1.42 11.39
128 -198 -8085 423 66 -222 -1.42 11.39
67 -196 -8079 425 69 -206 -1.42 11.39
140 -201 -8049 410 80 -217 -1.42 11.39
150 -204 -8071 431 82 -208 -1.42 11.39
65 -183 -8081 425 58 -224 -1.42 11.39
114 -204 -8114 429 91 -227 -1.42 11.39
137 -193 -8117 423 84 -224 -1.42 11.39
55 -195 -8087 411 80 -215 -1.42 11.39
93 -178 -8113 423 94 -202 -1.42 11.39
149 -217 -8138 428 91 -215 -1.42 11.39
86 -210 -8058 421 94 -226 -1.42 11.39
54 -203 -8041 417 62 -230 -1.43 11.39
166 -207 -8096 425 68 -221 -1.42 11.40
110 -198 -8114 413 81 -210 -1.43 11.40
60 -205 -8116 430 86 -218 -1.43 11.40
128 -189 -8056 429 75 -223 -1.43 11.40
158 -211 -8005 420 80 -216 -1.43 11.40
73 -189 -8051 419 76 -209 -1.43 11.40
134 -201 -8147 419 73 -211 -1.43 11.40
151 -225 -8112 424 90 -203 -1.43 11.40
118 -195 -8069 439 79 -211 -1.43 11.40
76 -177 -8054 415 104 -221 -1.43 11.40
123 -214 -8112 424 80 -209 -1.44 11.40
129 -234 -8080 420 65 -209 -1.44 11.40
89 -189 -8105 428 78 -212 -1.44 11.40
96 -171 -8075 424 71 -211 -1.44 11.40
99 -219 -8089 424 74 -219 -1.44 11.40
151 -180 -8024 426 75 -223 -1.44 11.41
104 -190 -8056 419 67 -224 -1.44 11.41
98 -218 -8089 421 84 -205 -1.45 11.41
120 -190 -8052 424 74 -226 -1.45 11.41
125 -212 -8106 422 84 -221 -1.45 11.41
109 -218 -8088 427 74 -216 -1.45 11.41
87 -177 -8078 421 95 -214 -1.45 11.41
113 -201 -8087 422 72 -215 -1.45 11.41
120 -209 -8076 416 72 -221 -1.45 11.41
99 -196 -8100 423 71 -231 -1.45 11.41
97 -230 -8051 422 82 -220 -1.45 11.41
125 -225 -8107 428 90 -210 -1.45 11.41
105 -206 -8085 422 86 -220 -1.45 11.41
86 -198 -8078 428 78 -224 -1.45 11.41
95 -209 -8080 425 75 -216 -1.45 11.41
129 -204 -8075 413 71 -224 -1.45 11.41
109 -222 -8100 414 90 -210 -1.45 11.41
106 -192 -8048 431 70 -218 -1.45 11.41
120 -194 -8063 430 62 -223 -1.45 11.41
137 -199 -8057 420 100 -222 -1.46 11.41
93 -221 -8088 426 91 -215 -1.46 11.41
124 -185 -8090 433 69 -217 -1.46 11.41
124 -200 -8091 426 86 -208 -1.46 11.41
102 -202 -8073 427 74 -219 -1.46 11.41
95 -180 -8085 418 80 -207 -1.46 11.41
148 -231 -8134 426 78 -208 -1.46 11.41
137 -212 -8115 417 82 -231 -1.46 11.41
99 -185 -8095 430 74 -213 -1.46 11.41
126 -215 -8099 424 82 -217 -1.46 11.41
113 -195 -8059 423 74 -217 -1.46 11.42
95 -180 -8104 427 84 -213 -1.46 11.42
